,YearSchluessel,Year,Stadt-/Landkreis,Anteil Schulabgänger mit allgem. Hochschulreife in %,Anteil Schulabgänger ohne Hauptschulabschluss in %,LAND_NAME,LAND_ABK
8236,201308236,2013,Enzkreis,20.3,4.3,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,21.6,10.700000000000001,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,17.7,7.0,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,19.400000000000002,5.9,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,22.700000000000003,5.300000000000001,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,43.800000000000004,6.0,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,44.300000000000004,5.2,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,43.900000000000006,11.3,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,27.400000000000002,3.5,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,29.1,3.7,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,32.800000000000004,6.9,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,19.700000000000003,6.2,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,17.900000000000002,5.800000000000001,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,21.200000000000003,6.800000000000001,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,23.900000000000002,4.800000000000001,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,26.900000000000002,4.1000000000000005,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,28.0,4.6000000000000005,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,22.8,5.1000000000000005,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,25.5,3.9000000000000004,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,28.200000000000003,6.1000000000000005,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,22.5,5.1000000000000005,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,22.1,6.2,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,26.400000000000002,9.0,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,19.700000000000003,5.800000000000001,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,20.5,4.6000000000000005,Baden-Württemberg,BW
8327,201708327,2017,Landkreis Tuttlingen,22.200000000000003,6.6000000000000005,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,25.8,5.1000000000000005,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,26.8,3.7,Baden-Württemberg,BW
8335,201708335,2017,Landkreis Konstanz,27.8,6.4,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,22.5,6.2,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,25.1,3.1,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,29.5,5.6000000000000005,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,18.3,5.5,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,22.200000000000003,4.6000000000000005,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,23.200000000000003,6.1000000000000005,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,27.200000000000003,4.9,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,27.1,4.9,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,31.200000000000003,5.300000000000001,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,36.6,5.6000000000000005,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,38.0,5.4,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,41.2,5.2,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,19.0,4.0,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,19.400000000000002,4.5,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,18.7,6.800000000000001,Baden-Württemberg,BW
8421,200908421,2009,Ulm,38.0,4.9,Baden-Württemberg,BW
8421,201308421,2013,Ulm,41.800000000000004,4.7,Baden-Württemberg,BW
8421,201708421,2017,Ulm,41.900000000000006,8.0,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,18.1,4.6000000000000005,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,18.400000000000002,4.6000000000000005,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,20.8,5.7,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,21.0,4.4,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,21.1,4.4,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,23.5,6.4,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,26.5,6.0,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,25.700000000000003,6.0,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,24.6,9.1,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,23.3,5.300000000000001,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,22.200000000000003,5.300000000000001,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,26.8,6.6000000000000005,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,22.200000000000003,6.7,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,27.900000000000002,5.7,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,30.900000000000002,7.5,Baden-Württemberg,BW
9161,200909161,2009,Ingolstadt,26.1,8.5,Bayern,BY
9161,201309161,2013,Ingolstadt,32.800000000000004,4.4,Bayern,BY
9161,201709161,2017,Ingolstadt,32.4,3.3000000000000003,Bayern,BY
9162,200909162,2009,München,31.700000000000003,7.800000000000001,Bayern,BY
9162,201309162,2013,München,32.800000000000004,6.0,Bayern,BY
9162,201709162,2017,München,35.300000000000004,5.9,Bayern,BY
9163,200909163,2009,Rosenheim,30.0,6.300000000000001,Bayern,BY
9163,201309163,2013,Rosenheim,32.7,6.2,Bayern,BY
9163,201709163,2017,Rosenheim,36.2,4.6000000000000005,Bayern,BY
9171,200909171,2009,Landkreis Altötting,19.900000000000002,3.5,Bayern,BY
9171,201309171,2013,Landkreis Altötting,23.200000000000003,3.2,Bayern,BY
9171,201709171,2017,Landkreis Altötting,25.200000000000003,6.1000000000000005,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,22.900000000000002,6.2,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,22.1,4.6000000000000005,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,26.6,4.0,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,27.700000000000003,2.9000000000000004,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,30.0,2.2,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,33.5,3.6,Bayern,BY
9174,200909174,2009,Landkreis Dachau,23.400000000000002,5.1000000000000005,Bayern,BY
9174,201309174,2013,Landkreis Dachau,25.400000000000002,5.0,Bayern,BY
9174,201709174,2017,Landkreis Dachau,25.0,5.9,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,27.3,3.4000000000000004,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,35.6,5.7,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,35.0,3.5,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,16.400000000000002,3.6,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,21.700000000000003,1.7000000000000002,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,23.700000000000003,2.5,Bayern,BY
9177,200909177,2009,Landkreis Erding,18.1,4.1000000000000005,Bayern,BY
9177,201309177,2013,Landkreis Erding,23.6,2.8000000000000003,Bayern,BY
9177,201709177,2017,Landkreis Erding,27.0,2.8000000000000003,Bayern,BY
9178,200909178,2009,Landkreis Freising,22.5,4.5,Bayern,BY
9178,201309178,2013,Landkreis Freising,24.3,3.7,Bayern,BY
9178,201709178,2017,Landkreis Freising,24.900000000000002,4.9,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,34.300000000000004,4.7,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,39.300000000000004,2.7,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,39.7,4.1000000000000005,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,30.5,3.0,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,36.800000000000004,2.2,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,33.4,4.1000000000000005,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,22.1,7.4,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,26.400000000000002,5.4,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,31.8,5.7,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,18.900000000000002,6.2,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,19.900000000000002,3.0,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,21.1,8.3,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,19.1,6.6000000000000005,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,20.700000000000003,5.0,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,23.1,6.0,Bayern,BY
9184,200909184,2009,Landkreis München (Land),40.7,3.0,Bayern,BY
9184,201309184,2013,Landkreis München (Land),48.300000000000004,3.4000000000000004,Bayern,BY
9184,201709184,2017,Landkreis München (Land),47.5,4.5,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,20.0,4.7,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,20.1,3.6,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,17.5,6.5,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,16.1,8.1,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,23.6,6.300000000000001,Bayern,BY
9186,201709186,2017,Landkreis Pfaffenhofen an der Ilm,20.900000000000002,5.7,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),18.2,5.5,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),21.200000000000003,4.3,Bayern,BY
9187,201709187,2017,Landkreis Rosenheim (Land),24.1,3.1,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,39.2,4.1000000000000005,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,45.300000000000004,3.5,Bayern,BY
9188,201709188,2017,Landkreis Starnberg,40.800000000000004,4.0,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,21.700000000000003,5.800000000000001,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,23.900000000000002,3.9000000000000004,Bayern,BY
9189,201709189,2017,Landkreis Traunstein,26.5,4.6000000000000005,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,21.6,5.4,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,24.700000000000003,3.6,Bayern,BY
9190,201709190,2017,Landkreis Weilheim-Schongau,26.400000000000002,4.3,Bayern,BY
9261,200909261,2009,Landshut,29.1,2.7,Bayern,BY
9261,201309261,2013,Landshut,31.5,3.2,Bayern,BY
9261,201709261,2017,Landshut,33.9,4.5,Bayern,BY
9262,200909262,2009,Passau,31.400000000000002,5.2,Bayern,BY
9262,201309262,2013,Passau,30.8,3.7,Bayern,BY
9262,201709262,2017,Passau,35.4,5.300000000000001,Bayern,BY
9263,200909263,2009,Straubing,29.5,7.6000000000000005,Bayern,BY
9263,201309263,2013,Straubing,36.4,5.0,Bayern,BY
9263,201709263,2017,Straubing,34.1,5.1000000000000005,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,20.3,5.6000000000000005,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,23.0,3.6,Bayern,BY
9271,201709271,2017,Landkreis Deggendorf,28.0,7.4,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,20.6,5.4,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,23.5,3.0,Bayern,BY
9272,201709272,2017,Landkreis Freyung-Grafenau,29.5,3.9000000000000004,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,17.8,6.7,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,25.0,3.8000000000000003,Bayern,BY
9273,201709273,2017,Landkreis Kehlheim,26.0,6.5,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),9.5,5.9,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),12.3,3.2,Bayern,BY
9274,201709274,2017,Landkreis Landshut (Land),11.700000000000001,3.7,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),15.600000000000001,4.7,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),20.400000000000002,3.4000000000000004,Bayern,BY
9275,201709275,2017,Landkreis Passau (Land),20.400000000000002,5.4,Bayern,BY
9276,200909276,2009,Landkreis Regen,15.9,7.4,Bayern,BY
9276,201309276,2013,Landkreis Regen,16.5,3.3000000000000003,Bayern,BY
9276,201709276,2017,Landkreis Regen,19.400000000000002,7.0,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,17.7,7.4,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,20.0,3.9000000000000004,Bayern,BY
9277,201709277,2017,Landkreis Rottal-Inn,21.8,5.9,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,19.3,5.9,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,18.6,2.0,Bayern,BY
9278,201709278,2017,Landkreis Straubing-Bogen,22.8,5.2,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,21.3,3.7,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,24.400000000000002,2.7,Bayern,BY
9279,201709279,2017,Landkreis Dingolfing-Landau,21.8,3.2,Bayern,BY
9361,200909361,2009,Amberg,31.6,7.0,Bayern,BY
9361,201309361,2013,Amberg,33.5,6.800000000000001,Bayern,BY
9361,201709361,2017,Amberg,28.900000000000002,6.2,Bayern,BY
9362,200909362,2009,Regensburg,36.6,5.6000000000000005,Bayern,BY
9362,201309362,2013,Regensburg,37.5,4.7,Bayern,BY
9362,201709362,2017,Regensburg,40.5,4.7,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,29.200000000000003,4.4,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,31.700000000000003,3.2,Bayern,BY
9363,201709363,2017,Weiden in der Oberpfalz,31.6,4.2,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,7.7,6.1000000000000005,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,10.8,2.5,Bayern,BY
9371,201709371,2017,Landkreis Amberg-Sulzbach,12.200000000000001,3.8000000000000003,Bayern,BY
9372,200909372,2009,Landkreis Cham,16.1,5.0,Bayern,BY
9372,201309372,2013,Landkreis Cham,19.200000000000003,2.0,Bayern,BY
9372,201709372,2017,Landkreis Cham,20.0,5.7,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,24.900000000000002,4.7,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,22.6,2.5,Bayern,BY
9373,201709373,2017,Landkreis Neumarkt in der Oberpfalz,23.8,2.1,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,15.700000000000001,7.300000000000001,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,17.2,3.8000000000000003,Bayern,BY
9374,201709374,2017,Landkreis Neustadt an der Waldnaab,19.1,9.5,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),10.9,4.9,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),13.700000000000001,2.8000000000000003,Bayern,BY
9375,201709375,2017,Landkreis Regensburg (Land),12.600000000000001,4.9,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,22.3,4.800000000000001,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,24.8,2.5,Bayern,BY
9376,201709376,2017,Landkreis Schwandorf,27.6,3.4000000000000004,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,14.3,4.4,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,14.5,3.8000000000000003,Bayern,BY
9377,201709377,2017,Landkreis Tirschenreuth,15.5,3.2,Bayern,BY
9461,200909461,2009,Bamberg,47.5,4.4,Bayern,BY
9461,201309461,2013,Bamberg,55.400000000000006,3.1,Bayern,BY
9461,201709461,2017,Bamberg,56.1,4.800000000000001,Bayern,BY
9462,200909462,2009,Bayreuth,33.5,6.0,Bayern,BY
9462,201309462,2013,Bayreuth,42.800000000000004,3.9000000000000004,Bayern,BY
9462,201709462,2017,Bayreuth,43.0,5.300000000000001,Bayern,BY
9463,200909463,2009,Coburg,32.800000000000004,7.800000000000001,Bayern,BY
9463,201309463,2013,Coburg,36.2,5.300000000000001,Bayern,BY
9463,201709463,2017,Coburg,34.800000000000004,9.1,Bayern,BY
9464,200909464,2009,Hof,28.200000000000003,9.1,Bayern,BY
9464,201309464,2013,Hof,34.0,6.0,Bayern,BY
9464,201709464,2017,Hof,32.7,12.8,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),,5.7,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),,3.1,Bayern,BY
9471,201709471,2017,Landkreis Bamberg (Land),,5.2,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),12.3,2.8000000000000003,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),11.600000000000001,3.5,Bayern,BY
9472,201709472,2017,Landkreis Bayreuth (Land),11.5,3.3000000000000003,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),13.5,7.0,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),19.6,5.7,Bayern,BY
9473,201709473,2017,Landkreis Coburg (Land),20.700000000000003,8.9,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,23.200000000000003,2.4000000000000004,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,28.700000000000003,3.1,Bayern,BY
9474,201709474,2017,Landkreis Forchheim,29.200000000000003,6.300000000000001,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),15.5,4.7,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),22.700000000000003,4.3,Bayern,BY
9475,201709475,2017,Landkreis Hof (Land),16.8,5.5,Bayern,BY
9476,200909476,2009,Landkreis Kronach,21.900000000000002,5.7,Bayern,BY
9476,201309476,2013,Landkreis Kronach,27.3,4.2,Bayern,BY
9476,201709476,2017,Landkreis Kronach,29.3,4.4,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,20.5,5.800000000000001,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,28.200000000000003,8.6,Bayern,BY
9477,201709477,2017,Landkreis Kulmbach,30.1,8.700000000000001,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,17.900000000000002,5.800000000000001,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,21.3,5.6000000000000005,Bayern,BY
9478,201709478,2017,Landkreis Lichtenfels,25.900000000000002,5.7,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,26.900000000000002,7.2,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,26.5,5.5,Bayern,BY
9479,201709479,2017,Landkreis Wunsiedel im Fichtelgebirge,28.6,7.7,Bayern,BY
9561,200909561,2009,Ansbach,32.9,4.800000000000001,Bayern,BY
9561,201309561,2013,Ansbach,39.6,2.9000000000000004,Bayern,BY
9561,201709561,2017,Ansbach,40.1,6.0,Bayern,BY
9562,200909562,2009,Erlangen,40.2,4.4,Bayern,BY
9562,201309562,2013,Erlangen,49.900000000000006,3.8000000000000003,Bayern,BY
9562,201709562,2017,Erlangen,45.800000000000004,4.9,Bayern,BY
9563,200909563,2009,Fürth,23.200000000000003,9.0,Bayern,BY
9563,201309563,2013,Fürth,28.900000000000002,7.9,Bayern,BY
9563,201709563,2017,Fürth,26.6,10.700000000000001,Bayern,BY
9564,200909564,2009,Nürnberg,27.8,9.700000000000001,Bayern,BY
9564,201309564,2013,Nürnberg,29.8,7.5,Bayern,BY
9564,201709564,2017,Nürnberg,30.1,8.4,Bayern,BY
9565,200909565,2009,Schwabach,26.400000000000002,8.0,Bayern,BY
9565,201309565,2013,Schwabach,37.2,4.7,Bayern,BY
9565,201709565,2017,Schwabach,34.5,7.1000000000000005,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),18.3,7.5,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),18.6,6.5,Bayern,BY
9571,201709571,2017,Landkreis Ansbach (Land),21.700000000000003,6.7,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,36.1,5.0,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,37.6,2.4000000000000004,Bayern,BY
9572,201709572,2017,Landkreis Erlangen-Höchstadt,35.5,3.6,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),36.300000000000004,4.800000000000001,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),39.5,2.1,Bayern,BY
9573,201709573,2017,Landkreis Fürth (Land),35.4,5.0,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,24.5,8.9,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,29.3,6.4,Bayern,BY
9574,201709574,2017,Landkreis Nürnberger Land,29.900000000000002,6.6000000000000005,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,21.0,4.9,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,23.8,5.0,Bayern,BY
9575,201709575,2017,Landkreis Neustadt an der Aisch-Bad Windsheim,25.200000000000003,7.9,Bayern,BY
9576,200909576,2009,Landkreis Roth,18.3,4.7,Bayern,BY
9576,201309576,2013,Landkreis Roth,25.8,6.300000000000001,Bayern,BY
9576,201709576,2017,Landkreis Roth,22.400000000000002,9.200000000000001,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,18.8,6.4,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,26.8,2.6,Bayern,BY
9577,201709577,2017,Landkreis Weißenburg-Gunzenhausen,24.1,4.5,Bayern,BY
9661,200909661,2009,Aschaffenburg,35.1,4.2,Bayern,BY
9661,201309661,2013,Aschaffenburg,38.6,3.8000000000000003,Bayern,BY
9661,201709661,2017,Aschaffenburg,35.6,3.8000000000000003,Bayern,BY
9662,200909662,2009,Schweinfurt,33.6,4.6000000000000005,Bayern,BY
9662,201309662,2013,Schweinfurt,37.2,5.0,Bayern,BY
9662,201709662,2017,Schweinfurt,37.6,8.200000000000001,Bayern,BY
9663,200909663,2009,Würzburg,37.6,6.9,Bayern,BY
9663,201309663,2013,Würzburg,39.5,5.5,Bayern,BY
9663,201709663,2017,Würzburg,46.900000000000006,5.1000000000000005,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),18.0,6.800000000000001,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),21.200000000000003,4.800000000000001,Bayern,BY
9671,201709671,2017,Landkreis Aschaffenburg (Land),22.400000000000002,3.4000000000000004,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,23.400000000000002,3.3000000000000003,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,27.1,1.7000000000000002,Bayern,BY
9672,201709672,2017,Landkreis Bad Kissingen,29.700000000000003,7.4,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,20.1,3.7,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,25.5,4.1000000000000005,Bayern,BY
9673,201709673,2017,Landkreis Rhön-Grabfeld,23.6,5.5,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,18.6,6.7,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,22.5,3.2,Bayern,BY
9674,201709674,2017,Landkreis Haßberge,25.8,4.2,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,28.8,3.3000000000000003,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,34.800000000000004,3.9000000000000004,Bayern,BY
9675,201709675,2017,Landkreis Kitzingen,38.400000000000006,3.1,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,19.700000000000003,6.4,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,21.5,3.3000000000000003,Bayern,BY
9676,201709676,2017,Landkreis Miltenberg,25.6,5.4,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,21.6,3.7,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,25.8,2.4000000000000004,Bayern,BY
9677,201709677,2017,Landkreis Main-Spessart,27.8,3.0,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),,8.200000000000001,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),,5.800000000000001,Bayern,BY
9678,201709678,2017,Landkreis Schweinfurt (Land),,10.3,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),12.100000000000001,2.9000000000000004,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),15.3,3.9000000000000004,Bayern,BY
9679,201709679,2017,Landkreis Würzburg (Land),11.100000000000001,9.3,Bayern,BY
9761,200909761,2009,Augsburg,30.700000000000003,6.5,Bayern,BY
9761,201309761,2013,Augsburg,32.7,4.6000000000000005,Bayern,BY
9761,201709761,2017,Augsburg,31.8,6.800000000000001,Bayern,BY
9762,200909762,2009,Kaufbeuren,25.400000000000002,8.6,Bayern,BY
9762,201309762,2013,Kaufbeuren,29.200000000000003,5.1000000000000005,Bayern,BY
9762,201709762,2017,Kaufbeuren,32.1,6.300000000000001,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),23.200000000000003,10.3,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),23.200000000000003,6.7,Bayern,BY
9763,201709763,2017,Kempten (Allgäu),23.6,7.5,Bayern,BY
9764,200909764,2009,Memmingen,27.1,5.4,Bayern,BY
9764,201309764,2013,Memmingen,22.3,6.6000000000000005,Bayern,BY
9764,201709764,2017,Memmingen,24.3,8.9,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,12.600000000000001,7.300000000000001,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,17.1,3.7,Bayern,BY
9771,201709771,2017,Landkreis Aichach-Friedberg,16.900000000000002,6.0,Bayern,BY
9772,200909772,2009,Landkreis Augsburg Land,15.5,7.800000000000001,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,19.200000000000003,5.7,Bayern,BY
9772,201709772,2017,Landkreis Augsburg Land,20.5,5.6000000000000005,Bayern,BY
9773,200909773,2009,Landkreis Dillingen an der Donau,23.0,6.5,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,25.6,4.2,Bayern,BY
9773,201709773,2017,Landkreis Dillingen an der Donau,27.1,5.9,Bayern,BY
9774,200909774,2009,Landkreis Günzburg,23.8,9.5,Bayern,BY
