,YearSchluessel,Year,Stadt-/Landkreis,Bevölkerung 0 bis 17 Jahre in %,Bevölkerung 18 bis 24 Jahre in %,Bevölkerung 25 bis 44 Jahre in %,Bevölkerung 45 bis 64 Jahre in %,Bevölkerung 65 Jahre und älter in %,LAND_NAME,LAND_ABK
8336,200508336,2005,Landkreis Lörrach,19.6,7.7,28.5,25.5,18.6,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,18.2,8.0,26.1,27.900000000000002,19.700000000000003,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,17.900000000000002,7.800000000000001,24.0,30.6,19.700000000000003,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,17.5,7.6000000000000005,24.0,30.700000000000003,20.1,Baden-Württemberg,BW
8337,199508337,1995,Landkreis Waldshut,22.1,7.9,31.700000000000003,23.200000000000003,15.100000000000001,Baden-Württemberg,BW
8337,200008337,2000,Landkreis Waldshut,21.700000000000003,7.6000000000000005,30.1,24.200000000000003,16.5,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,20.3,8.200000000000001,27.5,24.900000000000002,19.0,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,18.900000000000002,8.3,25.200000000000003,27.400000000000002,20.3,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,18.3,7.9,23.0,30.5,20.3,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,17.900000000000002,7.7,23.400000000000002,30.1,20.900000000000002,Baden-Württemberg,BW
8415,199508415,1995,Landkreis Reutlingen,20.400000000000002,8.4,32.5,24.0,14.700000000000001,Baden-Württemberg,BW
8415,200008415,2000,Landkreis Reutlingen,20.5,7.9,31.400000000000002,24.400000000000002,15.8,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,19.6,8.200000000000001,29.0,24.900000000000002,18.2,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,18.2,8.4,26.6,27.1,19.700000000000003,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,17.5,8.4,24.400000000000002,29.700000000000003,20.0,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,17.2,8.200000000000001,24.3,29.900000000000002,20.3,Baden-Württemberg,BW
8416,199508416,1995,Landkreis Tübingen,20.900000000000002,8.700000000000001,38.1,20.700000000000003,11.700000000000001,Baden-Württemberg,BW
8416,200008416,2000,Landkreis Tübingen,20.5,9.0,35.5,22.5,12.600000000000001,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,19.3,9.700000000000001,31.700000000000003,24.6,14.700000000000001,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,17.6,10.700000000000001,28.400000000000002,27.700000000000003,15.600000000000001,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,17.2,11.600000000000001,26.900000000000002,28.1,16.2,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,16.900000000000002,11.4,27.0,27.700000000000003,17.0,Baden-Württemberg,BW
8417,199508417,1995,Zollernalbkreis,21.200000000000003,8.3,31.200000000000003,24.200000000000003,15.200000000000001,Baden-Württemberg,BW
8417,200008417,2000,Zollernalbkreis,20.900000000000002,7.6000000000000005,30.0,24.8,16.8,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,19.6,8.1,27.5,25.3,19.6,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,18.0,8.4,24.900000000000002,28.0,20.8,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,16.8,8.200000000000001,22.900000000000002,30.900000000000002,21.3,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,16.400000000000002,7.800000000000001,23.0,30.900000000000002,21.900000000000002,Baden-Württemberg,BW
8421,199508421,1995,Ulm,18.400000000000002,9.200000000000001,32.5,23.900000000000002,16.1,Baden-Württemberg,BW
8421,200008421,2000,Ulm,17.8,9.3,32.1,24.6,16.2,Baden-Württemberg,BW
8421,200508421,2005,Ulm,16.900000000000002,9.3,31.700000000000003,24.5,17.7,Baden-Württemberg,BW
8421,200908421,2009,Ulm,16.0,9.3,30.700000000000003,25.400000000000002,18.5,Baden-Württemberg,BW
8421,201308421,2013,Ulm,16.2,10.200000000000001,29.3,25.8,18.5,Baden-Württemberg,BW
8421,201708421,2017,Ulm,16.2,10.4,29.700000000000003,25.3,18.400000000000002,Baden-Württemberg,BW
8425,199508425,1995,Alb-Donau-Kreis,22.8,8.6,31.8,23.0,13.8,Baden-Württemberg,BW
8425,200008425,2000,Alb-Donau-Kreis,22.8,8.0,30.900000000000002,23.700000000000003,14.600000000000001,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,21.6,8.4,28.700000000000003,24.3,17.0,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,19.900000000000002,8.6,26.5,26.8,18.2,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,18.900000000000002,8.4,24.400000000000002,29.900000000000002,18.5,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,18.2,8.3,24.200000000000003,30.1,19.1,Baden-Württemberg,BW
8426,199508426,1995,Landkreis Biberach,23.6,8.5,31.700000000000003,22.200000000000003,13.9,Baden-Württemberg,BW
8426,200008426,2000,Landkreis Biberach,23.400000000000002,8.1,30.700000000000003,23.1,14.700000000000001,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,21.900000000000002,8.6,28.5,24.0,16.900000000000002,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,20.1,8.9,26.8,26.5,17.7,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,19.0,8.4,24.8,29.900000000000002,17.900000000000002,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,18.6,8.200000000000001,25.1,29.8,18.400000000000002,Baden-Württemberg,BW
8435,199508435,1995,Bodenseekreis,20.700000000000003,8.1,31.0,25.1,15.100000000000001,Baden-Württemberg,BW
8435,200008435,2000,Bodenseekreis,20.5,7.7,29.900000000000002,26.200000000000003,15.8,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,19.200000000000003,8.0,28.0,26.1,18.7,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,17.8,8.1,26.1,27.3,20.700000000000003,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,17.1,7.9,23.6,29.8,21.6,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,16.8,7.800000000000001,23.3,29.700000000000003,22.400000000000002,Baden-Württemberg,BW
8436,199508436,1995,Landkreis Ravensburg,22.200000000000003,8.9,31.8,22.8,14.4,Baden-Württemberg,BW
8436,200008436,2000,Landkreis Ravensburg,22.0,8.1,31.1,23.700000000000003,15.100000000000001,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,20.900000000000002,8.4,29.1,24.5,17.2,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,19.200000000000003,8.700000000000001,26.900000000000002,26.700000000000003,18.5,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,18.5,8.700000000000001,24.700000000000003,29.200000000000003,18.900000000000002,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,17.7,8.700000000000001,24.5,29.5,19.5,Baden-Württemberg,BW
8437,199508437,1995,Landkreis Sigmaringen,23.0,9.0,32.4,21.900000000000002,13.700000000000001,Baden-Württemberg,BW
8437,200008437,2000,Landkreis Sigmaringen,22.900000000000002,8.4,31.200000000000003,22.700000000000003,15.0,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,21.3,8.700000000000001,28.8,23.700000000000003,17.5,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,19.5,8.8,25.900000000000002,26.900000000000002,18.8,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,18.3,8.700000000000001,23.1,30.6,19.400000000000002,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,17.400000000000002,8.700000000000001,23.1,30.8,20.1,Baden-Württemberg,BW
9161,199509161,1995,Ingolstadt,19.1,8.3,31.400000000000002,25.6,15.5,Bayern,BY
9161,200009161,2000,Ingolstadt,18.900000000000002,8.5,30.700000000000003,25.6,16.3,Bayern,BY
9161,200509161,2005,Ingolstadt,18.1,8.6,30.3,24.900000000000002,18.0,Bayern,BY
9161,200909161,2009,Ingolstadt,17.2,8.5,29.700000000000003,25.5,19.0,Bayern,BY
9161,201309161,2013,Ingolstadt,16.5,8.200000000000001,29.8,26.900000000000002,18.7,Bayern,BY
9161,201709161,2017,Ingolstadt,16.6,8.1,30.400000000000002,26.5,18.5,Bayern,BY
9162,199509162,1995,München,14.5,8.0,34.4,27.6,15.5,Bayern,BY
9162,200009162,2000,München,14.8,7.800000000000001,34.1,27.3,16.0,Bayern,BY
9162,200509162,2005,München,15.100000000000001,7.800000000000001,34.6,25.200000000000003,17.400000000000002,Bayern,BY
9162,200909162,2009,München,14.8,8.6,34.5,24.200000000000003,17.900000000000002,Bayern,BY
9162,201309162,2013,München,14.8,8.1,33.9,25.200000000000003,18.0,Bayern,BY
9162,201709162,2017,München,15.700000000000001,8.0,33.300000000000004,25.200000000000003,17.8,Bayern,BY
9163,199509163,1995,Rosenheim,16.8,8.3,33.0,25.5,16.400000000000002,Bayern,BY
9163,200009163,2000,Rosenheim,16.8,8.5,31.900000000000002,26.3,16.6,Bayern,BY
9163,200509163,2005,Rosenheim,16.7,8.200000000000001,30.8,25.700000000000003,18.6,Bayern,BY
9163,200909163,2009,Rosenheim,16.2,8.5,28.5,27.0,19.900000000000002,Bayern,BY
9163,201309163,2013,Rosenheim,16.2,8.6,27.8,27.3,20.1,Bayern,BY
9163,201709163,2017,Rosenheim,16.400000000000002,8.700000000000001,28.200000000000003,26.700000000000003,20.1,Bayern,BY
9171,199509171,1995,Landkreis Altötting,20.6,7.9,31.1,24.3,16.2,Bayern,BY
9171,200009171,2000,Landkreis Altötting,20.200000000000003,7.800000000000001,29.900000000000002,25.200000000000003,16.900000000000002,Bayern,BY
9171,200509171,2005,Landkreis Altötting,19.1,8.1,27.5,25.900000000000002,19.400000000000002,Bayern,BY
9171,200909171,2009,Landkreis Altötting,17.900000000000002,7.9,25.3,28.200000000000003,20.6,Bayern,BY
9171,201309171,2013,Landkreis Altötting,16.900000000000002,7.800000000000001,23.400000000000002,30.700000000000003,21.1,Bayern,BY
9171,201709171,2017,Landkreis Altötting,16.8,7.800000000000001,23.3,30.400000000000002,21.700000000000003,Bayern,BY
9172,199509172,1995,Landkreis Berchtesgadener Land,18.5,8.0,29.6,24.6,19.3,Bayern,BY
9172,200009172,2000,Landkreis Berchtesgadener Land,18.400000000000002,7.5,29.0,25.5,19.5,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,17.400000000000002,8.0,27.6,25.3,21.8,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,16.2,8.200000000000001,25.8,26.700000000000003,23.200000000000003,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,15.700000000000001,8.3,24.200000000000003,28.6,23.200000000000003,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,15.4,7.9,24.5,28.6,23.6,Bayern,BY
9173,199509173,1995,Landkreis Bad Tölz-Wolfratshausen,20.0,7.6000000000000005,31.1,25.700000000000003,15.700000000000001,Bayern,BY
9173,200009173,2000,Landkreis Bad Tölz-Wolfratshausen,19.900000000000002,7.5,30.6,25.8,16.1,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,19.200000000000003,7.6000000000000005,28.900000000000002,25.6,18.7,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,18.2,7.7,26.1,27.400000000000002,20.6,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,17.6,7.5,23.8,30.200000000000003,20.900000000000002,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,17.3,7.800000000000001,23.5,30.1,21.200000000000003,Bayern,BY
9174,199509174,1995,Landkreis Dachau,19.900000000000002,7.5,33.800000000000004,25.700000000000003,13.100000000000001,Bayern,BY
9174,200009174,2000,Landkreis Dachau,20.200000000000003,7.300000000000001,32.800000000000004,25.900000000000002,13.8,Bayern,BY
9174,200509174,2005,Landkreis Dachau,20.0,7.2,30.8,26.0,16.0,Bayern,BY
9174,200909174,2009,Landkreis Dachau,18.8,7.9,28.1,27.8,17.400000000000002,Bayern,BY
9174,201309174,2013,Landkreis Dachau,18.0,8.0,26.5,29.700000000000003,17.8,Bayern,BY
9174,201709174,2017,Landkreis Dachau,17.6,8.0,26.400000000000002,29.700000000000003,18.3,Bayern,BY
9175,199509175,1995,Landkreis Ebersberg,19.900000000000002,7.6000000000000005,32.6,27.200000000000003,12.700000000000001,Bayern,BY
9175,200009175,2000,Landkreis Ebersberg,20.3,7.1000000000000005,32.5,26.400000000000002,13.700000000000001,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,20.1,7.1000000000000005,30.3,25.8,16.7,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,19.6,7.300000000000001,27.5,27.0,18.5,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,19.3,7.5,25.200000000000003,29.3,18.7,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,18.7,7.800000000000001,24.900000000000002,29.900000000000002,18.7,Bayern,BY
9176,199509176,1995,Landkreis Eichstätt,24.0,8.1,32.800000000000004,22.1,13.0,Bayern,BY
9176,200009176,2000,Landkreis Eichstätt,23.1,8.4,31.8,22.8,13.9,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,21.8,8.700000000000001,29.400000000000002,23.900000000000002,16.2,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,19.8,9.200000000000001,27.3,26.700000000000003,16.900000000000002,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,19.0,8.8,25.8,29.5,16.900000000000002,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,18.6,8.6,26.1,29.3,17.400000000000002,Bayern,BY
9177,199509177,1995,Landkreis Erding,21.900000000000002,8.3,34.0,23.1,12.8,Bayern,BY
9177,200009177,2000,Landkreis Erding,22.1,7.7,34.0,23.200000000000003,13.0,Bayern,BY
9177,200509177,2005,Landkreis Erding,21.5,7.7,32.0,24.1,14.700000000000001,Bayern,BY
9177,200909177,2009,Landkreis Erding,20.1,8.1,28.900000000000002,27.3,15.600000000000001,Bayern,BY
9177,201309177,2013,Landkreis Erding,19.0,8.200000000000001,26.5,30.400000000000002,15.9,Bayern,BY
9177,201709177,2017,Landkreis Erding,18.1,8.200000000000001,25.8,31.1,16.7,Bayern,BY
9178,199509178,1995,Landkreis Freising,20.8,8.5,36.5,23.0,11.200000000000001,Bayern,BY
9178,200009178,2000,Landkreis Freising,21.0,7.9,35.9,23.3,11.8,Bayern,BY
9178,200509178,2005,Landkreis Freising,20.200000000000003,8.3,33.6,24.1,13.8,Bayern,BY
9178,200909178,2009,Landkreis Freising,18.900000000000002,9.0,30.6,26.3,15.200000000000001,Bayern,BY
9178,201309178,2013,Landkreis Freising,18.2,9.200000000000001,28.5,28.700000000000003,15.5,Bayern,BY
9178,201709178,2017,Landkreis Freising,17.6,9.200000000000001,28.400000000000002,29.200000000000003,15.700000000000001,Bayern,BY
9179,199509179,1995,Landkreis Fürstenfeldbruck,18.400000000000002,7.6000000000000005,31.900000000000002,29.1,13.0,Bayern,BY
9179,200009179,2000,Landkreis Fürstenfeldbruck,18.7,7.1000000000000005,31.1,28.900000000000002,14.3,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,18.5,7.1000000000000005,29.3,27.3,17.900000000000002,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,17.8,7.300000000000001,26.8,27.6,20.5,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,17.7,7.300000000000001,24.6,29.0,21.400000000000002,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,17.6,7.5,24.400000000000002,29.0,21.5,Bayern,BY
9180,199509180,1995,Landkreis Garmisch-Partenkirchen,17.2,8.200000000000001,30.400000000000002,25.200000000000003,18.900000000000002,Bayern,BY
9180,200009180,2000,Landkreis Garmisch-Partenkirchen,18.0,7.4,29.8,25.6,19.200000000000003,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,17.3,7.300000000000001,28.200000000000003,25.0,22.1,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,16.400000000000002,7.5,25.400000000000002,26.8,24.0,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,15.5,7.6000000000000005,22.3,29.6,24.900000000000002,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,15.3,7.7,22.200000000000003,29.8,25.0,Bayern,BY
9181,199509181,1995,Landkreis Landsberg am Lech,21.8,7.7,33.0,23.900000000000002,13.700000000000001,Bayern,BY
9181,200009181,2000,Landkreis Landsberg am Lech,22.0,7.4,31.8,24.8,14.0,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,21.1,7.4,29.900000000000002,25.400000000000002,16.2,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,19.900000000000002,7.6000000000000005,26.5,28.1,18.0,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,18.8,7.9,23.5,30.900000000000002,18.8,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,17.7,8.1,23.0,31.400000000000002,19.700000000000003,Bayern,BY
9182,199509182,1995,Landkreis Miesbach,18.8,7.4,30.700000000000003,26.5,16.6,Bayern,BY
9182,200009182,2000,Landkreis Miesbach,19.0,7.1000000000000005,30.5,26.400000000000002,17.1,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,18.400000000000002,7.300000000000001,28.6,26.0,19.6,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,17.400000000000002,7.4,26.1,27.3,21.8,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,16.8,7.6000000000000005,23.5,29.8,22.3,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,16.5,7.4,23.1,30.400000000000002,22.6,Bayern,BY
9183,199509183,1995,Landkreis Mühldorf am Inn,20.900000000000002,8.0,31.3,23.900000000000002,15.9,Bayern,BY
9183,200009183,2000,Landkreis Mühldorf am Inn,20.8,7.7,30.3,24.700000000000003,16.6,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,19.900000000000002,7.800000000000001,28.3,25.5,18.400000000000002,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,18.5,8.1,25.900000000000002,27.8,19.700000000000003,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,17.5,8.4,24.200000000000003,30.3,19.6,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,17.0,8.3,24.5,30.400000000000002,19.8,Bayern,BY
9184,199509184,1995,Landkreis München (Land),17.1,7.9,32.0,29.700000000000003,13.4,Bayern,BY
9184,200009184,2000,Landkreis München (Land),17.5,7.5,31.700000000000003,28.900000000000002,14.5,Bayern,BY
9184,200509184,2005,Landkreis München (Land),17.900000000000002,7.2,30.200000000000003,27.0,17.8,Bayern,BY
9184,200909184,2009,Landkreis München (Land),18.0,7.300000000000001,27.900000000000002,26.6,20.1,Bayern,BY
9184,201309184,2013,Landkreis München (Land),18.3,7.300000000000001,25.8,28.1,20.6,Bayern,BY
9184,201709184,2017,Landkreis München (Land),18.2,7.9,25.0,28.5,20.5,Bayern,BY
9185,199509185,1995,Landkreis Neuburg-Schrobenhausen,22.1,8.4,32.300000000000004,23.0,14.100000000000001,Bayern,BY
9185,200009185,2000,Landkreis Neuburg-Schrobenhausen,21.700000000000003,8.3,31.200000000000003,23.900000000000002,15.0,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,20.400000000000002,8.4,29.1,24.900000000000002,17.2,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,19.200000000000003,8.3,26.900000000000002,27.5,18.1,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,18.1,8.3,25.3,30.0,18.3,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,17.7,8.0,25.200000000000003,30.1,18.8,Bayern,BY
9186,199509186,1995,Landkreis Pfaffenhofen an der Ilm,22.3,7.800000000000001,33.800000000000004,23.1,13.0,Bayern,BY
9186,200009186,2000,Landkreis Pfaffenhofen an der Ilm,22.0,7.7,32.4,24.200000000000003,13.700000000000001,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,20.6,8.200000000000001,30.1,25.3,15.8,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,19.0,8.200000000000001,27.6,28.1,17.1,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,17.8,8.200000000000001,26.0,30.6,17.400000000000002,Bayern,BY
9186,201709186,2017,Landkreis Pfaffenhofen an der Ilm,17.400000000000002,7.9,26.400000000000002,30.400000000000002,17.900000000000002,Bayern,BY
9187,199509187,1995,Landkreis Rosenheim (Land),21.3,7.800000000000001,31.400000000000002,24.200000000000003,15.3,Bayern,BY
9187,200009187,2000,Landkreis Rosenheim (Land),21.3,7.4,30.6,25.3,15.5,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),20.3,7.7,28.5,25.900000000000002,17.7,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),18.7,7.9,26.0,27.900000000000002,19.5,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),17.7,8.1,23.700000000000003,30.200000000000003,20.200000000000003,Bayern,BY
9187,201709187,2017,Landkreis Rosenheim (Land),17.1,7.800000000000001,23.400000000000002,30.6,21.1,Bayern,BY
9188,199509188,1995,Landkreis Starnberg,17.900000000000002,7.4,29.8,28.5,16.400000000000002,Bayern,BY
9188,200009188,2000,Landkreis Starnberg,18.2,7.1000000000000005,29.8,28.3,16.7,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,18.3,6.800000000000001,28.200000000000003,27.200000000000003,19.400000000000002,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,18.2,6.6000000000000005,25.3,27.700000000000003,22.200000000000003,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,18.2,7.0,22.200000000000003,30.1,22.6,Bayern,BY
9188,201709188,2017,Landkreis Starnberg,18.1,7.300000000000001,21.5,30.3,22.8,Bayern,BY
9189,199509189,1995,Landkreis Traunstein,20.3,8.0,30.1,24.6,17.0,Bayern,BY
9189,200009189,2000,Landkreis Traunstein,20.0,7.4,29.400000000000002,25.400000000000002,17.7,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,19.1,7.6000000000000005,27.3,25.8,20.200000000000003,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,17.8,7.800000000000001,24.900000000000002,27.8,21.700000000000003,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,16.8,8.0,22.900000000000002,30.1,22.200000000000003,Bayern,BY
9189,201709189,2017,Landkreis Traunstein,16.2,7.9,23.200000000000003,30.0,22.6,Bayern,BY
9190,199509190,1995,Landkreis Weilheim-Schongau,21.0,7.5,31.0,25.0,15.5,Bayern,BY
9190,200009190,2000,Landkreis Weilheim-Schongau,21.200000000000003,7.4,30.0,25.5,15.9,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,20.3,7.7,28.0,25.8,18.2,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,19.0,7.9,25.3,27.700000000000003,20.1,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,17.8,7.9,23.0,30.400000000000002,20.8,Bayern,BY
9190,201709190,2017,Landkreis Weilheim-Schongau,17.3,7.800000000000001,22.8,30.6,21.400000000000002,Bayern,BY
9261,199509261,1995,Landshut,16.0,7.9,31.1,25.200000000000003,19.8,Bayern,BY
9261,200009261,2000,Landshut,15.8,7.800000000000001,30.1,26.3,20.0,Bayern,BY
9261,200509261,2005,Landshut,15.700000000000001,7.7,29.5,25.900000000000002,21.200000000000003,Bayern,BY
9261,200909261,2009,Landshut,15.3,8.3,27.6,26.8,22.0,Bayern,BY
9261,201309261,2013,Landshut,15.0,8.6,27.3,27.900000000000002,21.200000000000003,Bayern,BY
9261,201709261,2017,Landshut,15.4,8.4,28.1,27.5,20.6,Bayern,BY
9262,199509262,1995,Passau,14.9,9.9,33.7,23.3,18.3,Bayern,BY
9262,200009262,2000,Passau,14.8,10.3,31.200000000000003,24.900000000000002,18.900000000000002,Bayern,BY
9262,200509262,2005,Passau,14.0,10.4,29.400000000000002,25.5,20.8,Bayern,BY
9262,200909262,2009,Passau,13.200000000000001,10.600000000000001,26.900000000000002,27.5,21.8,Bayern,BY
9262,201309262,2013,Passau,13.200000000000001,12.4,25.8,26.900000000000002,21.8,Bayern,BY
9262,201709262,2017,Passau,12.8,12.600000000000001,27.700000000000003,25.400000000000002,21.5,Bayern,BY
9263,199509263,1995,Straubing,17.5,8.200000000000001,31.700000000000003,24.700000000000003,17.900000000000002,Bayern,BY
9263,200009263,2000,Straubing,16.6,8.1,30.5,25.900000000000002,18.900000000000002,Bayern,BY
9263,200509263,2005,Straubing,15.5,8.200000000000001,28.5,26.8,20.900000000000002,Bayern,BY
9263,200909263,2009,Straubing,14.700000000000001,8.200000000000001,26.700000000000003,28.8,21.700000000000003,Bayern,BY
9263,201309263,2013,Straubing,14.200000000000001,8.200000000000001,26.5,30.0,21.1,Bayern,BY
9263,201709263,2017,Straubing,14.4,8.0,27.0,29.400000000000002,21.200000000000003,Bayern,BY
9271,199509271,1995,Landkreis Deggendorf,20.700000000000003,8.6,32.800000000000004,23.0,15.0,Bayern,BY
9271,200009271,2000,Landkreis Deggendorf,20.3,8.1,31.5,24.3,15.8,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,19.0,8.3,29.0,25.8,17.8,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,17.5,8.4,26.6,28.700000000000003,18.8,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,16.7,8.5,24.5,31.1,19.200000000000003,Bayern,BY
9271,201709271,2017,Landkreis Deggendorf,16.1,8.5,24.400000000000002,31.0,20.0,Bayern,BY
9272,199509272,1995,Landkreis Freyung-Grafenau,22.0,8.9,32.5,22.1,14.5,Bayern,BY
9272,200009272,2000,Landkreis Freyung-Grafenau,21.1,8.200000000000001,31.0,23.6,16.1,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,19.6,8.3,27.900000000000002,25.8,18.400000000000002,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,17.8,8.3,25.3,29.200000000000003,19.400000000000002,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,16.2,8.200000000000001,23.0,32.6,20.0,Bayern,BY
9272,201709272,2017,Landkreis Freyung-Grafenau,15.3,8.0,22.6,32.9,21.3,Bayern,BY
9273,199509273,1995,Landkreis Kehlheim,21.700000000000003,8.8,32.5,22.700000000000003,14.200000000000001,Bayern,BY
9273,200009273,2000,Landkreis Kehlheim,21.6,8.4,31.5,23.400000000000002,15.100000000000001,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,20.6,8.3,29.5,24.5,17.0,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,19.400000000000002,8.4,27.1,27.400000000000002,17.7,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,18.1,8.5,25.3,30.200000000000003,17.900000000000002,Bayern,BY
9273,201709273,2017,Landkreis Kehlheim,17.6,8.4,25.400000000000002,30.3,18.3,Bayern,BY
