,YearSchluessel,Year,Stadt-/Landkreis,Anteil männl. Schulabg. mit allgem. Hochschulreife in %,Anteil männl. Schulabgänger ohne Hauptschulabschl. In %,Anteil männl. Schulabgänger mit Hauptschulabschl. In %,LAND_NAME,LAND_ABK
7340,201707340,2017,Landkreis Südwestpfalz,43.0,61.5,64.60000000000001,Rheinland-Pfalz,RP
8111,200908111,2009,Stuttgart,43.5,57.2,56.900000000000006,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,46.900000000000006,54.1,56.7,Baden-Württemberg,BW
8111,201708111,2017,Stuttgart,45.2,58.900000000000006,54.7,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,46.5,58.300000000000004,52.7,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,47.900000000000006,55.7,58.1,Baden-Württemberg,BW
8115,201708115,2017,Landkreis Böblingen,46.900000000000006,59.5,59.6,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,44.0,62.800000000000004,56.400000000000006,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,48.900000000000006,57.800000000000004,58.400000000000006,Baden-Württemberg,BW
8116,201708116,2017,Landkreis Esslingen,47.0,63.6,56.0,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,44.5,55.1,61.400000000000006,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,48.2,56.7,55.1,Baden-Württemberg,BW
8117,201708117,2017,Landkreis Göppingen,47.400000000000006,54.5,54.800000000000004,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,46.5,61.5,57.400000000000006,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,48.1,60.800000000000004,59.7,Baden-Württemberg,BW
8118,201708118,2017,Landkreis Ludwigsburg,48.6,61.1,59.2,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,46.400000000000006,57.1,56.2,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,50.2,66.8,56.7,Baden-Württemberg,BW
8119,201708119,2017,Rems-Murr-Kreis,48.5,61.400000000000006,60.900000000000006,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,45.900000000000006,66.2,56.400000000000006,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,39.2,65.10000000000001,54.1,Baden-Württemberg,BW
8121,201708121,2017,Heilbronn,45.1,67.3,55.0,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),45.1,58.7,56.0,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),45.7,63.7,56.6,Baden-Württemberg,BW
8125,201708125,2017,Landkreis Heilbronn (Land),45.900000000000006,62.800000000000004,58.1,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,44.1,58.6,58.0,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,44.400000000000006,64.9,61.900000000000006,Baden-Württemberg,BW
8126,201708126,2017,Hohenlohekreis,44.2,70.5,54.300000000000004,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,44.1,58.1,60.800000000000004,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,43.300000000000004,54.2,55.1,Baden-Württemberg,BW
8127,201708127,2017,Landkreis Schwäbisch Hall,45.400000000000006,56.2,56.2,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,45.800000000000004,54.7,54.900000000000006,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,41.300000000000004,53.6,64.10000000000001,Baden-Württemberg,BW
8128,201708128,2017,Main-Tauber-Kreis,50.7,60.2,59.300000000000004,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,44.300000000000004,58.1,54.300000000000004,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,48.5,67.2,61.900000000000006,Baden-Württemberg,BW
8135,201708135,2017,Landkreis Heidenheim,46.1,67.4,58.800000000000004,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,49.7,58.6,57.400000000000006,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,49.400000000000006,62.5,60.0,Baden-Württemberg,BW
8136,201708136,2017,Ostalbkreis,49.800000000000004,64.9,60.300000000000004,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,44.900000000000006,71.10000000000001,55.300000000000004,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,43.400000000000006,54.800000000000004,61.900000000000006,Baden-Württemberg,BW
8211,201708211,2017,Baden-Baden,48.5,72.0,66.2,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,44.300000000000004,58.6,56.1,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,46.5,50.6,58.7,Baden-Württemberg,BW
8212,201708212,2017,Karlsruhe,46.6,58.7,65.7,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),48.5,59.2,57.2,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),45.0,59.7,57.0,Baden-Württemberg,BW
8215,201708215,2017,Landkreis Karlsruhe (Land),48.2,67.7,60.6,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,41.7,62.300000000000004,55.400000000000006,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,46.1,54.5,54.5,Baden-Württemberg,BW
8216,201708216,2017,Landkreis Rastatt,47.300000000000004,62.7,59.7,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,43.1,58.1,62.6,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,47.900000000000006,58.300000000000004,54.5,Baden-Württemberg,BW
8221,201708221,2017,Heidelberg,45.900000000000006,56.7,61.6,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,45.800000000000004,56.400000000000006,51.800000000000004,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,47.0,54.800000000000004,55.1,Baden-Württemberg,BW
8222,201708222,2017,Mannheim,47.1,63.1,61.400000000000006,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,42.2,66.4,51.2,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,52.300000000000004,63.5,59.1,Baden-Württemberg,BW
8225,201708225,2017,Neckar-Odenwald-Kreis,47.400000000000006,60.300000000000004,58.7,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,45.400000000000006,62.800000000000004,56.0,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,47.5,62.400000000000006,56.6,Baden-Württemberg,BW
8226,201708226,2017,Rhein-Neckar-Kreis,49.400000000000006,60.400000000000006,59.900000000000006,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,46.6,55.6,51.0,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,44.6,53.2,56.900000000000006,Baden-Württemberg,BW
8231,201708231,2017,Pforzheim,47.0,61.400000000000006,52.800000000000004,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,44.2,66.4,55.900000000000006,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,46.5,54.5,56.300000000000004,Baden-Württemberg,BW
8235,201708235,2017,Landkreis Calw,46.0,62.5,60.900000000000006,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,45.400000000000006,67.2,57.5,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,47.6,68.2,61.900000000000006,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,44.6,60.400000000000006,65.60000000000001,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,37.800000000000004,68.0,54.6,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,54.300000000000004,55.1,57.7,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,47.0,58.2,67.4,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,43.5,53.900000000000006,55.2,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,43.2,57.5,64.2,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,45.1,67.60000000000001,63.300000000000004,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,46.300000000000004,59.400000000000006,58.0,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,47.400000000000006,64.0,61.300000000000004,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,47.2,75.4,60.0,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,49.6,57.7,57.400000000000006,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,46.400000000000006,61.0,57.800000000000004,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,46.400000000000006,70.9,55.2,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,44.6,58.300000000000004,56.800000000000004,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,42.800000000000004,57.900000000000006,56.300000000000004,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,44.1,64.3,58.300000000000004,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,44.800000000000004,51.1,57.6,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,43.2,60.300000000000004,48.7,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,45.300000000000004,56.5,56.2,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,46.300000000000004,62.400000000000006,53.0,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,47.400000000000006,59.400000000000006,60.2,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,45.800000000000004,57.6,57.2,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,46.7,55.7,56.800000000000004,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,43.0,61.0,57.6,Baden-Württemberg,BW
8327,201708327,2017,Landkreis Tuttlingen,51.300000000000004,63.400000000000006,57.7,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,45.0,54.6,56.5,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,49.6,47.2,59.0,Baden-Württemberg,BW
8335,201708335,2017,Landkreis Konstanz,45.5,39.900000000000006,59.800000000000004,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,42.5,60.5,54.1,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,47.0,61.0,52.6,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,42.2,64.7,55.900000000000006,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,44.800000000000004,65.3,57.6,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,50.300000000000004,60.0,53.900000000000006,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,47.400000000000006,61.2,58.6,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,44.900000000000006,65.2,55.1,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,48.800000000000004,60.0,56.900000000000006,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,46.5,58.7,58.900000000000006,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,49.7,66.9,59.5,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,47.300000000000004,57.7,57.6,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,46.6,68.3,54.6,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,42.2,55.7,56.0,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,45.2,65.7,55.2,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,45.2,64.2,58.6,Baden-Württemberg,BW
8421,200908421,2009,Ulm,41.900000000000006,51.2,55.900000000000006,Baden-Württemberg,BW
8421,201308421,2013,Ulm,43.2,59.7,54.1,Baden-Württemberg,BW
8421,201708421,2017,Ulm,46.800000000000004,67.7,58.2,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,44.2,59.800000000000004,57.7,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,50.400000000000006,55.800000000000004,59.400000000000006,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,43.6,62.800000000000004,57.7,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,46.2,57.900000000000006,57.900000000000006,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,46.6,63.0,58.2,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,44.1,68.60000000000001,57.0,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,48.1,62.2,63.0,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,46.800000000000004,60.7,56.5,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,55.400000000000006,66.0,59.0,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,41.800000000000004,55.7,58.5,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,45.400000000000006,64.3,56.6,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,44.800000000000004,64.4,58.0,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,40.400000000000006,62.7,57.2,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,42.0,60.0,56.2,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,43.900000000000006,64.8,56.2,Baden-Württemberg,BW
9161,200909161,2009,Ingolstadt,37.300000000000004,62.7,48.900000000000006,Bayern,BY
9161,201309161,2013,Ingolstadt,40.800000000000004,58.7,56.7,Bayern,BY
9161,201709161,2017,Ingolstadt,47.2,64.2,64.7,Bayern,BY
9162,200909162,2009,München,45.5,62.0,56.5,Bayern,BY
9162,201309162,2013,München,44.1,60.1,54.900000000000006,Bayern,BY
9162,201709162,2017,München,45.5,65.8,59.0,Bayern,BY
9163,200909163,2009,Rosenheim,44.1,60.900000000000006,63.800000000000004,Bayern,BY
9163,201309163,2013,Rosenheim,41.1,65.60000000000001,61.1,Bayern,BY
9163,201709163,2017,Rosenheim,43.6,55.300000000000004,61.2,Bayern,BY
9171,200909171,2009,Landkreis Altötting,38.800000000000004,64.4,61.2,Bayern,BY
9171,201309171,2013,Landkreis Altötting,37.5,82.5,59.1,Bayern,BY
9171,201709171,2017,Landkreis Altötting,50.5,69.60000000000001,61.1,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,46.900000000000006,66.2,65.60000000000001,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,51.900000000000006,81.60000000000001,64.0,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,46.800000000000004,62.5,63.300000000000004,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,45.900000000000006,48.800000000000004,55.900000000000006,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,45.7,60.6,60.300000000000004,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,44.1,68.5,64.7,Bayern,BY
9174,200909174,2009,Landkreis Dachau,46.900000000000006,70.0,57.5,Bayern,BY
9174,201309174,2013,Landkreis Dachau,44.400000000000006,61.800000000000004,60.5,Bayern,BY
9174,201709174,2017,Landkreis Dachau,50.300000000000004,66.7,58.900000000000006,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,46.1,60.5,56.900000000000006,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,46.900000000000006,55.6,57.400000000000006,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,50.300000000000004,64.3,59.400000000000006,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,47.0,56.800000000000004,59.0,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,42.300000000000004,78.30000000000001,60.900000000000006,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,41.5,70.60000000000001,69.10000000000001,Bayern,BY
9177,200909177,2009,Landkreis Erding,49.2,48.300000000000004,56.400000000000006,Bayern,BY
9177,201309177,2013,Landkreis Erding,48.5,72.5,60.2,Bayern,BY
9177,201709177,2017,Landkreis Erding,48.400000000000006,75.60000000000001,61.800000000000004,Bayern,BY
9178,200909178,2009,Landkreis Freising,44.900000000000006,70.3,55.7,Bayern,BY
9178,201309178,2013,Landkreis Freising,43.2,73.5,52.800000000000004,Bayern,BY
9178,201709178,2017,Landkreis Freising,48.1,69.60000000000001,60.400000000000006,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,49.5,60.6,56.7,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,49.400000000000006,63.800000000000004,60.5,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,50.300000000000004,62.1,60.1,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,49.1,62.1,65.60000000000001,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,45.900000000000006,77.30000000000001,59.5,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,46.900000000000006,64.10000000000001,54.7,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,50.5,55.400000000000006,60.6,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,49.1,55.1,55.1,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,49.900000000000006,71.10000000000001,57.400000000000006,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,42.800000000000004,72.10000000000001,59.300000000000004,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,46.0,86.7,58.400000000000006,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,51.2,79.5,73.5,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,45.300000000000004,59.5,60.400000000000006,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,54.1,66.7,55.900000000000006,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,47.900000000000006,61.800000000000004,63.2,Bayern,BY
9184,200909184,2009,Landkreis München (Land),49.0,55.800000000000004,57.0,Bayern,BY
9184,201309184,2013,Landkreis München (Land),52.2,53.1,61.1,Bayern,BY
9184,201709184,2017,Landkreis München (Land),49.6,65.0,59.5,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,47.800000000000004,64.2,56.300000000000004,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,50.400000000000006,55.800000000000004,49.400000000000006,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,46.2,56.2,60.0,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,45.400000000000006,51.400000000000006,56.2,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,53.2,58.7,55.300000000000004,Bayern,BY
9186,201709186,2017,Landkreis Pfaffenhofen an der Ilm,45.400000000000006,71.0,59.400000000000006,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),45.900000000000006,57.6,59.300000000000004,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),44.300000000000004,65.4,59.6,Bayern,BY
9187,201709187,2017,Landkreis Rosenheim (Land),50.2,59.300000000000004,62.5,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,45.300000000000004,48.0,50.2,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,52.7,42.900000000000006,51.900000000000006,Bayern,BY
9188,201709188,2017,Landkreis Starnberg,50.1,61.800000000000004,51.7,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,49.2,65.0,58.7,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,46.0,53.800000000000004,63.1,Bayern,BY
9189,201709189,2017,Landkreis Traunstein,43.800000000000004,67.4,62.800000000000004,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,45.900000000000006,60.900000000000006,55.1,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,47.300000000000004,64.4,63.400000000000006,Bayern,BY
9190,201709190,2017,Landkreis Weilheim-Schongau,44.6,66.2,64.10000000000001,Bayern,BY
9261,200909261,2009,Landshut,37.7,59.300000000000004,61.2,Bayern,BY
9261,201309261,2013,Landshut,43.300000000000004,61.1,53.7,Bayern,BY
9261,201709261,2017,Landshut,38.0,58.300000000000004,50.7,Bayern,BY
9262,200909262,2009,Passau,41.6,59.1,61.7,Bayern,BY
9262,201309262,2013,Passau,40.1,36.4,50.300000000000004,Bayern,BY
9262,201709262,2017,Passau,41.5,51.2,67.0,Bayern,BY
9263,200909263,2009,Straubing,38.5,56.400000000000006,60.1,Bayern,BY
9263,201309263,2013,Straubing,44.800000000000004,51.0,63.6,Bayern,BY
9263,201709263,2017,Straubing,44.6,77.10000000000001,60.5,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,40.1,63.300000000000004,54.0,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,48.6,66.7,59.900000000000006,Bayern,BY
9271,201709271,2017,Landkreis Deggendorf,46.5,69.60000000000001,60.800000000000004,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,50.300000000000004,69.2,53.5,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,47.7,64.0,63.2,Bayern,BY
9272,201709272,2017,Landkreis Freyung-Grafenau,44.6,73.5,68.2,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,45.400000000000006,63.300000000000004,58.5,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,49.5,55.300000000000004,56.2,Bayern,BY
9273,201709273,2017,Landkreis Kehlheim,45.2,66.3,53.5,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),47.1,63.5,59.2,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),44.300000000000004,62.800000000000004,57.900000000000006,Bayern,BY
9274,201709274,2017,Landkreis Landshut (Land),55.300000000000004,67.9,61.400000000000006,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),45.300000000000004,59.6,56.5,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),50.800000000000004,70.5,58.0,Bayern,BY
9275,201709275,2017,Landkreis Passau (Land),43.400000000000006,70.4,62.900000000000006,Bayern,BY
9276,200909276,2009,Landkreis Regen,40.6,65.60000000000001,58.800000000000004,Bayern,BY
9276,201309276,2013,Landkreis Regen,48.1,63.0,57.0,Bayern,BY
9276,201709276,2017,Landkreis Regen,42.0,72.4,60.1,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,43.5,60.2,56.900000000000006,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,45.400000000000006,74.5,59.400000000000006,Bayern,BY
9277,201709277,2017,Landkreis Rottal-Inn,49.0,65.10000000000001,63.1,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,51.5,58.0,58.0,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,56.2,68.8,58.6,Bayern,BY
9278,201709278,2017,Landkreis Straubing-Bogen,52.6,74.4,67.60000000000001,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,48.5,65.0,56.900000000000006,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,46.6,59.300000000000004,62.900000000000006,Bayern,BY
9279,201709279,2017,Landkreis Dingolfing-Landau,49.6,69.7,59.900000000000006,Bayern,BY
9361,200909361,2009,Amberg,41.900000000000006,52.300000000000004,54.7,Bayern,BY
9361,201309361,2013,Amberg,40.1,61.7,58.1,Bayern,BY
9361,201709361,2017,Amberg,41.900000000000006,63.2,60.800000000000004,Bayern,BY
9362,200909362,2009,Regensburg,45.5,56.5,57.400000000000006,Bayern,BY
9362,201309362,2013,Regensburg,47.5,63.0,56.800000000000004,Bayern,BY
9362,201709362,2017,Regensburg,45.5,63.900000000000006,57.300000000000004,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,38.900000000000006,58.1,54.0,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,43.1,46.400000000000006,56.7,Bayern,BY
9363,201709363,2017,Weiden in der Oberpfalz,45.300000000000004,71.10000000000001,56.800000000000004,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,39.1,60.800000000000004,57.400000000000006,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,53.2,72.2,61.900000000000006,Bayern,BY
9371,201709371,2017,Landkreis Amberg-Sulzbach,51.900000000000006,56.0,58.7,Bayern,BY
9372,200909372,2009,Landkreis Cham,46.0,70.3,58.400000000000006,Bayern,BY
9372,201309372,2013,Landkreis Cham,44.7,65.5,66.0,Bayern,BY
9372,201709372,2017,Landkreis Cham,42.900000000000006,61.800000000000004,59.400000000000006,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,43.7,58.7,58.6,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,49.6,75.0,59.1,Bayern,BY
9373,201709373,2017,Landkreis Neumarkt in der Oberpfalz,42.900000000000006,70.60000000000001,61.900000000000006,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,46.300000000000004,69.60000000000001,61.6,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,46.300000000000004,46.900000000000006,57.0,Bayern,BY
9374,201709374,2017,Landkreis Neustadt an der Waldnaab,51.900000000000006,63.300000000000004,58.900000000000006,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),47.300000000000004,58.6,56.1,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),58.0,67.7,60.900000000000006,Bayern,BY
9375,201709375,2017,Landkreis Regensburg (Land),53.5,64.3,56.800000000000004,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,44.400000000000006,61.800000000000004,62.900000000000006,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,46.1,53.800000000000004,59.5,Bayern,BY
9376,201709376,2017,Landkreis Schwandorf,47.6,65.5,60.1,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,46.5,66.7,61.300000000000004,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,51.900000000000006,51.900000000000006,60.300000000000004,Bayern,BY
9377,201709377,2017,Landkreis Tirschenreuth,44.400000000000006,59.1,62.400000000000006,Bayern,BY
9461,200909461,2009,Bamberg,43.1,48.400000000000006,58.0,Bayern,BY
9461,201309461,2013,Bamberg,40.900000000000006,65.10000000000001,58.0,Bayern,BY
9461,201709461,2017,Bamberg,44.800000000000004,54.5,60.800000000000004,Bayern,BY
9462,200909462,2009,Bayreuth,45.0,68.0,53.400000000000006,Bayern,BY
9462,201309462,2013,Bayreuth,47.900000000000006,44.0,49.400000000000006,Bayern,BY
9462,201709462,2017,Bayreuth,49.6,58.800000000000004,59.1,Bayern,BY
9463,200909463,2009,Coburg,47.400000000000006,52.300000000000004,59.400000000000006,Bayern,BY
9463,201309463,2013,Coburg,42.300000000000004,56.5,50.6,Bayern,BY
9463,201709463,2017,Coburg,45.0,74.10000000000001,80.2,Bayern,BY
9464,200909464,2009,Hof,39.900000000000006,71.3,55.2,Bayern,BY
9464,201309464,2013,Hof,43.800000000000004,54.2,51.900000000000006,Bayern,BY
9464,201709464,2017,Hof,39.7,69.7,54.7,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),,74.10000000000001,62.800000000000004,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),,75.0,64.2,Bayern,BY
9471,201709471,2017,Landkreis Bamberg (Land),,65.2,59.5,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),44.2,79.2,55.800000000000004,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),51.2,50.0,62.800000000000004,Bayern,BY
