,YearSchluessel,Year,Stadt-/Landkreis,Altenquotient,Jugendquotient,Gesamtquotient,LAND_NAME,LAND_ABK
8325,200508325,2005,Landkreis Rottweil,33.0,40.5,73.4,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,35.0,37.800000000000004,72.7,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,34.9,34.7,69.5,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,35.4,33.6,69.0,Baden-Württemberg,BW
8326,199508326,1995,Schwarzwald-Baar-Kreis,26.400000000000002,37.4,63.800000000000004,Baden-Württemberg,BW
8326,200008326,2000,Schwarzwald-Baar-Kreis,29.6,38.300000000000004,67.9,Baden-Württemberg,BW
8326,200508326,2005,Schwarzwald-Baar-Kreis,35.1,37.4,72.5,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,37.5,35.0,72.5,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,36.6,32.2,68.8,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,37.4,31.8,69.2,Baden-Württemberg,BW
8327,199508327,1995,Landkreis Tuttlingen,24.3,40.400000000000006,64.8,Baden-Württemberg,BW
8327,200008327,2000,Landkreis Tuttlingen,26.700000000000003,40.900000000000006,67.60000000000001,Baden-Württemberg,BW
8327,200508327,2005,Landkreis Tuttlingen,31.400000000000002,40.2,71.60000000000001,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,33.2,37.9,71.10000000000001,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,32.300000000000004,35.2,67.5,Baden-Württemberg,BW
8327,201708327,2017,Landkreis Tuttlingen,32.6,35.1,67.7,Baden-Württemberg,BW
8335,199508335,1995,Landkreis Konstanz,24.700000000000003,31.700000000000003,56.300000000000004,Baden-Württemberg,BW
8335,200008335,2000,Landkreis Konstanz,26.400000000000002,32.800000000000004,59.2,Baden-Württemberg,BW
8335,200508335,2005,Landkreis Konstanz,31.0,32.6,63.6,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,33.4,31.200000000000003,64.5,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,33.7,31.400000000000002,65.10000000000001,Baden-Württemberg,BW
8335,201708335,2017,Landkreis Konstanz,34.2,31.200000000000003,65.4,Baden-Württemberg,BW
8336,199508336,1995,Landkreis Lörrach,24.1,36.300000000000004,60.400000000000006,Baden-Württemberg,BW
8336,200008336,2000,Landkreis Lörrach,26.700000000000003,37.800000000000004,64.4,Baden-Württemberg,BW
8336,200508336,2005,Landkreis Lörrach,31.3,37.1,68.4,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,33.1,34.9,68.0,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,32.7,33.4,66.10000000000001,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,33.4,32.800000000000004,66.2,Baden-Württemberg,BW
8337,199508337,1995,Landkreis Waldshut,24.8,39.800000000000004,64.7,Baden-Württemberg,BW
8337,200008337,2000,Landkreis Waldshut,27.700000000000003,40.5,68.2,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,32.6,39.300000000000004,71.9,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,34.800000000000004,36.9,71.60000000000001,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,34.300000000000004,34.9,69.2,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,35.4,34.1,69.60000000000001,Baden-Württemberg,BW
8415,199508415,1995,Landkreis Reutlingen,23.400000000000002,36.0,59.300000000000004,Baden-Württemberg,BW
8415,200008415,2000,Landkreis Reutlingen,25.700000000000003,37.300000000000004,63.0,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,30.5,36.800000000000004,67.3,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,33.0,34.9,67.9,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,33.2,32.800000000000004,66.0,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,33.800000000000004,32.5,66.3,Baden-Württemberg,BW
8416,199508416,1995,Landkreis Tübingen,17.900000000000002,34.9,52.800000000000004,Baden-Württemberg,BW
8416,200008416,2000,Landkreis Tübingen,19.400000000000002,35.4,54.800000000000004,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,23.1,34.0,57.1,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,24.3,31.1,55.300000000000004,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,25.3,31.0,56.300000000000004,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,26.700000000000003,30.8,57.5,Baden-Württemberg,BW
8417,199508417,1995,Zollernalbkreis,24.6,37.800000000000004,62.400000000000006,Baden-Württemberg,BW
8417,200008417,2000,Zollernalbkreis,27.900000000000002,38.5,66.5,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,33.5,37.7,71.2,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,35.4,35.0,70.4,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,35.800000000000004,32.0,67.9,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,36.800000000000004,31.1,67.9,Baden-Württemberg,BW
8421,199508421,1995,Ulm,25.3,32.4,57.800000000000004,Baden-Württemberg,BW
8421,200008421,2000,Ulm,25.400000000000002,31.5,57.0,Baden-Württemberg,BW
8421,200508421,2005,Ulm,27.900000000000002,30.0,57.900000000000006,Baden-Württemberg,BW
8421,200908421,2009,Ulm,29.3,28.6,57.900000000000006,Baden-Württemberg,BW
8421,201308421,2013,Ulm,29.3,29.200000000000003,58.5,Baden-Württemberg,BW
8421,201708421,2017,Ulm,29.1,29.6,58.800000000000004,Baden-Württemberg,BW
8425,199508425,1995,Alb-Donau-Kreis,22.6,41.2,63.7,Baden-Württemberg,BW
8425,200008425,2000,Alb-Donau-Kreis,24.3,41.900000000000006,66.3,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,29.0,41.1,70.10000000000001,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,30.8,38.1,68.9,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,30.8,35.4,66.2,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,31.700000000000003,34.300000000000004,66.0,Baden-Württemberg,BW
8426,199508426,1995,Landkreis Biberach,23.1,43.0,66.10000000000001,Baden-Württemberg,BW
8426,200008426,2000,Landkreis Biberach,24.8,43.6,68.4,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,28.900000000000002,42.1,71.0,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,29.8,38.400000000000006,68.3,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,29.5,35.300000000000004,64.8,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,30.400000000000002,34.7,65.10000000000001,Baden-Württemberg,BW
8435,199508435,1995,Bodenseekreis,24.3,37.0,61.300000000000004,Baden-Württemberg,BW
8435,200008435,2000,Bodenseekreis,25.700000000000003,37.300000000000004,63.0,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,31.400000000000002,36.300000000000004,67.7,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,35.1,34.4,69.4,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,36.5,32.9,69.4,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,38.300000000000004,32.7,71.0,Baden-Württemberg,BW
8436,199508436,1995,Landkreis Ravensburg,23.5,40.1,63.6,Baden-Württemberg,BW
8436,200008436,2000,Landkreis Ravensburg,24.900000000000002,40.400000000000006,65.3,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,28.900000000000002,39.400000000000006,68.3,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,31.0,36.800000000000004,67.9,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,31.400000000000002,34.6,66.10000000000001,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,32.4,33.4,65.8,Baden-Württemberg,BW
8437,199508437,1995,Landkreis Sigmaringen,22.5,41.6,64.2,Baden-Württemberg,BW
8437,200008437,2000,Landkreis Sigmaringen,25.1,42.5,67.5,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,30.0,41.1,71.10000000000001,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,31.900000000000002,37.800000000000004,69.8,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,32.4,34.6,67.0,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,33.5,33.2,66.7,Baden-Württemberg,BW
9161,199509161,1995,Ingolstadt,24.5,33.6,58.1,Bayern,BY
9161,200009161,2000,Ingolstadt,26.0,33.800000000000004,59.800000000000004,Bayern,BY
9161,200509161,2005,Ingolstadt,29.200000000000003,33.1,62.300000000000004,Bayern,BY
9161,200909161,2009,Ingolstadt,30.900000000000002,31.5,62.400000000000006,Bayern,BY
9161,201309161,2013,Ingolstadt,29.700000000000003,29.3,59.0,Bayern,BY
9161,201709161,2017,Ingolstadt,29.400000000000002,29.700000000000003,59.1,Bayern,BY
9162,199509162,1995,München,22.700000000000003,23.8,46.5,Bayern,BY
9162,200009162,2000,München,23.700000000000003,24.6,48.300000000000004,Bayern,BY
9162,200509162,2005,München,26.400000000000002,25.5,51.900000000000006,Bayern,BY
9162,200909162,2009,München,27.3,25.3,52.6,Bayern,BY
9162,201309162,2013,München,27.400000000000002,25.200000000000003,52.6,Bayern,BY
9162,201709162,2017,München,27.400000000000002,26.900000000000002,54.400000000000006,Bayern,BY
9163,199509163,1995,Rosenheim,25.3,28.8,54.1,Bayern,BY
9163,200009163,2000,Rosenheim,25.700000000000003,29.0,54.7,Bayern,BY
9163,200509163,2005,Rosenheim,29.6,29.8,59.400000000000006,Bayern,BY
9163,200909163,2009,Rosenheim,32.1,29.6,61.7,Bayern,BY
9163,201309163,2013,Rosenheim,32.7,29.700000000000003,62.400000000000006,Bayern,BY
9163,201709163,2017,Rosenheim,32.7,30.0,62.7,Bayern,BY
9171,199509171,1995,Landkreis Altötting,26.400000000000002,37.0,63.400000000000006,Bayern,BY
9171,200009171,2000,Landkreis Altötting,28.0,37.2,65.2,Bayern,BY
9171,200509171,2005,Landkreis Altötting,32.9,36.4,69.2,Bayern,BY
9171,200909171,2009,Landkreis Altötting,35.0,34.5,69.5,Bayern,BY
9171,201309171,2013,Landkreis Altötting,35.300000000000004,32.0,67.3,Bayern,BY
9171,201709171,2017,Landkreis Altötting,36.5,32.0,68.5,Bayern,BY
9172,199509172,1995,Landkreis Berchtesgadener Land,32.0,34.300000000000004,66.3,Bayern,BY
9172,200009172,2000,Landkreis Berchtesgadener Land,32.5,34.300000000000004,66.8,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,37.2,33.5,70.60000000000001,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,39.800000000000004,31.700000000000003,71.4,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,39.300000000000004,30.1,69.5,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,40.1,29.700000000000003,69.8,Bayern,BY
9173,199509173,1995,Landkreis Bad Tölz-Wolfratshausen,25.1,35.2,60.300000000000004,Bayern,BY
9173,200009173,2000,Landkreis Bad Tölz-Wolfratshausen,26.1,35.7,61.900000000000006,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,31.3,35.800000000000004,67.10000000000001,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,34.9,34.800000000000004,69.7,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,35.300000000000004,33.300000000000004,68.7,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,35.800000000000004,32.9,68.7,Bayern,BY
9174,199509174,1995,Landkreis Dachau,20.200000000000003,33.800000000000004,54.0,Bayern,BY
9174,200009174,2000,Landkreis Dachau,21.6,34.800000000000004,56.400000000000006,Bayern,BY
9174,200509174,2005,Landkreis Dachau,25.900000000000002,35.6,61.5,Bayern,BY
9174,200909174,2009,Landkreis Dachau,28.400000000000002,34.4,62.800000000000004,Bayern,BY
9174,201309174,2013,Landkreis Dachau,28.700000000000003,32.7,61.400000000000006,Bayern,BY
9174,201709174,2017,Landkreis Dachau,29.5,31.900000000000002,61.400000000000006,Bayern,BY
9175,199509175,1995,Landkreis Ebersberg,19.400000000000002,33.300000000000004,52.7,Bayern,BY
9175,200009175,2000,Landkreis Ebersberg,21.3,35.0,56.400000000000006,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,27.3,36.300000000000004,63.6,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,31.1,36.5,67.60000000000001,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,31.200000000000003,35.800000000000004,67.0,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,31.0,34.9,65.9,Bayern,BY
9176,199509176,1995,Landkreis Eichstätt,21.3,43.0,64.3,Bayern,BY
9176,200009176,2000,Landkreis Eichstätt,23.0,42.400000000000006,65.5,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,27.200000000000003,40.800000000000004,67.9,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,28.0,37.2,65.2,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,27.5,34.6,62.0,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,28.200000000000003,33.9,62.0,Bayern,BY
9177,199509177,1995,Landkreis Erding,20.1,37.7,57.900000000000006,Bayern,BY
9177,200009177,2000,Landkreis Erding,20.700000000000003,38.7,59.400000000000006,Bayern,BY
9177,200509177,2005,Landkreis Erding,23.8,38.6,62.400000000000006,Bayern,BY
9177,200909177,2009,Landkreis Erding,25.3,36.6,61.900000000000006,Bayern,BY
9177,201309177,2013,Landkreis Erding,25.3,33.9,59.2,Bayern,BY
9177,201709177,2017,Landkreis Erding,26.6,32.6,59.1,Bayern,BY
9178,199509178,1995,Landkreis Freising,17.0,34.4,51.400000000000006,Bayern,BY
9178,200009178,2000,Landkreis Freising,18.2,35.6,53.900000000000006,Bayern,BY
9178,200509178,2005,Landkreis Freising,21.700000000000003,35.300000000000004,57.0,Bayern,BY
9178,200909178,2009,Landkreis Freising,23.900000000000002,33.5,57.400000000000006,Bayern,BY
9178,201309178,2013,Landkreis Freising,24.200000000000003,32.2,56.300000000000004,Bayern,BY
9178,201709178,2017,Landkreis Freising,24.3,30.8,55.2,Bayern,BY
9179,199509179,1995,Landkreis Fürstenfeldbruck,19.5,30.5,49.900000000000006,Bayern,BY
9179,200009179,2000,Landkreis Fürstenfeldbruck,21.900000000000002,31.700000000000003,53.6,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,29.0,33.2,62.2,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,34.5,33.5,68.0,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,36.300000000000004,33.5,69.8,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,36.6,33.5,70.10000000000001,Bayern,BY
9180,199509180,1995,Landkreis Garmisch-Partenkirchen,30.6,31.200000000000003,61.800000000000004,Bayern,BY
9180,200009180,2000,Landkreis Garmisch-Partenkirchen,31.6,32.9,64.5,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,37.800000000000004,33.1,70.9,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,41.7,32.4,74.10000000000001,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,43.300000000000004,30.8,74.10000000000001,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,43.400000000000006,30.1,73.5,Bayern,BY
9181,199509181,1995,Landkreis Landsberg am Lech,21.8,38.1,60.0,Bayern,BY
9181,200009181,2000,Landkreis Landsberg am Lech,22.700000000000003,39.0,61.7,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,26.900000000000002,38.7,65.60000000000001,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,30.1,37.2,67.3,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,31.400000000000002,35.300000000000004,66.7,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,32.7,33.5,66.3,Bayern,BY
9182,199509182,1995,Landkreis Miesbach,26.400000000000002,32.800000000000004,59.2,Bayern,BY
9182,200009182,2000,Landkreis Miesbach,27.5,33.9,61.5,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,32.7,34.300000000000004,67.10000000000001,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,37.300000000000004,33.300000000000004,70.60000000000001,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,38.0,32.1,70.10000000000001,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,38.400000000000006,31.6,69.9,Bayern,BY
9183,199509183,1995,Landkreis Mühldorf am Inn,26.1,37.7,63.900000000000006,Bayern,BY
9183,200009183,2000,Landkreis Mühldorf am Inn,27.400000000000002,38.300000000000004,65.7,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,31.1,37.7,68.7,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,33.2,35.4,68.60000000000001,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,32.4,32.7,65.10000000000001,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,32.5,31.700000000000003,64.3,Bayern,BY
9184,199509184,1995,Landkreis München (Land),19.8,28.1,47.800000000000004,Bayern,BY
9184,200009184,2000,Landkreis München (Land),21.900000000000002,29.400000000000002,51.2,Bayern,BY
9184,200509184,2005,Landkreis München (Land),28.400000000000002,31.400000000000002,59.800000000000004,Bayern,BY
9184,200909184,2009,Landkreis München (Land),33.7,33.4,67.10000000000001,Bayern,BY
9184,201309184,2013,Landkreis München (Land),34.800000000000004,34.2,69.0,Bayern,BY
9184,201709184,2017,Landkreis München (Land),34.5,34.300000000000004,68.8,Bayern,BY
9185,199509185,1995,Landkreis Neuburg-Schrobenhausen,22.900000000000002,39.6,62.5,Bayern,BY
9185,200009185,2000,Landkreis Neuburg-Schrobenhausen,24.700000000000003,39.6,64.3,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,28.6,38.1,66.7,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,30.1,36.1,66.2,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,29.900000000000002,33.300000000000004,63.300000000000004,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,30.8,32.7,63.5,Bayern,BY
9186,199509186,1995,Landkreis Pfaffenhofen an der Ilm,20.8,39.0,59.7,Bayern,BY
9186,200009186,2000,Landkreis Pfaffenhofen an der Ilm,22.200000000000003,39.400000000000006,61.6,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,25.8,37.4,63.2,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,27.900000000000002,35.0,62.900000000000006,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,27.8,32.1,59.900000000000006,Bayern,BY
9186,201709186,2017,Landkreis Pfaffenhofen an der Ilm,28.6,31.3,60.0,Bayern,BY
9187,199509187,1995,Landkreis Rosenheim (Land),24.900000000000002,38.1,63.0,Bayern,BY
9187,200009187,2000,Landkreis Rosenheim (Land),25.5,38.6,64.10000000000001,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),29.6,37.7,67.4,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),32.9,35.800000000000004,68.60000000000001,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),33.9,33.6,67.5,Bayern,BY
9187,201709187,2017,Landkreis Rosenheim (Land),35.4,32.5,67.9,Bayern,BY
9188,199509188,1995,Landkreis Starnberg,25.8,31.1,56.900000000000006,Bayern,BY
9188,200009188,2000,Landkreis Starnberg,26.5,32.0,58.5,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,32.2,33.4,65.60000000000001,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,38.5,35.2,73.7,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,39.7,35.5,75.2,Bayern,BY
9188,201709188,2017,Landkreis Starnberg,40.1,35.6,75.8,Bayern,BY
9189,199509189,1995,Landkreis Traunstein,28.1,37.1,65.10000000000001,Bayern,BY
9189,200009189,2000,Landkreis Traunstein,29.5,37.1,66.7,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,34.5,36.6,71.0,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,37.300000000000004,34.800000000000004,72.2,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,37.800000000000004,32.5,70.3,Bayern,BY
9189,201709189,2017,Landkreis Traunstein,38.300000000000004,31.3,69.60000000000001,Bayern,BY
9190,199509190,1995,Landkreis Weilheim-Schongau,25.200000000000003,37.4,62.6,Bayern,BY
9190,200009190,2000,Landkreis Weilheim-Schongau,26.200000000000003,38.6,64.8,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,30.8,38.300000000000004,69.2,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,34.4,36.9,71.4,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,35.2,34.1,69.2,Bayern,BY
9190,201709190,2017,Landkreis Weilheim-Schongau,36.2,33.0,69.3,Bayern,BY
9261,199509261,1995,Landshut,31.8,28.700000000000003,60.5,Bayern,BY
9261,200009261,2000,Landshut,32.1,28.6,60.7,Bayern,BY
9261,200509261,2005,Landshut,34.7,28.8,63.5,Bayern,BY
9261,200909261,2009,Landshut,36.4,28.700000000000003,65.10000000000001,Bayern,BY
9261,201309261,2013,Landshut,34.300000000000004,27.3,61.6,Bayern,BY
9261,201709261,2017,Landshut,33.2,28.1,61.300000000000004,Bayern,BY
9262,199509262,1995,Passau,28.200000000000003,25.700000000000003,53.900000000000006,Bayern,BY
9262,200009262,2000,Passau,29.3,26.200000000000003,55.5,Bayern,BY
9262,200509262,2005,Passau,32.800000000000004,25.400000000000002,58.2,Bayern,BY
9262,200909262,2009,Passau,34.7,24.6,59.300000000000004,Bayern,BY
9262,201309262,2013,Passau,34.800000000000004,24.900000000000002,59.6,Bayern,BY
9262,201709262,2017,Passau,34.0,24.400000000000002,58.400000000000006,Bayern,BY
9263,199509263,1995,Straubing,28.6,31.200000000000003,59.800000000000004,Bayern,BY
9263,200009263,2000,Straubing,30.3,30.400000000000002,60.7,Bayern,BY
9263,200509263,2005,Straubing,34.2,29.0,63.2,Bayern,BY
9263,200909263,2009,Straubing,35.2,27.400000000000002,62.6,Bayern,BY
9263,201309263,2013,Straubing,33.6,25.700000000000003,59.400000000000006,Bayern,BY
9263,201709263,2017,Straubing,34.0,26.3,60.300000000000004,Bayern,BY
9271,199509271,1995,Landkreis Deggendorf,24.200000000000003,36.9,61.1,Bayern,BY
9271,200009271,2000,Landkreis Deggendorf,25.700000000000003,36.9,62.6,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,29.400000000000002,35.300000000000004,64.60000000000001,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,30.700000000000003,32.6,63.300000000000004,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,31.0,30.6,61.6,Bayern,BY
9271,201709271,2017,Landkreis Deggendorf,32.5,29.8,62.300000000000004,Bayern,BY
9272,199509272,1995,Landkreis Freyung-Grafenau,23.8,40.0,63.800000000000004,Bayern,BY
9272,200009272,2000,Landkreis Freyung-Grafenau,26.8,39.300000000000004,66.0,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,31.0,37.300000000000004,68.3,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,32.2,33.800000000000004,65.9,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,32.5,30.1,62.6,Bayern,BY
9272,201709272,2017,Landkreis Freyung-Grafenau,34.800000000000004,28.8,63.6,Bayern,BY
9273,199509273,1995,Landkreis Kehlheim,23.1,39.2,62.300000000000004,Bayern,BY
9273,200009273,2000,Landkreis Kehlheim,24.8,39.5,64.3,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,28.400000000000002,38.6,66.9,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,29.400000000000002,36.5,65.8,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,29.0,33.1,62.1,Bayern,BY
9273,201709273,2017,Landkreis Kehlheim,29.700000000000003,32.300000000000004,62.0,Bayern,BY
9274,199509274,1995,Landkreis Landshut (Land),20.8,39.1,59.900000000000006,Bayern,BY
9274,200009274,2000,Landkreis Landshut (Land),22.200000000000003,39.6,61.7,Bayern,BY
9274,200509274,2005,Landkreis Landshut (Land),25.900000000000002,38.1,64.0,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),28.0,36.0,64.0,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),28.6,33.0,61.5,Bayern,BY
9274,201709274,2017,Landkreis Landshut (Land),29.900000000000002,32.6,62.5,Bayern,BY
9275,199509275,1995,Landkreis Passau (Land),24.700000000000003,39.400000000000006,64.2,Bayern,BY
9275,200009275,2000,Landkreis Passau (Land),26.700000000000003,38.300000000000004,65.0,Bayern,BY
9275,200509275,2005,Landkreis Passau (Land),31.0,36.300000000000004,67.3,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),33.0,33.6,66.60000000000001,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),33.800000000000004,30.900000000000002,64.7,Bayern,BY
9275,201709275,2017,Landkreis Passau (Land),36.0,30.0,66.0,Bayern,BY
9276,199509276,1995,Landkreis Regen,24.400000000000002,37.6,62.0,Bayern,BY
9276,200009276,2000,Landkreis Regen,27.0,36.7,63.800000000000004,Bayern,BY
9276,200509276,2005,Landkreis Regen,32.0,35.1,67.10000000000001,Bayern,BY
9276,200909276,2009,Landkreis Regen,33.1,31.900000000000002,65.0,Bayern,BY
9276,201309276,2013,Landkreis Regen,33.800000000000004,29.200000000000003,63.0,Bayern,BY
9276,201709276,2017,Landkreis Regen,36.5,29.400000000000002,65.9,Bayern,BY
9277,199509277,1995,Landkreis Rottal-Inn,27.3,38.6,65.9,Bayern,BY
9277,200009277,2000,Landkreis Rottal-Inn,29.400000000000002,39.300000000000004,68.7,Bayern,BY
9277,200509277,2005,Landkreis Rottal-Inn,33.300000000000004,37.9,71.3,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,34.800000000000004,35.5,70.4,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,34.300000000000004,32.300000000000004,66.5,Bayern,BY
9277,201709277,2017,Landkreis Rottal-Inn,35.1,30.8,65.9,Bayern,BY
9278,199509278,1995,Landkreis Straubing-Bogen,23.5,39.5,63.0,Bayern,BY
9278,200009278,2000,Landkreis Straubing-Bogen,25.0,39.800000000000004,64.9,Bayern,BY
9278,200509278,2005,Landkreis Straubing-Bogen,28.5,38.7,67.2,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,29.400000000000002,35.7,65.0,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,29.700000000000003,32.4,62.1,Bayern,BY
9278,201709278,2017,Landkreis Straubing-Bogen,31.6,31.8,63.400000000000006,Bayern,BY
