,YearSchluessel,Year,Stadt-/Landkreis,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
7131,201607131,2016,Landkreis Ahrweiler,24972.0,Rheinland-Pfalz,RP
7132,200007132,2000,Landkreis Altenkirchen (Westerwald),18303.0,Rheinland-Pfalz,RP
7132,200507132,2005,Landkreis Altenkirchen (Westerwald),19372.0,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),20822.0,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),24113.0,Rheinland-Pfalz,RP
7132,201607132,2016,Landkreis Altenkirchen (Westerwald),26364.0,Rheinland-Pfalz,RP
7133,200007133,2000,Landkreis Bad Kreuznach,19488.0,Rheinland-Pfalz,RP
7133,200507133,2005,Landkreis Bad Kreuznach,21772.0,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,23466.0,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,27943.0,Rheinland-Pfalz,RP
7133,201607133,2016,Landkreis Bad Kreuznach,30483.0,Rheinland-Pfalz,RP
7134,200007134,2000,Landkreis Birkenfeld,19161.0,Rheinland-Pfalz,RP
7134,200507134,2005,Landkreis Birkenfeld,20314.0,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,22580.0,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,25963.0,Rheinland-Pfalz,RP
7134,201607134,2016,Landkreis Birkenfeld,29167.0,Rheinland-Pfalz,RP
7135,200007135,2000,Landkreis Cochem-Zell,18856.0,Rheinland-Pfalz,RP
7135,200507135,2005,Landkreis Cochem-Zell,20919.0,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,23719.0,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,26245.0,Rheinland-Pfalz,RP
7135,201607135,2016,Landkreis Cochem-Zell,29229.0,Rheinland-Pfalz,RP
7137,200007137,2000,Landkreis Mayen-Koblenz,20097.0,Rheinland-Pfalz,RP
7137,200507137,2005,Landkreis Mayen-Koblenz,21638.0,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,23353.0,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,28195.0,Rheinland-Pfalz,RP
7137,201607137,2016,Landkreis Mayen-Koblenz,30802.0,Rheinland-Pfalz,RP
7138,200007138,2000,Landkreis Neuwied,22312.0,Rheinland-Pfalz,RP
7138,200507138,2005,Landkreis Neuwied,23402.0,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,24443.0,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,28031.0,Rheinland-Pfalz,RP
7138,201607138,2016,Landkreis Neuwied,30250.0,Rheinland-Pfalz,RP
7140,200007140,2000,Rhein-Hunsrück-Kreis,21002.0,Rheinland-Pfalz,RP
7140,200507140,2005,Rhein-Hunsrück-Kreis,21973.0,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,24267.0,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,30018.0,Rheinland-Pfalz,RP
7140,201607140,2016,Rhein-Hunsrück-Kreis,33772.0,Rheinland-Pfalz,RP
7141,200007141,2000,Rhein-Lahn-Kreis,17635.0,Rheinland-Pfalz,RP
7141,200507141,2005,Rhein-Lahn-Kreis,18613.0,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,20080.0,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,23431.0,Rheinland-Pfalz,RP
7141,201607141,2016,Rhein-Lahn-Kreis,24945.0,Rheinland-Pfalz,RP
7143,200007143,2000,Westerwaldkreis,21544.0,Rheinland-Pfalz,RP
7143,200507143,2005,Westerwaldkreis,22952.0,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,26032.0,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,30555.0,Rheinland-Pfalz,RP
7143,201607143,2016,Westerwaldkreis,34582.0,Rheinland-Pfalz,RP
7211,200007211,2000,Trier,32452.0,Rheinland-Pfalz,RP
7211,200507211,2005,Trier,36961.0,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,37453.0,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,39501.0,Rheinland-Pfalz,RP
7211,201607211,2016,Trier,42142.0,Rheinland-Pfalz,RP
7231,200007231,2000,Landkreis Bernkastel-Wittlich,19326.0,Rheinland-Pfalz,RP
7231,200507231,2005,Landkreis Bernkastel-Wittlich,21554.0,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,24536.0,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,28510.0,Rheinland-Pfalz,RP
7231,201607231,2016,Landkreis Bernkastel-Wittlich,32237.0,Rheinland-Pfalz,RP
7232,200007232,2000,Eifelkreis Bitburg-Prüm,18202.0,Rheinland-Pfalz,RP
7232,200507232,2005,Eifelkreis Bitburg-Prüm,20011.0,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,22556.0,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,27362.0,Rheinland-Pfalz,RP
7232,201607232,2016,Eifelkreis Bitburg-Prüm,26564.0,Rheinland-Pfalz,RP
7233,200007233,2000,Landkreis Vulkaneifel,19711.0,Rheinland-Pfalz,RP
7233,200507233,2005,Landkreis Vulkaneifel,21944.0,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,22962.0,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,28066.0,Rheinland-Pfalz,RP
7233,201607233,2016,Landkreis Vulkaneifel,31185.0,Rheinland-Pfalz,RP
7235,200007235,2000,Landkreis Trier-Saarburg,13181.0,Rheinland-Pfalz,RP
7235,200507235,2005,Landkreis Trier-Saarburg,13720.0,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,14199.0,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,18748.0,Rheinland-Pfalz,RP
7235,201607235,2016,Landkreis Trier-Saarburg,20018.0,Rheinland-Pfalz,RP
7311,200007311,2000,Frankenthal (Pfalz),23488.0,Rheinland-Pfalz,RP
7311,200507311,2005,Frankenthal (Pfalz),25564.0,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),29104.0,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),32354.0,Rheinland-Pfalz,RP
7311,201607311,2016,Frankenthal (Pfalz),32301.0,Rheinland-Pfalz,RP
7312,200007312,2000,Kaiserslautern,34129.0,Rheinland-Pfalz,RP
7312,200507312,2005,Kaiserslautern,35352.0,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,38065.0,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,40477.0,Rheinland-Pfalz,RP
7312,201607312,2016,Kaiserslautern,47540.0,Rheinland-Pfalz,RP
7313,200007313,2000,Landau in der Pfalz,29313.0,Rheinland-Pfalz,RP
7313,200507313,2005,Landau in der Pfalz,33078.0,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,35271.0,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,38870.0,Rheinland-Pfalz,RP
7313,201607313,2016,Landau in der Pfalz,40655.0,Rheinland-Pfalz,RP
7314,200007314,2000,Ludwigshafen am Rhein,60765.0,Rheinland-Pfalz,RP
7314,200507314,2005,Ludwigshafen am Rhein,62227.0,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,64804.0,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,73719.0,Rheinland-Pfalz,RP
7314,201607314,2016,Ludwigshafen am Rhein,81765.0,Rheinland-Pfalz,RP
7315,200007315,2000,Mainz,48730.0,Rheinland-Pfalz,RP
7315,200507315,2005,Mainz,45434.0,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,50167.0,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,53173.0,Rheinland-Pfalz,RP
7315,201607315,2016,Mainz,54696.0,Rheinland-Pfalz,RP
7316,200007316,2000,Neustadt an der Weinstrasse,21534.0,Rheinland-Pfalz,RP
7316,200507316,2005,Neustadt an der Weinstrasse,23348.0,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,24718.0,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,28228.0,Rheinland-Pfalz,RP
7316,201607316,2016,Neustadt an der Weinstrasse,29456.0,Rheinland-Pfalz,RP
7317,200007317,2000,Pirmasens,26674.0,Rheinland-Pfalz,RP
7317,200507317,2005,Pirmasens,28975.0,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,30565.0,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,34563.0,Rheinland-Pfalz,RP
7317,201607317,2016,Pirmasens,35983.0,Rheinland-Pfalz,RP
7318,200007318,2000,Speyer,31390.0,Rheinland-Pfalz,RP
7318,200507318,2005,Speyer,32593.0,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,38432.0,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,46566.0,Rheinland-Pfalz,RP
7318,201607318,2016,Speyer,50042.0,Rheinland-Pfalz,RP
7319,200007319,2000,Worms,24134.0,Rheinland-Pfalz,RP
7319,200507319,2005,Worms,26846.0,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,27292.0,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,35368.0,Rheinland-Pfalz,RP
7319,201607319,2016,Worms,35545.0,Rheinland-Pfalz,RP
7320,200007320,2000,Zweibrücken,29541.0,Rheinland-Pfalz,RP
7320,200507320,2005,Zweibrücken,30262.0,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,39325.0,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,41613.0,Rheinland-Pfalz,RP
7320,201607320,2016,Zweibrücken,45454.0,Rheinland-Pfalz,RP
7331,200007331,2000,Landkreis Alzey-Worms,16544.0,Rheinland-Pfalz,RP
7331,200507331,2005,Landkreis Alzey-Worms,17809.0,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,19630.0,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,23808.0,Rheinland-Pfalz,RP
7331,201607331,2016,Landkreis Alzey-Worms,23855.0,Rheinland-Pfalz,RP
7332,200007332,2000,Landkreis Bad Dürkheim,16054.0,Rheinland-Pfalz,RP
7332,200507332,2005,Landkreis Bad Dürkheim,17039.0,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,18873.0,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,20332.0,Rheinland-Pfalz,RP
7332,201607332,2016,Landkreis Bad Dürkheim,21810.0,Rheinland-Pfalz,RP
7333,200007333,2000,Donnersbergkreis,16530.0,Rheinland-Pfalz,RP
7333,200507333,2005,Donnersbergkreis,18461.0,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,18001.0,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,24993.0,Rheinland-Pfalz,RP
7333,201607333,2016,Donnersbergkreis,28558.0,Rheinland-Pfalz,RP
7334,200007334,2000,Landkreis Germersheim,19333.0,Rheinland-Pfalz,RP
7334,200507334,2005,Landkreis Germersheim,23202.0,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,22994.0,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,32711.0,Rheinland-Pfalz,RP
7334,201607334,2016,Landkreis Germersheim,37912.0,Rheinland-Pfalz,RP
7335,200007335,2000,Landkreis Kaiserslautern (Land),12982.0,Rheinland-Pfalz,RP
7335,200507335,2005,Landkreis Kaiserslautern (Land),14288.0,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),15812.0,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),19198.0,Rheinland-Pfalz,RP
7335,201607335,2016,Landkreis Kaiserslautern (Land),21476.0,Rheinland-Pfalz,RP
7336,200007336,2000,Landkreis Kusel,12793.0,Rheinland-Pfalz,RP
7336,200507336,2005,Landkreis Kusel,12926.0,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,14615.0,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,15904.0,Rheinland-Pfalz,RP
7336,201607336,2016,Landkreis Kusel,16775.0,Rheinland-Pfalz,RP
7337,200007337,2000,Landkreis Südliche Weinstrasse,16450.0,Rheinland-Pfalz,RP
7337,200507337,2005,Landkreis Südliche Weinstrasse,17237.0,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,19639.0,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,23529.0,Rheinland-Pfalz,RP
7337,201607337,2016,Landkreis Südliche Weinstrasse,24907.0,Rheinland-Pfalz,RP
7338,200007338,2000,Rhein-Pfalz-Kreis,12279.0,Rheinland-Pfalz,RP
7338,200507338,2005,Rhein-Pfalz-Kreis,12880.0,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,14881.0,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,16394.0,Rheinland-Pfalz,RP
7338,201607338,2016,Rhein-Pfalz-Kreis,17512.0,Rheinland-Pfalz,RP
7339,200007339,2000,Landkreis Mainz-Bingen,20433.0,Rheinland-Pfalz,RP
7339,200507339,2005,Landkreis Mainz-Bingen,23479.0,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,26878.0,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,30779.0,Rheinland-Pfalz,RP
7339,201607339,2016,Landkreis Mainz-Bingen,34319.0,Rheinland-Pfalz,RP
7340,200007340,2000,Landkreis Südwestpfalz,11209.0,Rheinland-Pfalz,RP
7340,200507340,2005,Landkreis Südwestpfalz,11842.0,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,12712.0,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,14693.0,Rheinland-Pfalz,RP
7340,201607340,2016,Landkreis Südwestpfalz,15921.0,Rheinland-Pfalz,RP
8111,200008111,2000,Stuttgart,59965.0,Baden-Württemberg,BW
8111,200508111,2005,Stuttgart,66813.0,Baden-Württemberg,BW
8111,200908111,2009,Stuttgart,65052.0,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,76629.0,Baden-Württemberg,BW
8111,201608111,2016,Stuttgart,82397.0,Baden-Württemberg,BW
8115,200008115,2000,Landkreis Böblingen,38259.0,Baden-Württemberg,BW
8115,200508115,2005,Landkreis Böblingen,35087.0,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,40380.0,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,55720.0,Baden-Württemberg,BW
8115,201608115,2016,Landkreis Böblingen,65644.0,Baden-Württemberg,BW
8116,200008116,2000,Landkreis Esslingen,29224.0,Baden-Württemberg,BW
8116,200508116,2005,Landkreis Esslingen,30159.0,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,30889.0,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,36421.0,Baden-Württemberg,BW
8116,201608116,2016,Landkreis Esslingen,39485.0,Baden-Württemberg,BW
8117,200008117,2000,Landkreis Göppingen,24094.0,Baden-Württemberg,BW
8117,200508117,2005,Landkreis Göppingen,24284.0,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,25213.0,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,30419.0,Baden-Württemberg,BW
8117,201608117,2016,Landkreis Göppingen,33747.0,Baden-Württemberg,BW
8118,200008118,2000,Landkreis Ludwigsburg,29350.0,Baden-Württemberg,BW
8118,200508118,2005,Landkreis Ludwigsburg,31551.0,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,33080.0,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,39672.0,Baden-Württemberg,BW
8118,201608118,2016,Landkreis Ludwigsburg,44493.0,Baden-Württemberg,BW
8119,200008119,2000,Rems-Murr-Kreis,25799.0,Baden-Württemberg,BW
8119,200508119,2005,Rems-Murr-Kreis,25976.0,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,26746.0,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,30880.0,Baden-Württemberg,BW
8119,201608119,2016,Rems-Murr-Kreis,33510.0,Baden-Württemberg,BW
8121,200008121,2000,Heilbronn,45970.0,Baden-Württemberg,BW
8121,200508121,2005,Heilbronn,42262.0,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,44543.0,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,49602.0,Baden-Württemberg,BW
8121,201608121,2016,Heilbronn,52004.0,Baden-Württemberg,BW
8125,200008125,2000,Landkreis Heilbronn (Land),27075.0,Baden-Württemberg,BW
8125,200508125,2005,Landkreis Heilbronn (Land),30670.0,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),35113.0,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),46136.0,Baden-Württemberg,BW
8125,201608125,2016,Landkreis Heilbronn (Land),47632.0,Baden-Württemberg,BW
8126,200008126,2000,Hohenlohekreis,29305.0,Baden-Württemberg,BW
8126,200508126,2005,Hohenlohekreis,31669.0,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,35046.0,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,42458.0,Baden-Württemberg,BW
8126,201608126,2016,Hohenlohekreis,47451.0,Baden-Württemberg,BW
8127,200008127,2000,Landkreis Schwäbisch Hall,24984.0,Baden-Württemberg,BW
8127,200508127,2005,Landkreis Schwäbisch Hall,27545.0,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,31365.0,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,36177.0,Baden-Württemberg,BW
8127,201608127,2016,Landkreis Schwäbisch Hall,40147.0,Baden-Württemberg,BW
8128,200008128,2000,Main-Tauber-Kreis,25829.0,Baden-Württemberg,BW
8128,200508128,2005,Main-Tauber-Kreis,27781.0,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,29508.0,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,33688.0,Baden-Württemberg,BW
8128,201608128,2016,Main-Tauber-Kreis,35745.0,Baden-Württemberg,BW
8135,200008135,2000,Landkreis Heidenheim,27175.0,Baden-Württemberg,BW
8135,200508135,2005,Landkreis Heidenheim,27514.0,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,31192.0,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,30621.0,Baden-Württemberg,BW
8135,201608135,2016,Landkreis Heidenheim,34232.0,Baden-Württemberg,BW
8136,200008136,2000,Ostalbkreis,24416.0,Baden-Württemberg,BW
8136,200508136,2005,Ostalbkreis,27911.0,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,28420.0,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,37641.0,Baden-Württemberg,BW
8136,201608136,2016,Ostalbkreis,40294.0,Baden-Württemberg,BW
8211,200008211,2000,Baden-Baden,36127.0,Baden-Württemberg,BW
8211,200508211,2005,Baden-Baden,40086.0,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,45750.0,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,49090.0,Baden-Württemberg,BW
8211,201608211,2016,Baden-Baden,52234.0,Baden-Württemberg,BW
8212,200008212,2000,Karlsruhe,47009.0,Baden-Württemberg,BW
8212,200508212,2005,Karlsruhe,51277.0,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,54912.0,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,58072.0,Baden-Württemberg,BW
8212,201608212,2016,Karlsruhe,63147.0,Baden-Württemberg,BW
8215,200008215,2000,Landkreis Karlsruhe (Land),24568.0,Baden-Württemberg,BW
8215,200508215,2005,Landkreis Karlsruhe (Land),25855.0,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),29911.0,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),32578.0,Baden-Württemberg,BW
8215,201608215,2016,Landkreis Karlsruhe (Land),35628.0,Baden-Württemberg,BW
8216,200008216,2000,Landkreis Rastatt,26727.0,Baden-Württemberg,BW
8216,200508216,2005,Landkreis Rastatt,31590.0,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,29472.0,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,36891.0,Baden-Württemberg,BW
8216,201608216,2016,Landkreis Rastatt,41326.0,Baden-Württemberg,BW
8221,200008221,2000,Heidelberg,41920.0,Baden-Württemberg,BW
8221,200508221,2005,Heidelberg,41366.0,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,47497.0,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,51301.0,Baden-Württemberg,BW
8221,201608221,2016,Heidelberg,53079.0,Baden-Württemberg,BW
8222,200008222,2000,Mannheim,45484.0,Baden-Württemberg,BW
8222,200508222,2005,Mannheim,52454.0,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,55616.0,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,60182.0,Baden-Württemberg,BW
8222,201608222,2016,Mannheim,64483.0,Baden-Württemberg,BW
8225,200008225,2000,Neckar-Odenwald-Kreis,21068.0,Baden-Württemberg,BW
8225,200508225,2005,Neckar-Odenwald-Kreis,21996.0,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,23773.0,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,29245.0,Baden-Württemberg,BW
8225,201608225,2016,Neckar-Odenwald-Kreis,30087.0,Baden-Württemberg,BW
8226,200008226,2000,Rhein-Neckar-Kreis,22854.0,Baden-Württemberg,BW
8226,200508226,2005,Rhein-Neckar-Kreis,25266.0,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,28247.0,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,30451.0,Baden-Württemberg,BW
8226,201608226,2016,Rhein-Neckar-Kreis,32963.0,Baden-Württemberg,BW
8231,200008231,2000,Pforzheim,30735.0,Baden-Württemberg,BW
8231,200508231,2005,Pforzheim,32305.0,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,34320.0,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,43324.0,Baden-Württemberg,BW
8231,201608231,2016,Pforzheim,40227.0,Baden-Württemberg,BW
8235,200008235,2000,Landkreis Calw,19505.0,Baden-Württemberg,BW
8235,200508235,2005,Landkreis Calw,21073.0,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,21975.0,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,26093.0,Baden-Württemberg,BW
8235,201608235,2016,Landkreis Calw,27661.0,Baden-Württemberg,BW
8236,200008236,2000,Enzkreis,20504.0,Baden-Württemberg,BW
8236,200508236,2005,Enzkreis,22997.0,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,21442.0,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,25981.0,Baden-Württemberg,BW
8236,201608236,2016,Enzkreis,29130.0,Baden-Württemberg,BW
8237,200008237,2000,Landkreis Freudenstadt,25470.0,Baden-Württemberg,BW
8237,200508237,2005,Landkreis Freudenstadt,25788.0,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,27215.0,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,33382.0,Baden-Württemberg,BW
8237,201608237,2016,Landkreis Freudenstadt,37371.0,Baden-Württemberg,BW
8311,200008311,2000,Freiburg im Breisgau,36534.0,Baden-Württemberg,BW
8311,200508311,2005,Freiburg im Breisgau,38999.0,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,42537.0,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,45961.0,Baden-Württemberg,BW
8311,201608311,2016,Freiburg im Breisgau,49621.0,Baden-Württemberg,BW
8315,200008315,2000,Landkreis Breisgau-Hochschwarzwald,19783.0,Baden-Württemberg,BW
8315,200508315,2005,Landkreis Breisgau-Hochschwarzwald,20459.0,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,21920.0,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,26748.0,Baden-Württemberg,BW
8315,201608315,2016,Landkreis Breisgau-Hochschwarzwald,29010.0,Baden-Württemberg,BW
8316,200008316,2000,Landkreis Emmendingen,20723.0,Baden-Württemberg,BW
8316,200508316,2005,Landkreis Emmendingen,20859.0,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,22070.0,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,26700.0,Baden-Württemberg,BW
8316,201608316,2016,Landkreis Emmendingen,30005.0,Baden-Württemberg,BW
8317,200008317,2000,Ortenaukreis,27954.0,Baden-Württemberg,BW
8317,200508317,2005,Ortenaukreis,30391.0,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,31833.0,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,35547.0,Baden-Württemberg,BW
8317,201608317,2016,Ortenaukreis,39322.0,Baden-Württemberg,BW
8325,200008325,2000,Landkreis Rottweil,28105.0,Baden-Württemberg,BW
8325,200508325,2005,Landkreis Rottweil,29530.0,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,29979.0,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,37542.0,Baden-Württemberg,BW
8325,201608325,2016,Landkreis Rottweil,41883.0,Baden-Württemberg,BW
8326,200008326,2000,Schwarzwald-Baar-Kreis,25630.0,Baden-Württemberg,BW
8326,200508326,2005,Schwarzwald-Baar-Kreis,26345.0,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,27777.0,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,33592.0,Baden-Württemberg,BW
8326,201608326,2016,Schwarzwald-Baar-Kreis,37199.0,Baden-Württemberg,BW
8327,200008327,2000,Landkreis Tuttlingen,27471.0,Baden-Württemberg,BW
8327,200508327,2005,Landkreis Tuttlingen,29798.0,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,31758.0,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,41302.0,Baden-Württemberg,BW
8327,201608327,2016,Landkreis Tuttlingen,46199.0,Baden-Württemberg,BW
8335,200008335,2000,Landkreis Konstanz,23628.0,Baden-Württemberg,BW
8335,200508335,2005,Landkreis Konstanz,25258.0,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,28193.0,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,32207.0,Baden-Württemberg,BW
8335,201608335,2016,Landkreis Konstanz,33341.0,Baden-Württemberg,BW
8336,200008336,2000,Landkreis Lörrach,25577.0,Baden-Württemberg,BW
8336,200508336,2005,Landkreis Lörrach,25983.0,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,26938.0,Baden-Württemberg,BW
