,YearSchluessel,Year,Stadt-/Landkreis,Arbeitslosenquote in %,Anteil Arbeitslose 15-24 Jahre an Arbeitsl. insg. In %,Anteil Arbeitslose 55-64 Jahre an Arbeitsl. insg. In %,Anteil Langzeitarbeitslose an Arbeitslosen insg. In %,Anteil arbeitslose Ausländer an Arbeitslosen insg. In %,LAND_NAME,LAND_ABK
8216,201308216,2013,Landkreis Rastatt,3.6,9.5,26.900000000000002,29.0,21.8,Baden-Württemberg,BW
8216,201708216,2017,Landkreis Rastatt,3.0,9.700000000000001,26.700000000000003,27.5,26.8,Baden-Württemberg,BW
8221,200108221,2001,Heidelberg,5.7,8.700000000000001,17.1,30.8,20.900000000000002,Baden-Württemberg,BW
8221,200508221,2005,Heidelberg,8.4,10.5,12.5,31.6,21.400000000000002,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,6.300000000000001,6.800000000000001,14.600000000000001,32.6,23.0,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,5.300000000000001,7.5,17.400000000000002,35.4,24.700000000000003,Baden-Württemberg,BW
8221,201708221,2017,Heidelberg,4.4,5.800000000000001,18.400000000000002,30.200000000000003,30.5,Baden-Württemberg,BW
8222,200108222,2001,Mannheim,9.8,10.200000000000001,21.6,36.9,31.700000000000003,Baden-Württemberg,BW
8222,200508222,2005,Mannheim,12.700000000000001,9.600000000000001,15.0,33.9,32.0,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,8.6,5.5,13.700000000000001,34.300000000000004,32.6,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,6.0,4.7,16.6,38.0,35.7,Baden-Württemberg,BW
8222,201708222,2017,Mannheim,5.4,5.1000000000000005,19.1,38.300000000000004,39.0,Baden-Württemberg,BW
8225,200108225,2001,Neckar-Odenwald-Kreis,5.1000000000000005,11.600000000000001,19.400000000000002,30.8,14.200000000000001,Baden-Württemberg,BW
8225,200508225,2005,Neckar-Odenwald-Kreis,7.5,13.600000000000001,13.3,35.800000000000004,13.200000000000001,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,5.300000000000001,12.100000000000001,16.8,30.200000000000003,13.100000000000001,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,4.0,10.700000000000001,25.3,32.9,13.200000000000001,Baden-Württemberg,BW
8225,201708225,2017,Neckar-Odenwald-Kreis,3.6,11.0,29.6,33.0,22.1,Baden-Württemberg,BW
8226,200108226,2001,Rhein-Neckar-Kreis,5.5,10.600000000000001,23.400000000000002,32.5,19.700000000000003,Baden-Württemberg,BW
8226,200508226,2005,Rhein-Neckar-Kreis,7.2,12.4,14.0,32.7,19.900000000000002,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,4.6000000000000005,9.9,15.0,25.200000000000003,20.200000000000003,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,4.4,9.4,20.6,31.3,21.400000000000002,Baden-Württemberg,BW
8226,201708226,2017,Rhein-Neckar-Kreis,4.0,8.700000000000001,23.700000000000003,31.8,30.3,Baden-Württemberg,BW
8231,200108231,2001,Pforzheim,7.2,12.700000000000001,23.0,29.1,27.8,Baden-Württemberg,BW
8231,200508231,2005,Pforzheim,10.8,12.9,12.600000000000001,36.1,30.200000000000003,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,9.9,10.200000000000001,13.600000000000001,29.8,31.700000000000003,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,8.0,9.4,17.2,37.0,35.7,Baden-Württemberg,BW
8231,201708231,2017,Pforzheim,6.300000000000001,8.1,16.7,29.0,45.6,Baden-Württemberg,BW
8235,200108235,2001,Landkreis Calw,3.8000000000000003,11.9,29.3,26.0,22.8,Baden-Württemberg,BW
8235,200508235,2005,Landkreis Calw,6.2,14.9,13.3,28.8,21.700000000000003,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,4.800000000000001,12.8,18.2,22.400000000000002,21.400000000000002,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,4.2,10.5,22.8,28.6,21.6,Baden-Württemberg,BW
8235,201708235,2017,Landkreis Calw,3.3000000000000003,9.0,25.900000000000002,26.200000000000003,29.5,Baden-Württemberg,BW
8236,200108236,2001,Enzkreis,4.3,10.9,31.700000000000003,33.0,19.900000000000002,Baden-Württemberg,BW
8236,200508236,2005,Enzkreis,5.6000000000000005,12.700000000000001,15.4,30.200000000000003,21.5,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,4.4,12.600000000000001,16.3,19.8,20.8,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,2.8000000000000003,11.100000000000001,24.1,26.5,21.5,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,2.6,10.600000000000001,22.0,27.1,32.9,Baden-Württemberg,BW
8237,200108237,2001,Landkreis Freudenstadt,4.0,12.200000000000001,24.400000000000002,22.5,17.8,Baden-Württemberg,BW
8237,200508237,2005,Landkreis Freudenstadt,6.4,15.0,12.0,30.5,15.600000000000001,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,4.800000000000001,13.0,15.9,22.5,14.700000000000001,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,4.1000000000000005,10.5,26.900000000000002,32.5,15.8,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,3.1,10.5,27.8,31.1,25.1,Baden-Württemberg,BW
8311,200108311,2001,Freiburg im Breisgau,7.5,9.8,13.4,31.400000000000002,19.5,Baden-Württemberg,BW
8311,200508311,2005,Freiburg im Breisgau,9.200000000000001,10.3,9.9,27.5,22.8,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,6.9,5.7,12.3,32.2,24.400000000000002,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,6.0,4.5,17.8,30.700000000000003,26.400000000000002,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,5.300000000000001,6.2,16.900000000000002,32.0,30.6,Baden-Württemberg,BW
8315,200108315,2001,Landkreis Breisgau-Hochschwarzwald,4.4,11.4,18.400000000000002,27.900000000000002,13.8,Baden-Württemberg,BW
8315,200508315,2005,Landkreis Breisgau-Hochschwarzwald,5.6000000000000005,13.100000000000001,11.700000000000001,25.8,15.4,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,4.3,9.4,16.0,25.5,15.100000000000001,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,3.4000000000000004,7.800000000000001,22.700000000000003,26.3,17.3,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,3.0,9.3,23.8,25.700000000000003,25.0,Baden-Württemberg,BW
8316,200108316,2001,Landkreis Emmendingen,4.6000000000000005,10.8,21.200000000000003,27.3,13.3,Baden-Württemberg,BW
8316,200508316,2005,Landkreis Emmendingen,5.7,14.5,10.5,24.400000000000002,13.9,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,3.9000000000000004,11.4,14.9,14.9,15.8,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,3.2,9.0,21.3,21.1,17.400000000000002,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,2.7,11.0,23.900000000000002,20.900000000000002,27.1,Baden-Württemberg,BW
8317,200108317,2001,Ortenaukreis,4.4,12.700000000000001,20.3,27.900000000000002,13.200000000000001,Baden-Württemberg,BW
8317,200508317,2005,Ortenaukreis,6.9,13.9,12.600000000000001,,14.5,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,4.800000000000001,11.600000000000001,17.5,28.200000000000003,16.3,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,3.7,8.5,22.8,30.0,17.5,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,3.2,9.200000000000001,24.5,34.9,28.400000000000002,Baden-Württemberg,BW
8325,200108325,2001,Landkreis Rottweil,3.9000000000000004,11.3,27.0,29.6,15.3,Baden-Württemberg,BW
8325,200508325,2005,Landkreis Rottweil,5.800000000000001,14.5,12.4,28.200000000000003,16.7,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,4.9,13.600000000000001,13.200000000000001,20.1,18.2,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,3.3000000000000003,10.4,22.1,27.400000000000002,19.8,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,2.6,12.0,24.400000000000002,24.400000000000002,29.0,Baden-Württemberg,BW
8326,200108326,2001,Schwarzwald-Baar-Kreis,4.3,12.100000000000001,22.3,27.200000000000003,19.900000000000002,Baden-Württemberg,BW
8326,200508326,2005,Schwarzwald-Baar-Kreis,7.1000000000000005,15.3,11.600000000000001,31.400000000000002,20.0,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,5.7,13.4,14.5,21.1,21.400000000000002,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,3.9000000000000004,10.700000000000001,21.0,27.0,22.200000000000003,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,3.1,10.9,23.8,23.8,31.200000000000003,Baden-Württemberg,BW
8327,200108327,2001,Landkreis Tuttlingen,4.4,11.8,25.6,29.3,19.8,Baden-Württemberg,BW
8327,200508327,2005,Landkreis Tuttlingen,6.2,14.9,14.0,,21.6,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,5.0,12.5,15.3,24.3,21.3,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,3.1,8.700000000000001,21.400000000000002,25.6,23.6,Baden-Württemberg,BW
8327,201708327,2017,Landkreis Tuttlingen,2.7,11.200000000000001,18.7,24.400000000000002,32.0,Baden-Württemberg,BW
8335,200108335,2001,Landkreis Konstanz,5.800000000000001,9.700000000000001,24.400000000000002,30.900000000000002,19.200000000000003,Baden-Württemberg,BW
8335,200508335,2005,Landkreis Konstanz,7.1000000000000005,10.3,14.700000000000001,29.8,21.200000000000003,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,5.300000000000001,11.200000000000001,15.100000000000001,20.8,21.0,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,4.3,8.9,21.5,25.5,21.8,Baden-Württemberg,BW
8335,201708335,2017,Landkreis Konstanz,3.4000000000000004,9.3,21.400000000000002,22.8,29.400000000000002,Baden-Württemberg,BW
8336,200108336,2001,Landkreis Lörrach,5.5,10.4,20.8,30.8,19.5,Baden-Württemberg,BW
8336,200508336,2005,Landkreis Lörrach,6.7,12.8,11.5,24.200000000000003,20.8,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,4.800000000000001,11.200000000000001,13.8,24.5,22.6,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,3.7,9.4,21.0,27.1,22.6,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,3.2,9.600000000000001,21.400000000000002,24.0,26.0,Baden-Württemberg,BW
8337,200108337,2001,Landkreis Waldshut,5.5,12.600000000000001,23.1,31.5,19.3,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,6.300000000000001,14.200000000000001,12.9,,20.0,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,4.4,11.0,15.5,22.5,20.400000000000002,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,3.1,10.200000000000001,22.5,19.0,21.0,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,3.2,11.9,21.0,25.6,33.6,Baden-Württemberg,BW
8415,200108415,2001,Landkreis Reutlingen,4.4,11.0,24.5,29.400000000000002,25.6,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,5.800000000000001,12.9,12.3,29.200000000000003,25.6,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,4.9,11.4,14.100000000000001,23.400000000000002,26.900000000000002,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,4.0,9.3,18.2,33.0,28.5,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,3.5,9.3,19.8,30.6,37.5,Baden-Württemberg,BW
8416,200108416,2001,Landkreis Tübingen,4.9,10.600000000000001,20.6,31.0,21.3,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,6.2,12.100000000000001,10.5,29.3,22.8,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,4.5,10.0,14.3,25.200000000000003,23.3,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,3.4000000000000004,7.300000000000001,19.400000000000002,32.300000000000004,24.5,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,2.9000000000000004,8.9,20.3,29.6,32.1,Baden-Württemberg,BW
8417,200108417,2001,Zollernalbkreis,5.2,10.200000000000001,23.8,32.5,19.900000000000002,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,8.1,12.3,11.600000000000001,34.4,20.400000000000002,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,5.7,12.4,15.600000000000001,25.0,18.900000000000002,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,4.3,10.4,22.400000000000002,31.1,19.5,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,3.4000000000000004,9.3,24.5,30.700000000000003,24.0,Baden-Württemberg,BW
8421,200108421,2001,Ulm,5.800000000000001,10.700000000000001,26.6,29.5,30.8,Baden-Württemberg,BW
8421,200508421,2005,Ulm,9.9,12.9,13.600000000000001,29.3,33.300000000000004,Baden-Württemberg,BW
8421,200908421,2009,Ulm,5.800000000000001,11.5,13.0,22.700000000000003,34.1,Baden-Württemberg,BW
8421,201308421,2013,Ulm,5.0,8.6,22.700000000000003,29.400000000000002,32.4,Baden-Württemberg,BW
8421,201708421,2017,Ulm,3.8000000000000003,11.0,20.0,24.5,40.800000000000004,Baden-Württemberg,BW
8425,200108425,2001,Alb-Donau-Kreis,4.2,12.4,29.400000000000002,31.0,18.6,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,6.2,16.0,12.700000000000001,28.1,21.1,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,3.9000000000000004,15.5,14.5,16.3,21.6,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,3.1,11.3,24.8,22.6,21.200000000000003,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,2.7,12.4,26.1,24.700000000000003,34.6,Baden-Württemberg,BW
8426,200108426,2001,Landkreis Biberach,3.7,12.600000000000001,23.900000000000002,26.200000000000003,12.4,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,5.6000000000000005,14.9,14.600000000000001,,14.100000000000001,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,3.6,14.5,18.1,17.2,13.100000000000001,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,2.8000000000000003,11.700000000000001,25.400000000000002,22.6,14.100000000000001,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,2.4000000000000004,13.4,21.5,25.5,31.6,Baden-Württemberg,BW
8435,200108435,2001,Bodenseekreis,4.5,10.600000000000001,25.8,26.3,17.1,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,5.7,12.100000000000001,17.3,,16.6,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,4.1000000000000005,11.3,18.0,23.200000000000003,18.5,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,2.8000000000000003,8.0,22.8,24.6,19.400000000000002,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,2.8000000000000003,8.9,22.700000000000003,24.700000000000003,31.400000000000002,Baden-Württemberg,BW
8436,200108436,2001,Landkreis Ravensburg,4.0,12.8,20.1,22.1,16.0,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,5.4,14.5,11.600000000000001,21.200000000000003,16.400000000000002,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,3.8000000000000003,13.700000000000001,14.8,16.400000000000002,16.6,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,2.8000000000000003,9.600000000000001,22.200000000000003,21.0,16.0,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,2.8000000000000003,12.100000000000001,20.400000000000002,25.6,29.0,Baden-Württemberg,BW
8437,200108437,2001,Landkreis Sigmaringen,5.6000000000000005,12.8,18.400000000000002,27.900000000000002,17.900000000000002,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,7.5,14.700000000000001,10.3,31.8,15.3,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,5.1000000000000005,13.5,14.3,19.900000000000002,14.9,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,3.9000000000000004,11.100000000000001,22.5,26.400000000000002,14.9,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,3.2,10.100000000000001,25.900000000000002,24.700000000000003,20.700000000000003,Baden-Württemberg,BW
9161,200109161,2001,Ingolstadt,6.0,14.200000000000001,23.6,26.0,22.700000000000003,Bayern,BY
9161,200509161,2005,Ingolstadt,8.4,15.0,13.0,33.2,22.8,Bayern,BY
9161,200909161,2009,Ingolstadt,4.800000000000001,13.3,15.4,18.1,25.400000000000002,Bayern,BY
9161,201309161,2013,Ingolstadt,3.5,10.200000000000001,23.6,21.700000000000003,25.6,Bayern,BY
9161,201709161,2017,Ingolstadt,3.1,12.0,20.5,23.6,34.0,Bayern,BY
9162,200109162,2001,München,4.5,7.7,25.200000000000003,23.200000000000003,34.6,Bayern,BY
9162,200509162,2005,München,8.6,9.700000000000001,16.7,23.400000000000002,38.1,Bayern,BY
9162,200909162,2009,München,6.0,8.0,16.2,30.900000000000002,37.9,Bayern,BY
9162,201309162,2013,München,5.2,7.0,17.8,28.6,41.2,Bayern,BY
9162,201709162,2017,München,4.2,5.9,19.1,26.8,45.2,Bayern,BY
9163,200109163,2001,Rosenheim,5.5,13.4,19.6,19.200000000000003,25.700000000000003,Bayern,BY
9163,200509163,2005,Rosenheim,9.700000000000001,12.9,14.9,27.700000000000003,26.900000000000002,Bayern,BY
9163,200909163,2009,Rosenheim,6.4,9.700000000000001,15.0,24.5,28.200000000000003,Bayern,BY
9163,201309163,2013,Rosenheim,5.0,8.8,18.6,24.700000000000003,27.8,Bayern,BY
9163,201709163,2017,Rosenheim,4.6000000000000005,11.4,19.400000000000002,22.200000000000003,36.9,Bayern,BY
9171,200109171,2001,Landkreis Altötting,6.1000000000000005,14.100000000000001,21.200000000000003,28.6,9.5,Bayern,BY
9171,200509171,2005,Landkreis Altötting,8.5,18.400000000000002,10.3,29.5,11.4,Bayern,BY
9171,200909171,2009,Landkreis Altötting,4.7,13.4,16.8,21.0,11.3,Bayern,BY
9171,201309171,2013,Landkreis Altötting,3.6,10.8,22.6,25.200000000000003,12.700000000000001,Bayern,BY
9171,201709171,2017,Landkreis Altötting,3.3000000000000003,11.3,24.3,24.8,25.0,Bayern,BY
9172,200109172,2001,Landkreis Berchtesgadener Land,5.1000000000000005,14.100000000000001,18.900000000000002,15.5,14.200000000000001,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,6.800000000000001,13.3,15.5,20.0,15.4,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,4.2,8.3,20.0,15.700000000000001,15.100000000000001,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,4.1000000000000005,9.4,23.900000000000002,18.3,17.8,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,3.9000000000000004,8.8,25.700000000000003,25.400000000000002,27.900000000000002,Bayern,BY
9173,200109173,2001,Landkreis Bad Tölz-Wolfratshausen,3.8000000000000003,12.4,23.1,18.0,13.200000000000001,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,6.300000000000001,14.200000000000001,14.100000000000001,27.5,13.9,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,3.7,8.3,19.700000000000003,19.0,14.700000000000001,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,3.0,8.700000000000001,25.400000000000002,20.700000000000003,17.1,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,2.5,11.700000000000001,25.3,14.8,30.6,Bayern,BY
9174,200109174,2001,Landkreis Dachau,3.3000000000000003,9.4,33.0,27.700000000000003,19.5,Bayern,BY
9174,200509174,2005,Landkreis Dachau,5.5,13.5,14.5,25.200000000000003,22.3,Bayern,BY
9174,200909174,2009,Landkreis Dachau,3.2,12.3,18.0,17.8,21.900000000000002,Bayern,BY
9174,201309174,2013,Landkreis Dachau,2.5,11.100000000000001,24.400000000000002,20.1,27.5,Bayern,BY
9174,201709174,2017,Landkreis Dachau,2.2,11.700000000000001,23.200000000000003,16.6,35.6,Bayern,BY
9175,200109175,2001,Landkreis Ebersberg,2.7,9.8,26.8,23.1,13.9,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,4.800000000000001,13.4,13.200000000000001,25.400000000000002,14.8,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,3.0,9.5,17.900000000000002,22.200000000000003,17.5,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,2.4000000000000004,8.6,24.8,18.5,20.6,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,2.0,11.3,24.3,19.5,28.5,Bayern,BY
9176,200109176,2001,Landkreis Eichstätt,3.7,14.100000000000001,24.1,24.6,9.600000000000001,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,4.4,21.1,9.600000000000001,18.8,10.8,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,2.2,18.0,15.5,9.200000000000001,12.600000000000001,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,1.3,12.600000000000001,23.1,12.8,16.2,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,1.5,14.8,22.0,10.8,28.0,Bayern,BY
9177,200109177,2001,Landkreis Erding,2.8000000000000003,12.5,19.8,13.5,13.5,Bayern,BY
9177,200509177,2005,Landkreis Erding,4.3,15.100000000000001,11.700000000000001,18.900000000000002,14.4,Bayern,BY
9177,200909177,2009,Landkreis Erding,2.8000000000000003,12.5,15.9,15.0,15.100000000000001,Bayern,BY
9177,201309177,2013,Landkreis Erding,2.1,10.0,23.200000000000003,18.8,17.2,Bayern,BY
9177,201709177,2017,Landkreis Erding,1.8,9.4,25.0,16.0,25.700000000000003,Bayern,BY
9178,200109178,2001,Landkreis Freising,2.6,11.4,21.700000000000003,13.3,19.900000000000002,Bayern,BY
9178,200509178,2005,Landkreis Freising,4.3,15.3,12.5,16.0,20.0,Bayern,BY
9178,200909178,2009,Landkreis Freising,3.3000000000000003,12.5,15.8,11.200000000000001,22.400000000000002,Bayern,BY
9178,201309178,2013,Landkreis Freising,2.5,8.9,23.3,16.8,25.5,Bayern,BY
9178,201709178,2017,Landkreis Freising,2.1,11.0,22.900000000000002,17.0,31.700000000000003,Bayern,BY
9179,200109179,2001,Landkreis Fürstenfeldbruck,3.5,9.700000000000001,29.8,27.3,14.9,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,5.4,13.3,14.8,26.6,18.0,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,3.8000000000000003,10.3,19.5,24.200000000000003,19.400000000000002,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,3.1,8.6,23.400000000000002,25.3,22.900000000000002,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,2.6,9.8,23.5,20.700000000000003,31.400000000000002,Bayern,BY
9180,200109180,2001,Landkreis Garmisch-Partenkirchen,3.8000000000000003,11.5,25.700000000000003,13.5,11.4,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,6.0,14.3,14.5,18.1,13.8,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,4.4,9.4,19.6,21.0,14.9,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,4.0,8.9,24.900000000000002,22.0,17.8,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,3.4000000000000004,10.4,26.1,21.900000000000002,29.3,Bayern,BY
9181,200109181,2001,Landkreis Landsberg am Lech,3.2,12.4,29.200000000000003,19.400000000000002,8.1,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,6.1000000000000005,13.100000000000001,14.4,24.8,10.3,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,3.7,13.100000000000001,17.1,14.9,11.0,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,2.9000000000000004,9.700000000000001,24.6,20.200000000000003,12.5,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,2.7,14.100000000000001,24.8,18.0,24.5,Bayern,BY
9182,200109182,2001,Landkreis Miesbach,3.7,11.3,24.8,18.2,13.9,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,5.300000000000001,14.9,19.0,,11.9,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,3.9000000000000004,9.8,24.0,23.1,16.0,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,2.9000000000000004,7.7,27.6,21.200000000000003,16.8,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,2.6,9.0,26.1,21.900000000000002,24.200000000000003,Bayern,BY
9183,200109183,2001,Landkreis Mühldorf am Inn,5.1000000000000005,13.600000000000001,23.200000000000003,23.200000000000003,10.200000000000001,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,8.3,15.9,12.4,31.5,11.600000000000001,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,5.1000000000000005,12.0,14.4,28.900000000000002,13.8,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,3.9000000000000004,10.700000000000001,19.8,27.8,14.5,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,3.6,11.100000000000001,21.5,28.0,26.5,Bayern,BY
9184,200109184,2001,Landkreis München (Land),3.1,6.9,35.4,28.8,18.2,Bayern,BY
9184,200509184,2005,Landkreis München (Land),4.800000000000001,10.100000000000001,17.900000000000002,24.6,22.5,Bayern,BY
9184,200909184,2009,Landkreis München (Land),3.5,7.5,19.6,21.200000000000003,23.400000000000002,Bayern,BY
9184,201309184,2013,Landkreis München (Land),3.0,6.7,21.200000000000003,26.8,29.0,Bayern,BY
9184,201709184,2017,Landkreis München (Land),2.6,7.4,22.8,27.6,37.1,Bayern,BY
9185,200109185,2001,Landkreis Neuburg-Schrobenhausen,4.4,13.3,23.3,27.1,10.0,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,5.7,17.8,12.200000000000001,26.3,12.100000000000001,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,2.8000000000000003,15.0,15.100000000000001,14.5,14.700000000000001,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,2.3000000000000003,11.5,22.900000000000002,22.700000000000003,17.6,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,2.1,13.5,21.8,16.400000000000002,29.0,Bayern,BY
9186,200109186,2001,Landkreis Pfaffenhofen an der Ilm,4.7,12.0,24.3,30.5,10.4,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,5.1000000000000005,17.3,14.5,21.700000000000003,11.9,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,2.8000000000000003,14.3,17.3,11.700000000000001,12.700000000000001,Bayern,BY
