,YearSchluessel,Year,Stadt-/Landkreis,Anteil neue Wohngebäude mit 1 oder 2 Wohnungen in Prozent,LAND_NAME,LAND_ABK
7337,199507337,1995,Landkreis Südliche Weinstrasse,84.60000000000001,Rheinland-Pfalz,RP
7337,200007337,2000,Landkreis Südliche Weinstrasse,91.7,Rheinland-Pfalz,RP
7337,200507337,2005,Landkreis Südliche Weinstrasse,92.30000000000001,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,93.9,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,94.7,Rheinland-Pfalz,RP
7337,201707337,2017,Landkreis Südliche Weinstrasse,88.5,Rheinland-Pfalz,RP
7338,199507338,1995,Rhein-Pfalz-Kreis,74.3,Rheinland-Pfalz,RP
7338,200007338,2000,Rhein-Pfalz-Kreis,89.7,Rheinland-Pfalz,RP
7338,200507338,2005,Rhein-Pfalz-Kreis,91.80000000000001,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,93.4,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,92.7,Rheinland-Pfalz,RP
7338,201707338,2017,Rhein-Pfalz-Kreis,87.5,Rheinland-Pfalz,RP
7339,199507339,1995,Landkreis Mainz-Bingen,70.60000000000001,Rheinland-Pfalz,RP
7339,200007339,2000,Landkreis Mainz-Bingen,91.7,Rheinland-Pfalz,RP
7339,200507339,2005,Landkreis Mainz-Bingen,94.4,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,96.80000000000001,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,92.7,Rheinland-Pfalz,RP
7339,201707339,2017,Landkreis Mainz-Bingen,91.0,Rheinland-Pfalz,RP
7340,199507340,1995,Landkreis Südwestpfalz,86.9,Rheinland-Pfalz,RP
7340,200007340,2000,Landkreis Südwestpfalz,94.10000000000001,Rheinland-Pfalz,RP
7340,200507340,2005,Landkreis Südwestpfalz,99.10000000000001,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,96.2,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,98.2,Rheinland-Pfalz,RP
7340,201707340,2017,Landkreis Südwestpfalz,100.0,Rheinland-Pfalz,RP
8111,199508111,1995,Stuttgart,41.0,Baden-Württemberg,BW
8111,200008111,2000,Stuttgart,72.3,Baden-Württemberg,BW
8111,200508111,2005,Stuttgart,69.8,Baden-Württemberg,BW
8111,200908111,2009,Stuttgart,68.10000000000001,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,68.9,Baden-Württemberg,BW
8111,201708111,2017,Stuttgart,36.4,Baden-Württemberg,BW
8115,199508115,1995,Landkreis Böblingen,60.900000000000006,Baden-Württemberg,BW
8115,200008115,2000,Landkreis Böblingen,87.9,Baden-Württemberg,BW
8115,200508115,2005,Landkreis Böblingen,88.0,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,87.9,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,81.60000000000001,Baden-Württemberg,BW
8115,201708115,2017,Landkreis Böblingen,80.0,Baden-Württemberg,BW
8116,199508116,1995,Landkreis Esslingen,56.300000000000004,Baden-Württemberg,BW
8116,200008116,2000,Landkreis Esslingen,86.60000000000001,Baden-Württemberg,BW
8116,200508116,2005,Landkreis Esslingen,87.30000000000001,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,83.2,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,84.30000000000001,Baden-Württemberg,BW
8116,201708116,2017,Landkreis Esslingen,79.7,Baden-Württemberg,BW
8117,199508117,1995,Landkreis Göppingen,72.60000000000001,Baden-Württemberg,BW
8117,200008117,2000,Landkreis Göppingen,89.30000000000001,Baden-Württemberg,BW
8117,200508117,2005,Landkreis Göppingen,91.10000000000001,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,91.80000000000001,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,92.9,Baden-Württemberg,BW
8117,201708117,2017,Landkreis Göppingen,91.60000000000001,Baden-Württemberg,BW
8118,199508118,1995,Landkreis Ludwigsburg,68.5,Baden-Württemberg,BW
8118,200008118,2000,Landkreis Ludwigsburg,85.2,Baden-Württemberg,BW
8118,200508118,2005,Landkreis Ludwigsburg,84.7,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,83.7,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,79.2,Baden-Württemberg,BW
8118,201708118,2017,Landkreis Ludwigsburg,77.4,Baden-Württemberg,BW
8119,199508119,1995,Rems-Murr-Kreis,61.1,Baden-Württemberg,BW
8119,200008119,2000,Rems-Murr-Kreis,84.0,Baden-Württemberg,BW
8119,200508119,2005,Rems-Murr-Kreis,81.2,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,82.9,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,87.80000000000001,Baden-Württemberg,BW
8119,201708119,2017,Rems-Murr-Kreis,82.30000000000001,Baden-Württemberg,BW
8121,199508121,1995,Heilbronn,56.0,Baden-Württemberg,BW
8121,200008121,2000,Heilbronn,76.7,Baden-Württemberg,BW
8121,200508121,2005,Heilbronn,85.7,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,75.9,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,61.300000000000004,Baden-Württemberg,BW
8121,201708121,2017,Heilbronn,71.7,Baden-Württemberg,BW
8125,199508125,1995,Landkreis Heilbronn (Land),72.10000000000001,Baden-Württemberg,BW
8125,200008125,2000,Landkreis Heilbronn (Land),91.4,Baden-Württemberg,BW
8125,200508125,2005,Landkreis Heilbronn (Land),91.60000000000001,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),92.4,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),91.2,Baden-Württemberg,BW
8125,201708125,2017,Landkreis Heilbronn (Land),87.30000000000001,Baden-Württemberg,BW
8126,199508126,1995,Hohenlohekreis,75.60000000000001,Baden-Württemberg,BW
8126,200008126,2000,Hohenlohekreis,92.4,Baden-Württemberg,BW
8126,200508126,2005,Hohenlohekreis,91.9,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,88.10000000000001,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,81.7,Baden-Württemberg,BW
8126,201708126,2017,Hohenlohekreis,87.80000000000001,Baden-Württemberg,BW
8127,199508127,1995,Landkreis Schwäbisch Hall,78.60000000000001,Baden-Württemberg,BW
8127,200008127,2000,Landkreis Schwäbisch Hall,95.80000000000001,Baden-Württemberg,BW
8127,200508127,2005,Landkreis Schwäbisch Hall,95.60000000000001,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,95.4,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,91.60000000000001,Baden-Württemberg,BW
8127,201708127,2017,Landkreis Schwäbisch Hall,92.9,Baden-Württemberg,BW
8128,199508128,1995,Main-Tauber-Kreis,79.60000000000001,Baden-Württemberg,BW
8128,200008128,2000,Main-Tauber-Kreis,93.5,Baden-Württemberg,BW
8128,200508128,2005,Main-Tauber-Kreis,96.4,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,91.5,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,95.30000000000001,Baden-Württemberg,BW
8128,201708128,2017,Main-Tauber-Kreis,90.9,Baden-Württemberg,BW
8135,199508135,1995,Landkreis Heidenheim,70.8,Baden-Württemberg,BW
8135,200008135,2000,Landkreis Heidenheim,95.0,Baden-Württemberg,BW
8135,200508135,2005,Landkreis Heidenheim,98.0,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,96.2,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,92.0,Baden-Württemberg,BW
8135,201708135,2017,Landkreis Heidenheim,87.80000000000001,Baden-Württemberg,BW
8136,199508136,1995,Ostalbkreis,79.10000000000001,Baden-Württemberg,BW
8136,200008136,2000,Ostalbkreis,91.9,Baden-Württemberg,BW
8136,200508136,2005,Ostalbkreis,96.9,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,94.30000000000001,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,92.10000000000001,Baden-Württemberg,BW
8136,201708136,2017,Ostalbkreis,95.5,Baden-Württemberg,BW
8211,199508211,1995,Baden-Baden,66.4,Baden-Württemberg,BW
8211,200008211,2000,Baden-Baden,82.10000000000001,Baden-Württemberg,BW
8211,200508211,2005,Baden-Baden,81.7,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,81.60000000000001,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,87.7,Baden-Württemberg,BW
8211,201708211,2017,Baden-Baden,73.10000000000001,Baden-Württemberg,BW
8212,199508212,1995,Karlsruhe,66.2,Baden-Württemberg,BW
8212,200008212,2000,Karlsruhe,88.2,Baden-Württemberg,BW
8212,200508212,2005,Karlsruhe,88.4,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,68.8,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,81.4,Baden-Württemberg,BW
8212,201708212,2017,Karlsruhe,72.3,Baden-Württemberg,BW
8215,199508215,1995,Landkreis Karlsruhe (Land),74.10000000000001,Baden-Württemberg,BW
8215,200008215,2000,Landkreis Karlsruhe (Land),91.5,Baden-Württemberg,BW
8215,200508215,2005,Landkreis Karlsruhe (Land),92.9,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),92.80000000000001,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),91.9,Baden-Württemberg,BW
8215,201708215,2017,Landkreis Karlsruhe (Land),87.60000000000001,Baden-Württemberg,BW
8216,199508216,1995,Landkreis Rastatt,73.9,Baden-Württemberg,BW
8216,200008216,2000,Landkreis Rastatt,91.9,Baden-Württemberg,BW
8216,200508216,2005,Landkreis Rastatt,96.5,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,93.80000000000001,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,92.9,Baden-Württemberg,BW
8216,201708216,2017,Landkreis Rastatt,85.9,Baden-Württemberg,BW
8221,199508221,1995,Heidelberg,43.300000000000004,Baden-Württemberg,BW
8221,200008221,2000,Heidelberg,82.5,Baden-Württemberg,BW
8221,200508221,2005,Heidelberg,84.7,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,76.9,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,59.400000000000006,Baden-Württemberg,BW
8221,201708221,2017,Heidelberg,62.300000000000004,Baden-Württemberg,BW
8222,199508222,1995,Mannheim,44.900000000000006,Baden-Württemberg,BW
8222,200008222,2000,Mannheim,73.5,Baden-Württemberg,BW
8222,200508222,2005,Mannheim,84.10000000000001,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,72.10000000000001,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,79.80000000000001,Baden-Württemberg,BW
8222,201708222,2017,Mannheim,81.9,Baden-Württemberg,BW
8225,199508225,1995,Neckar-Odenwald-Kreis,78.9,Baden-Württemberg,BW
8225,200008225,2000,Neckar-Odenwald-Kreis,95.10000000000001,Baden-Württemberg,BW
8225,200508225,2005,Neckar-Odenwald-Kreis,98.10000000000001,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,97.7,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,98.2,Baden-Württemberg,BW
8225,201708225,2017,Neckar-Odenwald-Kreis,97.60000000000001,Baden-Württemberg,BW
8226,199508226,1995,Rhein-Neckar-Kreis,66.8,Baden-Württemberg,BW
8226,200008226,2000,Rhein-Neckar-Kreis,89.0,Baden-Württemberg,BW
8226,200508226,2005,Rhein-Neckar-Kreis,94.30000000000001,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,95.5,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,93.0,Baden-Württemberg,BW
8226,201708226,2017,Rhein-Neckar-Kreis,83.4,Baden-Württemberg,BW
8231,199508231,1995,Pforzheim,53.800000000000004,Baden-Württemberg,BW
8231,200008231,2000,Pforzheim,87.30000000000001,Baden-Württemberg,BW
8231,200508231,2005,Pforzheim,84.7,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,90.9,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,83.5,Baden-Württemberg,BW
8231,201708231,2017,Pforzheim,63.900000000000006,Baden-Württemberg,BW
8235,199508235,1995,Landkreis Calw,75.3,Baden-Württemberg,BW
8235,200008235,2000,Landkreis Calw,93.80000000000001,Baden-Württemberg,BW
8235,200508235,2005,Landkreis Calw,95.10000000000001,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,92.80000000000001,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,94.60000000000001,Baden-Württemberg,BW
8235,201708235,2017,Landkreis Calw,91.4,Baden-Württemberg,BW
8236,199508236,1995,Enzkreis,76.3,Baden-Württemberg,BW
8236,200008236,2000,Enzkreis,94.30000000000001,Baden-Württemberg,BW
8236,200508236,2005,Enzkreis,95.60000000000001,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,92.60000000000001,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,95.30000000000001,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,92.5,Baden-Württemberg,BW
8237,199508237,1995,Landkreis Freudenstadt,71.4,Baden-Württemberg,BW
8237,200008237,2000,Landkreis Freudenstadt,92.0,Baden-Württemberg,BW
8237,200508237,2005,Landkreis Freudenstadt,92.4,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,88.4,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,93.4,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,87.4,Baden-Württemberg,BW
8311,199508311,1995,Freiburg im Breisgau,57.0,Baden-Württemberg,BW
8311,200008311,2000,Freiburg im Breisgau,70.9,Baden-Württemberg,BW
8311,200508311,2005,Freiburg im Breisgau,65.8,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,75.2,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,65.7,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,54.800000000000004,Baden-Württemberg,BW
8315,199508315,1995,Landkreis Breisgau-Hochschwarzwald,69.0,Baden-Württemberg,BW
8315,200008315,2000,Landkreis Breisgau-Hochschwarzwald,86.7,Baden-Württemberg,BW
8315,200508315,2005,Landkreis Breisgau-Hochschwarzwald,91.10000000000001,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,91.5,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,90.4,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,82.9,Baden-Württemberg,BW
8316,199508316,1995,Landkreis Emmendingen,71.9,Baden-Württemberg,BW
8316,200008316,2000,Landkreis Emmendingen,86.2,Baden-Württemberg,BW
8316,200508316,2005,Landkreis Emmendingen,92.9,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,93.4,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,92.9,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,85.5,Baden-Württemberg,BW
8317,199508317,1995,Ortenaukreis,72.10000000000001,Baden-Württemberg,BW
8317,200008317,2000,Ortenaukreis,91.5,Baden-Württemberg,BW
8317,200508317,2005,Ortenaukreis,91.7,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,91.9,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,90.0,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,84.4,Baden-Württemberg,BW
8325,199508325,1995,Landkreis Rottweil,78.10000000000001,Baden-Württemberg,BW
8325,200008325,2000,Landkreis Rottweil,90.80000000000001,Baden-Württemberg,BW
8325,200508325,2005,Landkreis Rottweil,92.5,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,93.60000000000001,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,91.2,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,92.7,Baden-Württemberg,BW
8326,199508326,1995,Schwarzwald-Baar-Kreis,78.2,Baden-Württemberg,BW
8326,200008326,2000,Schwarzwald-Baar-Kreis,87.5,Baden-Württemberg,BW
8326,200508326,2005,Schwarzwald-Baar-Kreis,94.10000000000001,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,94.4,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,85.80000000000001,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,81.60000000000001,Baden-Württemberg,BW
8327,199508327,1995,Landkreis Tuttlingen,76.4,Baden-Württemberg,BW
8327,200008327,2000,Landkreis Tuttlingen,91.80000000000001,Baden-Württemberg,BW
8327,200508327,2005,Landkreis Tuttlingen,92.10000000000001,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,88.4,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,93.10000000000001,Baden-Württemberg,BW
8327,201708327,2017,Landkreis Tuttlingen,92.5,Baden-Württemberg,BW
8335,199508335,1995,Landkreis Konstanz,64.7,Baden-Württemberg,BW
8335,200008335,2000,Landkreis Konstanz,84.2,Baden-Württemberg,BW
8335,200508335,2005,Landkreis Konstanz,88.9,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,87.2,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,83.2,Baden-Württemberg,BW
8335,201708335,2017,Landkreis Konstanz,79.2,Baden-Württemberg,BW
8336,199508336,1995,Landkreis Lörrach,69.60000000000001,Baden-Württemberg,BW
8336,200008336,2000,Landkreis Lörrach,87.4,Baden-Württemberg,BW
8336,200508336,2005,Landkreis Lörrach,89.9,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,79.4,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,88.30000000000001,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,83.30000000000001,Baden-Württemberg,BW
8337,199508337,1995,Landkreis Waldshut,77.9,Baden-Württemberg,BW
8337,200008337,2000,Landkreis Waldshut,92.5,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,91.9,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,91.5,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,92.9,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,88.80000000000001,Baden-Württemberg,BW
8415,199508415,1995,Landkreis Reutlingen,76.0,Baden-Württemberg,BW
8415,200008415,2000,Landkreis Reutlingen,86.5,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,90.10000000000001,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,93.4,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,83.30000000000001,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,83.7,Baden-Württemberg,BW
8416,199508416,1995,Landkreis Tübingen,73.9,Baden-Württemberg,BW
8416,200008416,2000,Landkreis Tübingen,86.9,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,90.5,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,85.9,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,90.60000000000001,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,87.0,Baden-Württemberg,BW
8417,199508417,1995,Zollernalbkreis,83.9,Baden-Württemberg,BW
8417,200008417,2000,Zollernalbkreis,94.30000000000001,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,93.4,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,97.30000000000001,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,89.30000000000001,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,88.10000000000001,Baden-Württemberg,BW
8421,199508421,1995,Ulm,73.4,Baden-Württemberg,BW
8421,200008421,2000,Ulm,94.10000000000001,Baden-Württemberg,BW
8421,200508421,2005,Ulm,86.7,Baden-Württemberg,BW
8421,200908421,2009,Ulm,90.2,Baden-Württemberg,BW
8421,201308421,2013,Ulm,71.9,Baden-Württemberg,BW
8421,201708421,2017,Ulm,82.30000000000001,Baden-Württemberg,BW
8425,199508425,1995,Alb-Donau-Kreis,84.80000000000001,Baden-Württemberg,BW
8425,200008425,2000,Alb-Donau-Kreis,96.0,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,97.4,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,96.9,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,92.9,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,91.0,Baden-Württemberg,BW
8426,199508426,1995,Landkreis Biberach,80.7,Baden-Württemberg,BW
8426,200008426,2000,Landkreis Biberach,94.80000000000001,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,96.7,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,94.80000000000001,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,91.30000000000001,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,91.5,Baden-Württemberg,BW
8435,199508435,1995,Bodenseekreis,69.8,Baden-Württemberg,BW
8435,200008435,2000,Bodenseekreis,85.80000000000001,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,89.80000000000001,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,85.5,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,80.5,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,75.7,Baden-Württemberg,BW
8436,199508436,1995,Landkreis Ravensburg,76.60000000000001,Baden-Württemberg,BW
8436,200008436,2000,Landkreis Ravensburg,91.5,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,94.30000000000001,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,93.7,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,90.2,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,85.0,Baden-Württemberg,BW
8437,199508437,1995,Landkreis Sigmaringen,76.4,Baden-Württemberg,BW
8437,200008437,2000,Landkreis Sigmaringen,95.80000000000001,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,98.30000000000001,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,96.4,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,95.10000000000001,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,94.30000000000001,Baden-Württemberg,BW
9161,199509161,1995,Ingolstadt,78.30000000000001,Bayern,BY
9161,200009161,2000,Ingolstadt,84.2,Bayern,BY
9161,200509161,2005,Ingolstadt,87.9,Bayern,BY
9161,200909161,2009,Ingolstadt,88.7,Bayern,BY
9161,201309161,2013,Ingolstadt,75.60000000000001,Bayern,BY
9161,201709161,2017,Ingolstadt,72.7,Bayern,BY
9162,199509162,1995,München,50.5,Bayern,BY
9162,200009162,2000,München,60.300000000000004,Bayern,BY
9162,200509162,2005,München,64.7,Bayern,BY
9162,200909162,2009,München,47.800000000000004,Bayern,BY
9162,201309162,2013,München,63.6,Bayern,BY
9162,201709162,2017,München,63.5,Bayern,BY
9163,199509163,1995,Rosenheim,73.5,Bayern,BY
9163,200009163,2000,Rosenheim,94.2,Bayern,BY
9163,200509163,2005,Rosenheim,94.30000000000001,Bayern,BY
9163,200909163,2009,Rosenheim,89.0,Bayern,BY
9163,201309163,2013,Rosenheim,93.2,Bayern,BY
9163,201709163,2017,Rosenheim,68.7,Bayern,BY
9171,199509171,1995,Landkreis Altötting,85.7,Bayern,BY
9171,200009171,2000,Landkreis Altötting,94.9,Bayern,BY
9171,200509171,2005,Landkreis Altötting,97.7,Bayern,BY
9171,200909171,2009,Landkreis Altötting,98.4,Bayern,BY
9171,201309171,2013,Landkreis Altötting,85.9,Bayern,BY
9171,201709171,2017,Landkreis Altötting,87.0,Bayern,BY
9172,199509172,1995,Landkreis Berchtesgadener Land,70.7,Bayern,BY
9172,200009172,2000,Landkreis Berchtesgadener Land,85.5,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,93.10000000000001,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,88.5,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,87.9,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,80.5,Bayern,BY
9173,199509173,1995,Landkreis Bad Tölz-Wolfratshausen,79.0,Bayern,BY
9173,200009173,2000,Landkreis Bad Tölz-Wolfratshausen,89.80000000000001,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,93.2,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,88.7,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,80.10000000000001,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,84.7,Bayern,BY
9174,199509174,1995,Landkreis Dachau,81.0,Bayern,BY
9174,200009174,2000,Landkreis Dachau,93.5,Bayern,BY
9174,200509174,2005,Landkreis Dachau,93.60000000000001,Bayern,BY
9174,200909174,2009,Landkreis Dachau,89.80000000000001,Bayern,BY
9174,201309174,2013,Landkreis Dachau,91.5,Bayern,BY
9174,201709174,2017,Landkreis Dachau,90.80000000000001,Bayern,BY
9175,199509175,1995,Landkreis Ebersberg,83.5,Bayern,BY
9175,200009175,2000,Landkreis Ebersberg,95.80000000000001,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,86.4,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,94.60000000000001,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,87.60000000000001,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,88.2,Bayern,BY
9176,199509176,1995,Landkreis Eichstätt,92.10000000000001,Bayern,BY
9176,200009176,2000,Landkreis Eichstätt,94.5,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,96.0,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,98.30000000000001,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,93.5,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,93.0,Bayern,BY
9177,199509177,1995,Landkreis Erding,84.30000000000001,Bayern,BY
9177,200009177,2000,Landkreis Erding,91.4,Bayern,BY
9177,200509177,2005,Landkreis Erding,91.80000000000001,Bayern,BY
9177,200909177,2009,Landkreis Erding,96.4,Bayern,BY
9177,201309177,2013,Landkreis Erding,90.7,Bayern,BY
9177,201709177,2017,Landkreis Erding,87.4,Bayern,BY
9178,199509178,1995,Landkreis Freising,83.4,Bayern,BY
9178,200009178,2000,Landkreis Freising,90.10000000000001,Bayern,BY
9178,200509178,2005,Landkreis Freising,89.9,Bayern,BY
9178,200909178,2009,Landkreis Freising,94.4,Bayern,BY
9178,201309178,2013,Landkreis Freising,82.2,Bayern,BY
9178,201709178,2017,Landkreis Freising,86.5,Bayern,BY
9179,199509179,1995,Landkreis Fürstenfeldbruck,83.0,Bayern,BY
9179,200009179,2000,Landkreis Fürstenfeldbruck,88.4,Bayern,BY
