,YearSchluessel,Year,Stadt-/Landkreis,Gewerbeanmeldungen je 10.000 Einwohner,LAND_NAME,LAND_ABK
13062,200913062,2009,Landkreis Uecker-Randow,69.60000000000001,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201713062,2017,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,54.400000000000006,Mecklenburg-Vorpommern,MV
13071,201713071,2017,Landkreis Mecklenburgische Seenplatte,41.0,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,75.10000000000001,Mecklenburg-Vorpommern,MV
13072,201713072,2017,Landkreis Rostock,66.9,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,67.5,Mecklenburg-Vorpommern,MV
13073,201713073,2017,Landkreis Vorpommern-Rügen,61.1,Mecklenburg-Vorpommern,MV
13074,200913074,2009,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,66.5,Mecklenburg-Vorpommern,MV
13074,201713074,2017,Landkreis Nordwestmecklenburg,55.400000000000006,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,57.0,Mecklenburg-Vorpommern,MV
13075,201713075,2017,Landkreis Vorpommern-Greifswald,51.400000000000006,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,57.5,Mecklenburg-Vorpommern,MV
13076,201713076,2017,Landkreis Ludwigslust-Parchim,50.400000000000006,Mecklenburg-Vorpommern,MV
14511,200914511,2009,Chemnitz,91.4,Sachsen,SN
14511,201314511,2013,Chemnitz,74.7,Sachsen,SN
14511,201714511,2017,Chemnitz,58.800000000000004,Sachsen,SN
14521,200914521,2009,Erzgebirgskreis,68.0,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,49.6,Sachsen,SN
14521,201714521,2017,Erzgebirgskreis,43.400000000000006,Sachsen,SN
14522,200914522,2009,Landkreis Mittelsachsen,68.5,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,54.2,Sachsen,SN
14522,201714522,2017,Landkreis Mittelsachsen,48.2,Sachsen,SN
14523,200914523,2009,Vogtlandkreis,69.8,Sachsen,SN
14523,201314523,2013,Vogtlandkreis,56.300000000000004,Sachsen,SN
14523,201714523,2017,Vogtlandkreis,47.5,Sachsen,SN
14524,200914524,2009,Kreis Zwickau,73.9,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,53.1,Sachsen,SN
14524,201714524,2017,Kreis Zwickau,45.7,Sachsen,SN
14612,200914612,2009,Dresden,117.9,Sachsen,SN
14612,201314612,2013,Dresden,97.60000000000001,Sachsen,SN
14612,201714612,2017,Dresden,75.10000000000001,Sachsen,SN
14625,200914625,2009,Landkreis Bautzen,63.6,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,53.6,Sachsen,SN
14625,201714625,2017,Landkreis Bautzen,43.1,Sachsen,SN
14626,200914626,2009,Landkreis Görlitz,91.9,Sachsen,SN
14626,201314626,2013,Landkreis Görlitz,87.5,Sachsen,SN
14626,201714626,2017,Landkreis Görlitz,97.7,Sachsen,SN
14627,200914627,2009,Landkreis Meissen,76.7,Sachsen,SN
14627,201314627,2013,Landkreis Meissen,68.5,Sachsen,SN
14627,201714627,2017,Landkreis Meissen,54.2,Sachsen,SN
14628,200914628,2009,Landkreis Sächsische Schweiz-Osterzgebirge,75.7,Sachsen,SN
14628,201314628,2013,Landkreis Sächsische Schweiz-Osterzgebirge,61.1,Sachsen,SN
14628,201714628,2017,Landkreis Sächsische Schweiz-Osterzgebirge,55.7,Sachsen,SN
14713,200914713,2009,Leipzig,116.0,Sachsen,SN
14713,201314713,2013,Leipzig,105.4,Sachsen,SN
14713,201714713,2017,Leipzig,91.80000000000001,Sachsen,SN
14729,200914729,2009,Landkreis Leipzig,81.5,Sachsen,SN
14729,201314729,2013,Landkreis Leipzig,63.6,Sachsen,SN
14729,201714729,2017,Landkreis Leipzig,52.800000000000004,Sachsen,SN
14730,200914730,2009,Landkreis Nordsachsen,83.0,Sachsen,SN
14730,201314730,2013,Landkreis Nordsachsen,57.7,Sachsen,SN
14730,201714730,2017,Landkreis Nordsachsen,53.7,Sachsen,SN
15001,200915001,2009,Dessau-Rosslau,72.10000000000001,Sachsen-Anhalt,ST
15001,201315001,2013,Dessau-Rosslau,51.2,Sachsen-Anhalt,ST
15001,201715001,2017,Dessau-Rosslau,40.0,Sachsen-Anhalt,ST
15002,200915002,2009,Halle (Saale),73.3,Sachsen-Anhalt,ST
15002,201315002,2013,Halle (Saale),69.8,Sachsen-Anhalt,ST
15002,201715002,2017,Halle (Saale),54.7,Sachsen-Anhalt,ST
15003,200915003,2009,Magdeburg,92.80000000000001,Sachsen-Anhalt,ST
15003,201315003,2013,Magdeburg,75.9,Sachsen-Anhalt,ST
15003,201715003,2017,Magdeburg,63.300000000000004,Sachsen-Anhalt,ST
15081,200915081,2009,Altmarkkreis Salzwedel,58.0,Sachsen-Anhalt,ST
15081,201315081,2013,Altmarkkreis Salzwedel,39.7,Sachsen-Anhalt,ST
15081,201715081,2017,Altmarkkreis Salzwedel,41.1,Sachsen-Anhalt,ST
15082,200915082,2009,Landkreis Anhalt-Bitterfeld,62.900000000000006,Sachsen-Anhalt,ST
15082,201315082,2013,Landkreis Anhalt-Bitterfeld,46.6,Sachsen-Anhalt,ST
15082,201715082,2017,Landkreis Anhalt-Bitterfeld,48.6,Sachsen-Anhalt,ST
15083,200915083,2009,Landkreis Börde,62.2,Sachsen-Anhalt,ST
15083,201315083,2013,Landkreis Börde,48.800000000000004,Sachsen-Anhalt,ST
15083,201715083,2017,Landkreis Börde,44.900000000000006,Sachsen-Anhalt,ST
15084,200915084,2009,Burgenlandkreis,62.2,Sachsen-Anhalt,ST
15084,201315084,2013,Burgenlandkreis,44.0,Sachsen-Anhalt,ST
15084,201715084,2017,Burgenlandkreis,42.800000000000004,Sachsen-Anhalt,ST
15085,200915085,2009,Landkreis Harz,57.6,Sachsen-Anhalt,ST
15085,201315085,2013,Landkreis Harz,52.1,Sachsen-Anhalt,ST
15085,201715085,2017,Landkreis Harz,40.5,Sachsen-Anhalt,ST
15086,200915086,2009,Landkreis Jerichower Land,65.7,Sachsen-Anhalt,ST
15086,201315086,2013,Landkreis Jerichower Land,56.1,Sachsen-Anhalt,ST
15086,201715086,2017,Landkreis Jerichower Land,51.300000000000004,Sachsen-Anhalt,ST
15087,200915087,2009,Landkreis Mansfeld-Südharz,64.7,Sachsen-Anhalt,ST
15087,201315087,2013,Landkreis Mansfeld-Südharz,48.2,Sachsen-Anhalt,ST
15087,201715087,2017,Landkreis Mansfeld-Südharz,42.6,Sachsen-Anhalt,ST
15088,200915088,2009,Saalekreis,71.8,Sachsen-Anhalt,ST
15088,201315088,2013,Saalekreis,47.400000000000006,Sachsen-Anhalt,ST
15088,201715088,2017,Saalekreis,45.300000000000004,Sachsen-Anhalt,ST
15089,200915089,2009,Salzlandkreis,57.7,Sachsen-Anhalt,ST
15089,201315089,2013,Salzlandkreis,42.800000000000004,Sachsen-Anhalt,ST
15089,201715089,2017,Salzlandkreis,38.1,Sachsen-Anhalt,ST
15090,200915090,2009,Landkreis Stendal,53.1,Sachsen-Anhalt,ST
15090,201315090,2013,Landkreis Stendal,40.0,Sachsen-Anhalt,ST
15090,201715090,2017,Landkreis Stendal,41.1,Sachsen-Anhalt,ST
15091,200915091,2009,Landkreis Wittenberg,74.2,Sachsen-Anhalt,ST
15091,201315091,2013,Landkreis Wittenberg,43.900000000000006,Sachsen-Anhalt,ST
15091,201715091,2017,Landkreis Wittenberg,43.400000000000006,Sachsen-Anhalt,ST
16051,200916051,2009,Erfurt,93.60000000000001,Thüringen,TH
16051,201316051,2013,Erfurt,86.80000000000001,Thüringen,TH
16051,201716051,2017,Erfurt,69.2,Thüringen,TH
16052,200916052,2009,Gera,82.5,Thüringen,TH
16052,201316052,2013,Gera,74.3,Thüringen,TH
16052,201716052,2017,Gera,42.900000000000006,Thüringen,TH
16053,200916053,2009,Jena,95.2,Thüringen,TH
16053,201316053,2013,Jena,75.0,Thüringen,TH
16053,201716053,2017,Jena,56.300000000000004,Thüringen,TH
16054,200916054,2009,Suhl,83.9,Thüringen,TH
16054,201316054,2013,Suhl,94.4,Thüringen,TH
16054,201716054,2017,Suhl,49.7,Thüringen,TH
16055,200916055,2009,Weimar,90.80000000000001,Thüringen,TH
16055,201316055,2013,Weimar,76.60000000000001,Thüringen,TH
16055,201716055,2017,Weimar,64.3,Thüringen,TH
16056,200916056,2009,Eisenach,84.10000000000001,Thüringen,TH
16056,201316056,2013,Eisenach,67.5,Thüringen,TH
16056,201716056,2017,Eisenach,50.2,Thüringen,TH
16061,200916061,2009,Landkreis Eichsfeld,64.7,Thüringen,TH
16061,201316061,2013,Landkreis Eichsfeld,52.7,Thüringen,TH
16061,201716061,2017,Landkreis Eichsfeld,45.2,Thüringen,TH
16062,200916062,2009,Landkreis Nordhausen,66.7,Thüringen,TH
16062,201316062,2013,Landkreis Nordhausen,50.900000000000006,Thüringen,TH
16062,201716062,2017,Landkreis Nordhausen,40.0,Thüringen,TH
16063,200916063,2009,Landkreis Wartburgkreis,52.2,Thüringen,TH
16063,201316063,2013,Landkreis Wartburgkreis,47.1,Thüringen,TH
16063,201716063,2017,Landkreis Wartburgkreis,39.400000000000006,Thüringen,TH
16064,200916064,2009,Landkreis Unstrut-Hainich-Kreis,62.5,Thüringen,TH
16064,201316064,2013,Landkreis Unstrut-Hainich-Kreis,51.7,Thüringen,TH
16064,201716064,2017,Landkreis Unstrut-Hainich-Kreis,41.900000000000006,Thüringen,TH
16065,200916065,2009,Landkreis Kyffhäuserkreis,64.9,Thüringen,TH
16065,201316065,2013,Landkreis Kyffhäuserkreis,45.7,Thüringen,TH
16065,201716065,2017,Landkreis Kyffhäuserkreis,36.6,Thüringen,TH
16066,200916066,2009,Landkreis Schmalkalden-Meiningen,72.10000000000001,Thüringen,TH
16066,201316066,2013,Landkreis Schmalkalden-Meiningen,57.6,Thüringen,TH
16066,201716066,2017,Landkreis Schmalkalden-Meiningen,47.6,Thüringen,TH
16067,200916067,2009,Landkreis Gotha,67.9,Thüringen,TH
16067,201316067,2013,Landkreis Gotha,48.900000000000006,Thüringen,TH
16067,201716067,2017,Landkreis Gotha,40.400000000000006,Thüringen,TH
16068,200916068,2009,Landkreis Sömmerda,63.800000000000004,Thüringen,TH
16068,201316068,2013,Landkreis Sömmerda,47.0,Thüringen,TH
16068,201716068,2017,Landkreis Sömmerda,41.2,Thüringen,TH
16069,200916069,2009,Landkreis Hildburghausen,71.8,Thüringen,TH
16069,201316069,2013,Landkreis Hildburghausen,52.5,Thüringen,TH
16069,201716069,2017,Landkreis Hildburghausen,40.2,Thüringen,TH
16070,200916070,2009,Landkreis Ilm-Kreis,75.8,Thüringen,TH
16070,201316070,2013,Landkreis Ilm-Kreis,62.7,Thüringen,TH
16070,201716070,2017,Landkreis Ilm-Kreis,53.2,Thüringen,TH
16071,200916071,2009,Landkreis Weimarer Land,90.2,Thüringen,TH
16071,201316071,2013,Landkreis Weimarer Land,61.0,Thüringen,TH
16071,201716071,2017,Landkreis Weimarer Land,53.0,Thüringen,TH
16072,200916072,2009,Landkreis Sonneberg,78.5,Thüringen,TH
16072,201316072,2013,Landkreis Sonneberg,53.7,Thüringen,TH
16072,201716072,2017,Landkreis Sonneberg,36.7,Thüringen,TH
16073,200916073,2009,Landkreis Saalfeld-Rudolstadt,65.7,Thüringen,TH
16073,201316073,2013,Landkreis Saalfeld-Rudolstadt,45.900000000000006,Thüringen,TH
16073,201716073,2017,Landkreis Saalfeld-Rudolstadt,40.2,Thüringen,TH
16074,200916074,2009,Landkreis Saale-Holzland-Kreis,78.2,Thüringen,TH
16074,201316074,2013,Landkreis Saale-Holzland-Kreis,48.6,Thüringen,TH
16074,201716074,2017,Landkreis Saale-Holzland-Kreis,46.6,Thüringen,TH
16075,200916075,2009,Landkreis Saale-Orla-Kreis,74.7,Thüringen,TH
16075,201316075,2013,Landkreis Saale-Orla-Kreis,56.5,Thüringen,TH
16075,201716075,2017,Landkreis Saale-Orla-Kreis,45.5,Thüringen,TH
16076,200916076,2009,Landkreis Greiz,81.80000000000001,Thüringen,TH
16076,201316076,2013,Landkreis Greiz,58.2,Thüringen,TH
16076,201716076,2017,Landkreis Greiz,45.0,Thüringen,TH
16077,200916077,2009,Landkreis Altenburger Land,73.2,Thüringen,TH
16077,201316077,2013,Landkreis Altenburger Land,40.6,Thüringen,TH
16077,201716077,2017,Landkreis Altenburger Land,34.7,Thüringen,TH
3241001,200903241001,2009,Landeshauptstadt Hannover,86.5,Niedersachsen,NI
3241001,201303241001,2013,Landeshauptstadt Hannover,84.0,Niedersachsen,NI
3241001,201703241001,2017,Landeshauptstadt Hannover,74.8,Niedersachsen,NI
10041100,200910041100,2009,Landeshauptstadt Saarbrücken,,Saarland,SL
10041100,201310041100,2013,Landeshauptstadt Saarbrücken,81.10000000000001,Saarland,SL
10041100,201710041100,2017,Landeshauptstadt Saarbrücken,73.3,Saarland,SL
11001001,200911001001,2009,Berlin-Mitte,,Berlin,BE
11001001,201311001001,2013,Berlin-Mitte,,Berlin,BE
11001001,201711001001,2017,Berlin-Mitte,,Berlin,BE
11002002,200911002002,2009,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,201311002002,2013,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,201711002002,2017,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11003003,200911003003,2009,Berlin-Pankow,,Berlin,BE
11003003,201311003003,2013,Berlin-Pankow,,Berlin,BE
11003003,201711003003,2017,Berlin-Pankow,,Berlin,BE
11004004,200911004004,2009,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,201311004004,2013,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,201711004004,2017,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11005005,200911005005,2009,Berlin-Spandau,,Berlin,BE
11005005,201311005005,2013,Berlin-Spandau,,Berlin,BE
11005005,201711005005,2017,Berlin-Spandau,,Berlin,BE
11006006,200911006006,2009,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,201311006006,2013,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,201711006006,2017,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11007007,200911007007,2009,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,201311007007,2013,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,201711007007,2017,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11008008,200911008008,2009,Berlin-Neukölln,,Berlin,BE
11008008,201311008008,2013,Berlin-Neukölln,,Berlin,BE
11008008,201711008008,2017,Berlin-Neukölln,,Berlin,BE
11009009,200911009009,2009,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,201311009009,2013,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,201711009009,2017,Berlin-Treptow-Köpenick,,Berlin,BE
11010010,200911010010,2009,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,201311010010,2013,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,201711010010,2017,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11011011,200911011011,2009,Berlin-Lichtenberg,,Berlin,BE
11011011,201311011011,2013,Berlin-Lichtenberg,,Berlin,BE
11011011,201711011011,2017,Berlin-Lichtenberg,,Berlin,BE
11012012,200911012012,2009,Berlin-Reinickendorf,,Berlin,BE
11012012,201311012012,2013,Berlin-Reinickendorf,,Berlin,BE
11012012,201711012012,2017,Berlin-Reinickendorf,,Berlin,BE
