,YearSchluessel,Year,Stadt-/Landkreis,Wanderungssaldo je 10 000: Männer 18 bis 29 Jahre,Wanderungssaldo je 10.000: Frauen 18 bis 29 Jahre,LAND_NAME,LAND_ABK
6431,201306431,2013,Landkreis Bergstrasse,103.30000000000001,-6.9,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,-32.1,-73.8,Hessen,HE
6432,200206432,2002,Landkreis Darmstadt-Dieburg,102.5,182.70000000000002,Hessen,HE
6432,200506432,2005,Landkreis Darmstadt-Dieburg,-132.5,1.1,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,66.0,45.6,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,75.2,60.6,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,-35.5,-1.6,Hessen,HE
6433,200206433,2002,Landkreis Groß-Gerau,290.6,293.40000000000003,Hessen,HE
6433,200506433,2005,Landkreis Groß-Gerau,13.600000000000001,110.30000000000001,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,69.0,107.10000000000001,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,307.70000000000005,218.20000000000002,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,227.70000000000002,220.5,Hessen,HE
6434,200206434,2002,Hochtaunuskreis,27.900000000000002,171.60000000000002,Hessen,HE
6434,200506434,2005,Hochtaunuskreis,-105.80000000000001,-55.0,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,-60.900000000000006,-37.4,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,-10.3,-2.4000000000000004,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,-78.60000000000001,-86.4,Hessen,HE
6435,200206435,2002,Main-Kinzig-Kreis,95.7,99.7,Hessen,HE
6435,200506435,2005,Main-Kinzig-Kreis,-15.600000000000001,27.1,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,-25.0,-13.100000000000001,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,154.60000000000002,83.7,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,-32.1,1.1,Hessen,HE
6436,200206436,2002,Main-Taunus-Kreis,120.10000000000001,296.1,Hessen,HE
6436,200506436,2005,Main-Taunus-Kreis,-44.1,100.9,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,86.9,142.70000000000002,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,299.7,259.1,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,86.80000000000001,81.7,Hessen,HE
6437,200206437,2002,Odenwaldkreis,1.5,27.0,Hessen,HE
6437,200506437,2005,Odenwaldkreis,-238.9,-98.30000000000001,Hessen,HE
6437,200906437,2009,Odenwaldkreis,-243.0,-154.3,Hessen,HE
6437,201306437,2013,Odenwaldkreis,-152.5,-198.0,Hessen,HE
6437,201706437,2017,Odenwaldkreis,-103.0,-94.60000000000001,Hessen,HE
6438,200206438,2002,Landkreis Offenbach,197.4,232.5,Hessen,HE
6438,200506438,2005,Landkreis Offenbach,-59.1,18.5,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,98.5,96.2,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,229.20000000000002,168.4,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,108.10000000000001,135.20000000000002,Hessen,HE
6439,200206439,2002,Rheingau-Taunus-Kreis,-24.3,223.9,Hessen,HE
6439,200506439,2005,Rheingau-Taunus-Kreis,-98.9,-73.60000000000001,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,-36.5,-133.1,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,28.6,-71.8,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,-148.4,-52.5,Hessen,HE
6440,200206440,2002,Wetteraukreis,64.2,220.0,Hessen,HE
6440,200506440,2005,Wetteraukreis,-46.300000000000004,-20.0,Hessen,HE
6440,200906440,2009,Wetteraukreis,-75.5,31.900000000000002,Hessen,HE
6440,201306440,2013,Wetteraukreis,130.9,87.60000000000001,Hessen,HE
6440,201706440,2017,Wetteraukreis,14.700000000000001,-8.9,Hessen,HE
6531,200206531,2002,Landkreis Gießen,275.7,268.90000000000003,Hessen,HE
6531,200506531,2005,Landkreis Gießen,113.0,235.0,Hessen,HE
6531,200906531,2009,Landkreis Gießen,389.5,373.90000000000003,Hessen,HE
6531,201306531,2013,Landkreis Gießen,363.90000000000003,234.10000000000002,Hessen,HE
6531,201706531,2017,Landkreis Gießen,216.20000000000002,361.40000000000003,Hessen,HE
6532,200206532,2002,Lahn-Dill Kreis,-51.2,32.4,Hessen,HE
6532,200506532,2005,Lahn-Dill Kreis,-59.300000000000004,-40.0,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,-126.9,-138.20000000000002,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,9.0,-115.2,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,-78.0,-59.900000000000006,Hessen,HE
6533,200206533,2002,Landkreis Limburg-Weilburg,-36.5,-2.7,Hessen,HE
6533,200506533,2005,Landkreis Limburg-Weilburg,-96.80000000000001,-103.7,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,-121.10000000000001,-222.10000000000002,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,33.2,-127.30000000000001,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,-173.10000000000002,-87.80000000000001,Hessen,HE
6534,200206534,2002,Landkreis Marburg-Biedenkopf,147.5,177.8,Hessen,HE
6534,200506534,2005,Landkreis Marburg-Biedenkopf,176.10000000000002,181.10000000000002,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,114.60000000000001,96.7,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,353.0,186.60000000000002,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,305.0,381.40000000000003,Hessen,HE
6535,200206535,2002,Vogelsbergkreis,-20.1,-109.60000000000001,Hessen,HE
6535,200506535,2005,Vogelsbergkreis,-251.5,-267.8,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,-259.40000000000003,-430.0,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,-72.60000000000001,-393.3,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,-139.0,-213.8,Hessen,HE
6611,200206611,2002,Kassel,395.6,366.40000000000003,Hessen,HE
6611,200506611,2005,Kassel,377.1,400.8,Hessen,HE
6611,200906611,2009,Kassel,569.7,372.90000000000003,Hessen,HE
6611,201306611,2013,Kassel,515.5,410.0,Hessen,HE
6611,201706611,2017,Kassel,586.2,484.0,Hessen,HE
6631,200206631,2002,Landkreis Fulda,67.7,65.60000000000001,Hessen,HE
6631,200506631,2005,Landkreis Fulda,-113.10000000000001,-47.800000000000004,Hessen,HE
6631,200906631,2009,Landkreis Fulda,-17.8,-80.2,Hessen,HE
6631,201306631,2013,Landkreis Fulda,97.2,-15.100000000000001,Hessen,HE
6631,201706631,2017,Landkreis Fulda,36.4,-55.6,Hessen,HE
6632,200206632,2002,Landkreis Hersfeld-Rotenburg,-116.2,-165.10000000000002,Hessen,HE
6632,200506632,2005,Landkreis Hersfeld-Rotenburg,-214.10000000000002,-144.6,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,-214.70000000000002,-199.70000000000002,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,-30.6,-131.6,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,22.6,-34.2,Hessen,HE
6633,200206633,2002,Landkreis Kassel (Land),-119.30000000000001,-36.1,Hessen,HE
6633,200506633,2005,Landkreis Kassel (Land),-229.3,-169.60000000000002,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),-142.70000000000002,-168.3,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),-140.3,-266.0,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),-222.3,-121.4,Hessen,HE
6634,200206634,2002,Schwalm-Eder Kreis,-53.1,-106.80000000000001,Hessen,HE
6634,200506634,2005,Schwalm-Eder Kreis,-301.2,-161.3,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,-182.8,-316.20000000000005,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,-105.80000000000001,-232.4,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,-261.2,-89.4,Hessen,HE
6635,200206635,2002,Landkreis Waldeck-Frankenberg,-81.0,-12.9,Hessen,HE
6635,200506635,2005,Landkreis Waldeck-Frankenberg,-185.3,-171.20000000000002,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,-238.9,-242.3,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,-118.4,-250.8,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,-269.8,-223.8,Hessen,HE
6636,200206636,2002,Werra-Meißner Kreis,-197.20000000000002,-167.70000000000002,Hessen,HE
6636,200506636,2005,Werra-Meißner Kreis,-223.70000000000002,-309.3,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,-253.10000000000002,-272.40000000000003,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,-124.5,-108.30000000000001,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,15.600000000000001,121.0,Hessen,HE
7111,200207111,2002,Koblenz,329.5,394.70000000000005,Rheinland-Pfalz,RP
7111,200507111,2005,Koblenz,302.8,266.90000000000003,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,394.5,405.90000000000003,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,735.9000000000001,654.5,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,565.8000000000001,255.60000000000002,Rheinland-Pfalz,RP
7131,200207131,2002,Landkreis Ahrweiler,48.1,28.6,Rheinland-Pfalz,RP
7131,200507131,2005,Landkreis Ahrweiler,-223.3,-176.10000000000002,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,-84.30000000000001,-158.70000000000002,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,-120.7,-110.60000000000001,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,42.2,-49.900000000000006,Rheinland-Pfalz,RP
7132,200207132,2002,Landkreis Altenkirchen (Westerwald),-47.400000000000006,-123.5,Rheinland-Pfalz,RP
7132,200507132,2005,Landkreis Altenkirchen (Westerwald),-262.0,-173.0,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),-133.6,-215.8,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),-215.3,-266.6,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),-154.4,-88.0,Rheinland-Pfalz,RP
7133,200207133,2002,Landkreis Bad Kreuznach,-50.400000000000006,18.1,Rheinland-Pfalz,RP
7133,200507133,2005,Landkreis Bad Kreuznach,-106.4,-198.3,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,-106.2,-186.9,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,-56.800000000000004,-86.0,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,-78.9,-95.30000000000001,Rheinland-Pfalz,RP
7134,200207134,2002,Landkreis Birkenfeld,-27.6,,Rheinland-Pfalz,RP
7134,200507134,2005,Landkreis Birkenfeld,-238.5,-161.70000000000002,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,-409.6,-234.5,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,-60.7,-239.5,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,94.9,-4.2,Rheinland-Pfalz,RP
7135,200207135,2002,Landkreis Cochem-Zell,-4.5,74.2,Rheinland-Pfalz,RP
7135,200507135,2005,Landkreis Cochem-Zell,-257.5,-238.60000000000002,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,-221.60000000000002,-400.8,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,-139.9,-315.8,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,-193.5,-135.9,Rheinland-Pfalz,RP
7137,200207137,2002,Landkreis Mayen-Koblenz,8.0,104.5,Rheinland-Pfalz,RP
7137,200507137,2005,Landkreis Mayen-Koblenz,-106.9,-114.9,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,-56.5,-169.70000000000002,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,-31.1,-77.2,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,-1.4000000000000001,47.7,Rheinland-Pfalz,RP
7138,200207138,2002,Landkreis Neuwied,-25.1,39.7,Rheinland-Pfalz,RP
7138,200507138,2005,Landkreis Neuwied,-188.8,-197.20000000000002,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,-174.3,-240.9,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,-139.1,-111.80000000000001,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,-172.10000000000002,-133.6,Rheinland-Pfalz,RP
7140,200207140,2002,Rhein-Hunsrück-Kreis,-50.900000000000006,22.200000000000003,Rheinland-Pfalz,RP
7140,200507140,2005,Rhein-Hunsrück-Kreis,-250.10000000000002,-144.1,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,-275.0,-304.3,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,-88.10000000000001,-117.4,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,-186.9,-159.5,Rheinland-Pfalz,RP
7141,200207141,2002,Rhein-Lahn-Kreis,-23.900000000000002,20.200000000000003,Rheinland-Pfalz,RP
7141,200507141,2005,Rhein-Lahn-Kreis,-238.8,-258.3,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,-246.10000000000002,-219.70000000000002,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,-92.0,-201.60000000000002,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,-129.1,-177.70000000000002,Rheinland-Pfalz,RP
7143,200207143,2002,Westerwaldkreis,-63.6,15.5,Rheinland-Pfalz,RP
7143,200507143,2005,Westerwaldkreis,-178.3,-169.8,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,-185.3,-233.0,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,-82.2,-158.8,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,-151.4,-87.60000000000001,Rheinland-Pfalz,RP
7211,200207211,2002,Trier,443.8,494.1,Rheinland-Pfalz,RP
7211,200507211,2005,Trier,200.0,156.0,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,397.20000000000005,215.70000000000002,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,668.9000000000001,245.8,Rheinland-Pfalz,RP
7211,201707211,2017,Trier,244.20000000000002,303.6,Rheinland-Pfalz,RP
7231,200207231,2002,Landkreis Bernkastel-Wittlich,15.200000000000001,-39.900000000000006,Rheinland-Pfalz,RP
7231,200507231,2005,Landkreis Bernkastel-Wittlich,-130.4,-165.10000000000002,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,-266.2,-239.60000000000002,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,-98.9,-130.0,Rheinland-Pfalz,RP
7231,201707231,2017,Landkreis Bernkastel-Wittlich,-156.5,-155.3,Rheinland-Pfalz,RP
7232,200207232,2002,Eifelkreis Bitburg-Prüm,-147.8,-80.7,Rheinland-Pfalz,RP
7232,200507232,2005,Eifelkreis Bitburg-Prüm,-49.900000000000006,-35.2,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,-86.7,-193.20000000000002,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,55.7,-87.7,Rheinland-Pfalz,RP
7232,201707232,2017,Eifelkreis Bitburg-Prüm,-193.3,-98.5,Rheinland-Pfalz,RP
7233,200207233,2002,Landkreis Vulkaneifel,-221.4,-128.5,Rheinland-Pfalz,RP
7233,200507233,2005,Landkreis Vulkaneifel,-196.9,-242.3,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,-289.8,-238.70000000000002,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,-288.90000000000003,-341.1,Rheinland-Pfalz,RP
7233,201707233,2017,Landkreis Vulkaneifel,-125.7,-222.9,Rheinland-Pfalz,RP
7235,200207235,2002,Landkreis Trier-Saarburg,-52.5,5.9,Rheinland-Pfalz,RP
7235,200507235,2005,Landkreis Trier-Saarburg,-96.10000000000001,-44.800000000000004,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,-110.80000000000001,36.300000000000004,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,-166.70000000000002,-89.30000000000001,Rheinland-Pfalz,RP
7235,201707235,2017,Landkreis Trier-Saarburg,-17.5,-146.6,Rheinland-Pfalz,RP
7311,200207311,2002,Frankenthal (Pfalz),42.900000000000006,55.300000000000004,Rheinland-Pfalz,RP
7311,200507311,2005,Frankenthal (Pfalz),-153.8,-32.0,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),57.400000000000006,59.400000000000006,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),274.5,245.4,Rheinland-Pfalz,RP
7311,201707311,2017,Frankenthal (Pfalz),-61.5,21.1,Rheinland-Pfalz,RP
7312,200207312,2002,Kaiserslautern,364.0,329.40000000000003,Rheinland-Pfalz,RP
7312,200507312,2005,Kaiserslautern,186.4,55.900000000000006,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,1446.5,1013.5,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,452.8,223.0,Rheinland-Pfalz,RP
7312,201707312,2017,Kaiserslautern,432.70000000000005,300.3,Rheinland-Pfalz,RP
7313,200207313,2002,Landau in der Pfalz,362.5,284.90000000000003,Rheinland-Pfalz,RP
7313,200507313,2005,Landau in der Pfalz,161.70000000000002,402.40000000000003,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,212.3,-290.2,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,512.0,499.1,Rheinland-Pfalz,RP
7313,201707313,2017,Landau in der Pfalz,361.5,403.3,Rheinland-Pfalz,RP
7314,200207314,2002,Ludwigshafen am Rhein,209.60000000000002,403.8,Rheinland-Pfalz,RP
7314,200507314,2005,Ludwigshafen am Rhein,213.70000000000002,315.0,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,55.2,179.60000000000002,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,309.40000000000003,254.8,Rheinland-Pfalz,RP
7314,201707314,2017,Ludwigshafen am Rhein,437.5,265.3,Rheinland-Pfalz,RP
7315,200207315,2002,Mainz,484.8,579.6,Rheinland-Pfalz,RP
7315,200507315,2005,Mainz,1938.3000000000002,2382.3,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,444.8,373.0,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,594.7,477.40000000000003,Rheinland-Pfalz,RP
7315,201707315,2017,Mainz,582.7,582.4,Rheinland-Pfalz,RP
7316,200207316,2002,Neustadt an der Weinstrasse,-15.4,44.2,Rheinland-Pfalz,RP
7316,200507316,2005,Neustadt an der Weinstrasse,-140.3,-83.5,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,-66.60000000000001,154.70000000000002,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,216.10000000000002,92.0,Rheinland-Pfalz,RP
7316,201707316,2017,Neustadt an der Weinstrasse,213.4,-161.4,Rheinland-Pfalz,RP
7317,200207317,2002,Pirmasens,46.0,-33.300000000000004,Rheinland-Pfalz,RP
7317,200507317,2005,Pirmasens,-195.5,-84.7,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,57.800000000000004,-358.90000000000003,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,186.3,-59.1,Rheinland-Pfalz,RP
7317,201707317,2017,Pirmasens,343.0,201.5,Rheinland-Pfalz,RP
7318,200207318,2002,Speyer,275.90000000000003,159.9,Rheinland-Pfalz,RP
7318,200507318,2005,Speyer,-90.2,171.20000000000002,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,14.5,48.400000000000006,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,129.5,9.600000000000001,Rheinland-Pfalz,RP
7318,201707318,2017,Speyer,567.0,152.8,Rheinland-Pfalz,RP
7319,200207319,2002,Worms,251.20000000000002,158.20000000000002,Rheinland-Pfalz,RP
7319,200507319,2005,Worms,158.10000000000002,87.4,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,68.8,153.0,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,509.6,220.20000000000002,Rheinland-Pfalz,RP
7319,201707319,2017,Worms,355.70000000000005,140.6,Rheinland-Pfalz,RP
7320,200207320,2002,Zweibrücken,328.3,229.5,Rheinland-Pfalz,RP
7320,200507320,2005,Zweibrücken,46.2,-153.0,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,-89.2,-287.90000000000003,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,-14.5,17.8,Rheinland-Pfalz,RP
7320,201707320,2017,Zweibrücken,36.5,98.2,Rheinland-Pfalz,RP
7331,200207331,2002,Landkreis Alzey-Worms,-1.2000000000000002,45.1,Rheinland-Pfalz,RP
7331,200507331,2005,Landkreis Alzey-Worms,-291.1,-196.3,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,-216.20000000000002,-277.2,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,-71.4,-197.4,Rheinland-Pfalz,RP
7331,201707331,2017,Landkreis Alzey-Worms,-136.1,-126.5,Rheinland-Pfalz,RP
7332,200207332,2002,Landkreis Bad Dürkheim,-26.8,6.6000000000000005,Rheinland-Pfalz,RP
7332,200507332,2005,Landkreis Bad Dürkheim,-172.3,-114.0,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,-226.9,-267.0,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,-51.300000000000004,-150.20000000000002,Rheinland-Pfalz,RP
7332,201707332,2017,Landkreis Bad Dürkheim,-290.2,-120.4,Rheinland-Pfalz,RP
7333,200207333,2002,Donnersbergkreis,-168.8,-22.1,Rheinland-Pfalz,RP
7333,200507333,2005,Donnersbergkreis,-231.10000000000002,-361.70000000000005,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,-377.8,-299.7,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,-214.5,-166.70000000000002,Rheinland-Pfalz,RP
7333,201707333,2017,Donnersbergkreis,-386.5,-210.9,Rheinland-Pfalz,RP
7334,200207334,2002,Landkreis Germersheim,-25.5,71.7,Rheinland-Pfalz,RP
7334,200507334,2005,Landkreis Germersheim,-119.9,-11.3,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,-148.3,-172.9,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,80.5,100.60000000000001,Rheinland-Pfalz,RP
7334,201707334,2017,Landkreis Germersheim,-91.2,-190.60000000000002,Rheinland-Pfalz,RP
7335,200207335,2002,Landkreis Kaiserslautern (Land),-97.80000000000001,,Rheinland-Pfalz,RP
7335,200507335,2005,Landkreis Kaiserslautern (Land),-243.3,-101.4,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),-341.1,-294.40000000000003,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),-203.60000000000002,-266.3,Rheinland-Pfalz,RP
7335,201707335,2017,Landkreis Kaiserslautern (Land),-130.20000000000002,-97.2,Rheinland-Pfalz,RP
7336,200207336,2002,Landkreis Kusel,-116.80000000000001,-64.7,Rheinland-Pfalz,RP
7336,200507336,2005,Landkreis Kusel,-260.5,-230.8,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,-218.3,-227.0,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,-243.10000000000002,-240.70000000000002,Rheinland-Pfalz,RP
7336,201707336,2017,Landkreis Kusel,-80.10000000000001,-126.9,Rheinland-Pfalz,RP
7337,200207337,2002,Landkreis Südliche Weinstrasse,-61.6,-7.7,Rheinland-Pfalz,RP
7337,200507337,2005,Landkreis Südliche Weinstrasse,-182.5,-191.9,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,-198.0,-268.40000000000003,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,-51.5,-68.7,Rheinland-Pfalz,RP
7337,201707337,2017,Landkreis Südliche Weinstrasse,-361.90000000000003,-254.3,Rheinland-Pfalz,RP
7338,200207338,2002,Rhein-Pfalz-Kreis,45.2,47.300000000000004,Rheinland-Pfalz,RP
7338,200507338,2005,Rhein-Pfalz-Kreis,-93.5,-123.10000000000001,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,-161.10000000000002,-220.0,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,62.7,8.1,Rheinland-Pfalz,RP
7338,201707338,2017,Rhein-Pfalz-Kreis,-82.5,-29.5,Rheinland-Pfalz,RP
7339,200207339,2002,Landkreis Mainz-Bingen,149.8,225.9,Rheinland-Pfalz,RP
7339,200507339,2005,Landkreis Mainz-Bingen,-178.8,-62.5,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,-89.10000000000001,-44.1,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,46.400000000000006,-71.9,Rheinland-Pfalz,RP
7339,201707339,2017,Landkreis Mainz-Bingen,-211.3,-86.60000000000001,Rheinland-Pfalz,RP
7340,200207340,2002,Landkreis Südwestpfalz,-105.5,-36.9,Rheinland-Pfalz,RP
7340,200507340,2005,Landkreis Südwestpfalz,-194.0,-243.20000000000002,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,-275.2,-222.8,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,-176.4,-218.8,Rheinland-Pfalz,RP
7340,201707340,2017,Landkreis Südwestpfalz,-287.0,-163.3,Rheinland-Pfalz,RP
8111,200208111,2002,Stuttgart,534.3000000000001,477.0,Baden-Württemberg,BW
8111,200508111,2005,Stuttgart,585.4,593.1,Baden-Württemberg,BW
8111,200908111,2009,Stuttgart,489.40000000000003,491.8,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,699.8000000000001,635.9000000000001,Baden-Württemberg,BW
8111,201708111,2017,Stuttgart,632.5,611.0,Baden-Württemberg,BW
8115,200208115,2002,Landkreis Böblingen,205.8,236.9,Baden-Württemberg,BW
8115,200508115,2005,Landkreis Böblingen,34.5,90.7,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,-91.5,-59.1,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,283.90000000000003,216.4,Baden-Württemberg,BW
