,YearSchluessel,Year,Stadt-/Landkreis,Wanderungssaldo je 10.000 Einwohner,LAND_NAME,LAND_ABK
5974,200905974,2009,Kreis Soest,-8.0,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,7.1000000000000005,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,19.1,Nordrhein-Westfalen,NW
5978,199505978,1995,Kreis Unna,116.80000000000001,Nordrhein-Westfalen,NW
5978,200005978,2000,Kreis Unna,40.400000000000006,Nordrhein-Westfalen,NW
5978,200505978,2005,Kreis Unna,-33.0,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,-27.5,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,12.8,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,28.700000000000003,Nordrhein-Westfalen,NW
6411,199506411,1995,Darmstadt,9.9,Hessen,HE
6411,200006411,2000,Darmstadt,44.400000000000006,Hessen,HE
6411,200506411,2005,Darmstadt,20.3,Hessen,HE
6411,200906411,2009,Darmstadt,64.8,Hessen,HE
6411,201306411,2013,Darmstadt,114.80000000000001,Hessen,HE
6411,201706411,2017,Darmstadt,30.1,Hessen,HE
6412,199506412,1995,Frankfurt (Main),-17.8,Hessen,HE
6412,200006412,2000,Frankfurt (Main),42.0,Hessen,HE
6412,200506412,2005,Frankfurt (Main),47.1,Hessen,HE
6412,200906412,2009,Frankfurt (Main),77.2,Hessen,HE
6412,201306412,2013,Frankfurt (Main),150.3,Hessen,HE
6412,201706412,2017,Frankfurt (Main),90.7,Hessen,HE
6413,199506413,1995,Offenbach am Main,18.1,Hessen,HE
6413,200006413,2000,Offenbach am Main,68.60000000000001,Hessen,HE
6413,200506413,2005,Offenbach am Main,-50.7,Hessen,HE
6413,200906413,2009,Offenbach am Main,-56.400000000000006,Hessen,HE
6413,201306413,2013,Offenbach am Main,119.80000000000001,Hessen,HE
6413,201706413,2017,Offenbach am Main,121.0,Hessen,HE
6414,199506414,1995,Wiesbaden,61.800000000000004,Hessen,HE
6414,200006414,2000,Wiesbaden,61.900000000000006,Hessen,HE
6414,200506414,2005,Wiesbaden,19.5,Hessen,HE
6414,200906414,2009,Wiesbaden,23.3,Hessen,HE
6414,201306414,2013,Wiesbaden,44.900000000000006,Hessen,HE
6414,201706414,2017,Wiesbaden,18.6,Hessen,HE
6431,199506431,1995,Landkreis Bergstrasse,57.0,Hessen,HE
6431,200006431,2000,Landkreis Bergstrasse,50.2,Hessen,HE
6431,200506431,2005,Landkreis Bergstrasse,19.3,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,1.7000000000000002,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,61.5,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,56.6,Hessen,HE
6432,199506432,1995,Landkreis Darmstadt-Dieburg,72.7,Hessen,HE
6432,200006432,2000,Landkreis Darmstadt-Dieburg,34.9,Hessen,HE
6432,200506432,2005,Landkreis Darmstadt-Dieburg,-26.1,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,16.7,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,48.900000000000006,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,56.5,Hessen,HE
6433,199506433,1995,Landkreis Groß-Gerau,78.60000000000001,Hessen,HE
6433,200006433,2000,Landkreis Groß-Gerau,29.900000000000002,Hessen,HE
6433,200506433,2005,Landkreis Groß-Gerau,-27.400000000000002,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,7.4,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,98.4,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,71.8,Hessen,HE
6434,199506434,1995,Hochtaunuskreis,34.0,Hessen,HE
6434,200006434,2000,Hochtaunuskreis,73.2,Hessen,HE
6434,200506434,2005,Hochtaunuskreis,-8.5,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,35.4,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,59.900000000000006,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,56.6,Hessen,HE
6435,199506435,1995,Main-Kinzig-Kreis,74.4,Hessen,HE
6435,200006435,2000,Main-Kinzig-Kreis,39.1,Hessen,HE
6435,200506435,2005,Main-Kinzig-Kreis,1.9000000000000001,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,9.8,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,65.10000000000001,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,48.1,Hessen,HE
6436,199506436,1995,Main-Taunus-Kreis,37.0,Hessen,HE
6436,200006436,2000,Main-Taunus-Kreis,73.60000000000001,Hessen,HE
6436,200506436,2005,Main-Taunus-Kreis,-15.3,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,22.900000000000002,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,88.10000000000001,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,50.400000000000006,Hessen,HE
6437,199506437,1995,Odenwaldkreis,67.2,Hessen,HE
6437,200006437,2000,Odenwaldkreis,44.900000000000006,Hessen,HE
6437,200506437,2005,Odenwaldkreis,-13.600000000000001,Hessen,HE
6437,200906437,2009,Odenwaldkreis,-22.6,Hessen,HE
6437,201306437,2013,Odenwaldkreis,4.1000000000000005,Hessen,HE
6437,201706437,2017,Odenwaldkreis,63.6,Hessen,HE
6438,199506438,1995,Landkreis Offenbach,49.5,Hessen,HE
6438,200006438,2000,Landkreis Offenbach,34.300000000000004,Hessen,HE
6438,200506438,2005,Landkreis Offenbach,-38.2,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,13.9,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,65.9,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,44.0,Hessen,HE
6439,199506439,1995,Rheingau-Taunus-Kreis,51.7,Hessen,HE
6439,200006439,2000,Rheingau-Taunus-Kreis,12.4,Hessen,HE
6439,200506439,2005,Rheingau-Taunus-Kreis,-9.600000000000001,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,10.600000000000001,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,48.400000000000006,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,73.4,Hessen,HE
6440,199506440,1995,Wetteraukreis,79.9,Hessen,HE
6440,200006440,2000,Wetteraukreis,55.800000000000004,Hessen,HE
6440,200506440,2005,Wetteraukreis,10.600000000000001,Hessen,HE
6440,200906440,2009,Wetteraukreis,9.600000000000001,Hessen,HE
6440,201306440,2013,Wetteraukreis,78.30000000000001,Hessen,HE
6440,201706440,2017,Wetteraukreis,66.4,Hessen,HE
6531,199506531,1995,Landkreis Gießen,89.60000000000001,Hessen,HE
6531,200006531,2000,Landkreis Gießen,13.4,Hessen,HE
6531,200506531,2005,Landkreis Gießen,-6.7,Hessen,HE
6531,200906531,2009,Landkreis Gießen,32.1,Hessen,HE
6531,201306531,2013,Landkreis Gießen,44.7,Hessen,HE
6531,201706531,2017,Landkreis Gießen,50.900000000000006,Hessen,HE
6532,199506532,1995,Lahn-Dill Kreis,67.4,Hessen,HE
6532,200006532,2000,Lahn-Dill Kreis,12.3,Hessen,HE
6532,200506532,2005,Lahn-Dill Kreis,-11.700000000000001,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,-34.800000000000004,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,5.0,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,33.6,Hessen,HE
6533,199506533,1995,Landkreis Limburg-Weilburg,122.7,Hessen,HE
6533,200006533,2000,Landkreis Limburg-Weilburg,16.3,Hessen,HE
6533,200506533,2005,Landkreis Limburg-Weilburg,-10.8,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,-40.2,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,32.800000000000004,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,19.1,Hessen,HE
6534,199506534,1995,Landkreis Marburg-Biedenkopf,20.6,Hessen,HE
6534,200006534,2000,Landkreis Marburg-Biedenkopf,-17.1,Hessen,HE
6534,200506534,2005,Landkreis Marburg-Biedenkopf,-4.1000000000000005,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,-6.9,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,37.9,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,70.2,Hessen,HE
6535,199506535,1995,Vogelsbergkreis,27.3,Hessen,HE
6535,200006535,2000,Vogelsbergkreis,9.0,Hessen,HE
6535,200506535,2005,Vogelsbergkreis,-46.800000000000004,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,-72.10000000000001,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,-7.0,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,34.9,Hessen,HE
6611,199506611,1995,Kassel,11.200000000000001,Hessen,HE
6611,200006611,2000,Kassel,-53.7,Hessen,HE
6611,200506611,2005,Kassel,9.4,Hessen,HE
6611,200906611,2009,Kassel,47.5,Hessen,HE
6611,201306611,2013,Kassel,74.0,Hessen,HE
6611,201706611,2017,Kassel,80.0,Hessen,HE
6631,199506631,1995,Landkreis Fulda,115.5,Hessen,HE
6631,200006631,2000,Landkreis Fulda,15.8,Hessen,HE
6631,200506631,2005,Landkreis Fulda,-13.700000000000001,Hessen,HE
6631,200906631,2009,Landkreis Fulda,-10.8,Hessen,HE
6631,201306631,2013,Landkreis Fulda,29.8,Hessen,HE
6631,201706631,2017,Landkreis Fulda,34.0,Hessen,HE
6632,199506632,1995,Landkreis Hersfeld-Rotenburg,34.2,Hessen,HE
6632,200006632,2000,Landkreis Hersfeld-Rotenburg,-9.700000000000001,Hessen,HE
6632,200506632,2005,Landkreis Hersfeld-Rotenburg,-16.5,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,-38.6,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,17.3,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,49.1,Hessen,HE
6633,199506633,1995,Landkreis Kassel (Land),111.4,Hessen,HE
6633,200006633,2000,Landkreis Kassel (Land),39.1,Hessen,HE
6633,200506633,2005,Landkreis Kassel (Land),-17.6,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),-5.9,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),21.3,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),32.9,Hessen,HE
6634,199506634,1995,Schwalm-Eder Kreis,97.7,Hessen,HE
6634,200006634,2000,Schwalm-Eder Kreis,12.5,Hessen,HE
6634,200506634,2005,Schwalm-Eder Kreis,-36.300000000000004,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,-37.300000000000004,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,7.300000000000001,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,26.6,Hessen,HE
6635,199506635,1995,Landkreis Waldeck-Frankenberg,98.10000000000001,Hessen,HE
6635,200006635,2000,Landkreis Waldeck-Frankenberg,5.2,Hessen,HE
6635,200506635,2005,Landkreis Waldeck-Frankenberg,-25.5,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,-45.0,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,8.200000000000001,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,-1.1,Hessen,HE
6636,199506636,1995,Werra-Meißner Kreis,17.3,Hessen,HE
6636,200006636,2000,Werra-Meißner Kreis,-47.300000000000004,Hessen,HE
6636,200506636,2005,Werra-Meißner Kreis,-55.300000000000004,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,-40.800000000000004,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,20.6,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,82.60000000000001,Hessen,HE
7111,199507111,1995,Koblenz,-9.4,Rheinland-Pfalz,RP
7111,200007111,2000,Koblenz,7.1000000000000005,Rheinland-Pfalz,RP
7111,200507111,2005,Koblenz,-25.0,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,49.1,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,106.2,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,36.5,Rheinland-Pfalz,RP
7131,199507131,1995,Landkreis Ahrweiler,142.0,Rheinland-Pfalz,RP
7131,200007131,2000,Landkreis Ahrweiler,58.6,Rheinland-Pfalz,RP
7131,200507131,2005,Landkreis Ahrweiler,1.5,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,17.7,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,65.3,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,79.4,Rheinland-Pfalz,RP
7132,199507132,1995,Landkreis Altenkirchen (Westerwald),83.10000000000001,Rheinland-Pfalz,RP
7132,200007132,2000,Landkreis Altenkirchen (Westerwald),1.2000000000000002,Rheinland-Pfalz,RP
7132,200507132,2005,Landkreis Altenkirchen (Westerwald),-9.5,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),-24.8,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),-20.900000000000002,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),26.200000000000003,Rheinland-Pfalz,RP
7133,199507133,1995,Landkreis Bad Kreuznach,80.5,Rheinland-Pfalz,RP
7133,200007133,2000,Landkreis Bad Kreuznach,47.2,Rheinland-Pfalz,RP
7133,200507133,2005,Landkreis Bad Kreuznach,8.6,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,-14.0,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,38.400000000000006,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,44.1,Rheinland-Pfalz,RP
7134,199507134,1995,Landkreis Birkenfeld,31.700000000000003,Rheinland-Pfalz,RP
7134,200007134,2000,Landkreis Birkenfeld,38.800000000000004,Rheinland-Pfalz,RP
7134,200507134,2005,Landkreis Birkenfeld,-61.900000000000006,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,-64.0,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,15.9,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,62.2,Rheinland-Pfalz,RP
7135,199507135,1995,Landkreis Cochem-Zell,22.3,Rheinland-Pfalz,RP
7135,200007135,2000,Landkreis Cochem-Zell,22.900000000000002,Rheinland-Pfalz,RP
7135,200507135,2005,Landkreis Cochem-Zell,-23.8,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,-32.9,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,19.0,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,24.400000000000002,Rheinland-Pfalz,RP
7137,199507137,1995,Landkreis Mayen-Koblenz,104.0,Rheinland-Pfalz,RP
7137,200007137,2000,Landkreis Mayen-Koblenz,60.1,Rheinland-Pfalz,RP
7137,200507137,2005,Landkreis Mayen-Koblenz,11.600000000000001,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,-16.7,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,24.8,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,50.5,Rheinland-Pfalz,RP
7138,199507138,1995,Landkreis Neuwied,172.10000000000002,Rheinland-Pfalz,RP
7138,200007138,2000,Landkreis Neuwied,33.9,Rheinland-Pfalz,RP
7138,200507138,2005,Landkreis Neuwied,-15.700000000000001,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,-17.6,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,24.5,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,39.1,Rheinland-Pfalz,RP
7140,199507140,1995,Rhein-Hunsrück-Kreis,150.0,Rheinland-Pfalz,RP
7140,200007140,2000,Rhein-Hunsrück-Kreis,40.800000000000004,Rheinland-Pfalz,RP
7140,200507140,2005,Rhein-Hunsrück-Kreis,-5.2,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,-37.800000000000004,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,16.5,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,30.5,Rheinland-Pfalz,RP
7141,199507141,1995,Rhein-Lahn-Kreis,79.2,Rheinland-Pfalz,RP
7141,200007141,2000,Rhein-Lahn-Kreis,43.1,Rheinland-Pfalz,RP
7141,200507141,2005,Rhein-Lahn-Kreis,-31.6,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,-30.700000000000003,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,13.5,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,29.6,Rheinland-Pfalz,RP
7143,199507143,1995,Westerwaldkreis,124.7,Rheinland-Pfalz,RP
7143,200007143,2000,Westerwaldkreis,19.700000000000003,Rheinland-Pfalz,RP
7143,200507143,2005,Westerwaldkreis,0.9,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,-33.5,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,30.400000000000002,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,30.900000000000002,Rheinland-Pfalz,RP
7211,199507211,1995,Trier,2.6,Rheinland-Pfalz,RP
7211,200007211,2000,Trier,-37.7,Rheinland-Pfalz,RP
7211,200507211,2005,Trier,-16.8,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,3.9000000000000004,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,76.60000000000001,Rheinland-Pfalz,RP
7211,201707211,2017,Trier,-12.200000000000001,Rheinland-Pfalz,RP
7231,199507231,1995,Landkreis Bernkastel-Wittlich,78.9,Rheinland-Pfalz,RP
7231,200007231,2000,Landkreis Bernkastel-Wittlich,26.1,Rheinland-Pfalz,RP
7231,200507231,2005,Landkreis Bernkastel-Wittlich,-2.9000000000000004,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,-41.5,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,21.900000000000002,Rheinland-Pfalz,RP
7231,201707231,2017,Landkreis Bernkastel-Wittlich,43.300000000000004,Rheinland-Pfalz,RP
7232,199507232,1995,Eifelkreis Bitburg-Prüm,84.80000000000001,Rheinland-Pfalz,RP
7232,200007232,2000,Eifelkreis Bitburg-Prüm,28.5,Rheinland-Pfalz,RP
7232,200507232,2005,Eifelkreis Bitburg-Prüm,54.0,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,-18.400000000000002,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,53.6,Rheinland-Pfalz,RP
7232,201707232,2017,Eifelkreis Bitburg-Prüm,38.2,Rheinland-Pfalz,RP
7233,199507233,1995,Landkreis Vulkaneifel,82.5,Rheinland-Pfalz,RP
7233,200007233,2000,Landkreis Vulkaneifel,17.2,Rheinland-Pfalz,RP
7233,200507233,2005,Landkreis Vulkaneifel,-3.1,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,-8.1,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,-7.9,Rheinland-Pfalz,RP
7233,201707233,2017,Landkreis Vulkaneifel,47.1,Rheinland-Pfalz,RP
7235,199507235,1995,Landkreis Trier-Saarburg,69.3,Rheinland-Pfalz,RP
7235,200007235,2000,Landkreis Trier-Saarburg,23.5,Rheinland-Pfalz,RP
7235,200507235,2005,Landkreis Trier-Saarburg,43.2,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,37.300000000000004,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,57.300000000000004,Rheinland-Pfalz,RP
7235,201707235,2017,Landkreis Trier-Saarburg,64.10000000000001,Rheinland-Pfalz,RP
7311,199507311,1995,Frankenthal (Pfalz),178.4,Rheinland-Pfalz,RP
7311,200007311,2000,Frankenthal (Pfalz),-92.60000000000001,Rheinland-Pfalz,RP
7311,200507311,2005,Frankenthal (Pfalz),-31.200000000000003,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),18.1,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),84.80000000000001,Rheinland-Pfalz,RP
7311,201707311,2017,Frankenthal (Pfalz),10.100000000000001,Rheinland-Pfalz,RP
7312,199507312,1995,Kaiserslautern,19.700000000000003,Rheinland-Pfalz,RP
7312,200007312,2000,Kaiserslautern,1.9000000000000001,Rheinland-Pfalz,RP
7312,200507312,2005,Kaiserslautern,-56.2,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,223.0,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,41.800000000000004,Rheinland-Pfalz,RP
7312,201707312,2017,Kaiserslautern,63.6,Rheinland-Pfalz,RP
7313,199507313,1995,Landau in der Pfalz,137.8,Rheinland-Pfalz,RP
7313,200007313,2000,Landau in der Pfalz,83.5,Rheinland-Pfalz,RP
7313,200507313,2005,Landau in der Pfalz,66.60000000000001,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,21.6,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,65.60000000000001,Rheinland-Pfalz,RP
7313,201707313,2017,Landau in der Pfalz,72.2,Rheinland-Pfalz,RP
7314,199507314,1995,Ludwigshafen am Rhein,-15.600000000000001,Rheinland-Pfalz,RP
7314,200007314,2000,Ludwigshafen am Rhein,-87.10000000000001,Rheinland-Pfalz,RP
7314,200507314,2005,Ludwigshafen am Rhein,3.6,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,3.2,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,82.80000000000001,Rheinland-Pfalz,RP
7314,201707314,2017,Ludwigshafen am Rhein,106.30000000000001,Rheinland-Pfalz,RP
7315,199507315,1995,Mainz,-51.6,Rheinland-Pfalz,RP
7315,200007315,2000,Mainz,-16.1,Rheinland-Pfalz,RP
7315,200507315,2005,Mainz,437.70000000000005,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,2.5,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,68.2,Rheinland-Pfalz,RP
7315,201707315,2017,Mainz,59.0,Rheinland-Pfalz,RP
7316,199507316,1995,Neustadt an der Weinstrasse,7.2,Rheinland-Pfalz,RP
7316,200007316,2000,Neustadt an der Weinstrasse,21.5,Rheinland-Pfalz,RP
7316,200507316,2005,Neustadt an der Weinstrasse,-20.8,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,9.0,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,57.1,Rheinland-Pfalz,RP
7316,201707316,2017,Neustadt an der Weinstrasse,51.800000000000004,Rheinland-Pfalz,RP
7317,199507317,1995,Pirmasens,-38.7,Rheinland-Pfalz,RP
7317,200007317,2000,Pirmasens,-54.400000000000006,Rheinland-Pfalz,RP
7317,200507317,2005,Pirmasens,-24.200000000000003,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,-48.2,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,64.2,Rheinland-Pfalz,RP
7317,201707317,2017,Pirmasens,138.9,Rheinland-Pfalz,RP
7318,199507318,1995,Speyer,42.2,Rheinland-Pfalz,RP
7318,200007318,2000,Speyer,-3.2,Rheinland-Pfalz,RP
7318,200507318,2005,Speyer,51.5,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,7.4,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,27.3,Rheinland-Pfalz,RP
7318,201707318,2017,Speyer,107.80000000000001,Rheinland-Pfalz,RP
7319,199507319,1995,Worms,99.9,Rheinland-Pfalz,RP
7319,200007319,2000,Worms,14.700000000000001,Rheinland-Pfalz,RP
7319,200507319,2005,Worms,45.300000000000004,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,2.4000000000000004,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,86.7,Rheinland-Pfalz,RP
7319,201707319,2017,Worms,68.3,Rheinland-Pfalz,RP
7320,199507320,1995,Zweibrücken,98.9,Rheinland-Pfalz,RP
7320,200007320,2000,Zweibrücken,46.800000000000004,Rheinland-Pfalz,RP
7320,200507320,2005,Zweibrücken,-40.7,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,-74.3,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,44.6,Rheinland-Pfalz,RP
7320,201707320,2017,Zweibrücken,-4.1000000000000005,Rheinland-Pfalz,RP
7331,199507331,1995,Landkreis Alzey-Worms,111.0,Rheinland-Pfalz,RP
7331,200007331,2000,Landkreis Alzey-Worms,85.7,Rheinland-Pfalz,RP
7331,200507331,2005,Landkreis Alzey-Worms,-22.0,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,-20.900000000000002,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,24.900000000000002,Rheinland-Pfalz,RP
7331,201707331,2017,Landkreis Alzey-Worms,39.7,Rheinland-Pfalz,RP
7332,199507332,1995,Landkreis Bad Dürkheim,101.9,Rheinland-Pfalz,RP
7332,200007332,2000,Landkreis Bad Dürkheim,40.0,Rheinland-Pfalz,RP
7332,200507332,2005,Landkreis Bad Dürkheim,40.6,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,5.800000000000001,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,64.8,Rheinland-Pfalz,RP
7332,201707332,2017,Landkreis Bad Dürkheim,25.900000000000002,Rheinland-Pfalz,RP
7333,199507333,1995,Donnersbergkreis,148.6,Rheinland-Pfalz,RP
7333,200007333,2000,Donnersbergkreis,27.8,Rheinland-Pfalz,RP
7333,200507333,2005,Donnersbergkreis,-40.400000000000006,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,-64.60000000000001,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,1.2000000000000002,Rheinland-Pfalz,RP
7333,201707333,2017,Donnersbergkreis,12.4,Rheinland-Pfalz,RP
7334,199507334,1995,Landkreis Germersheim,77.0,Rheinland-Pfalz,RP
7334,200007334,2000,Landkreis Germersheim,19.900000000000002,Rheinland-Pfalz,RP
7334,200507334,2005,Landkreis Germersheim,-6.2,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,-38.800000000000004,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,59.400000000000006,Rheinland-Pfalz,RP
7334,201707334,2017,Landkreis Germersheim,22.400000000000002,Rheinland-Pfalz,RP
7335,199507335,1995,Landkreis Kaiserslautern (Land),106.9,Rheinland-Pfalz,RP
7335,200007335,2000,Landkreis Kaiserslautern (Land),9.200000000000001,Rheinland-Pfalz,RP
7335,200507335,2005,Landkreis Kaiserslautern (Land),-6.7,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),-63.1,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),1.8,Rheinland-Pfalz,RP
