,YearSchluessel,Year,Stadt-/Landkreis,BIP je Arbeitsstunde in EUR,LAND_NAME,LAND_ABK
5124,200505124,2005,Wuppertal,42.7,Nordrhein-Westfalen,NW
5124,200905124,2009,Wuppertal,46.5,Nordrhein-Westfalen,NW
5124,201305124,2013,Wuppertal,51.800000000000004,Nordrhein-Westfalen,NW
5124,201605124,2016,Wuppertal,58.0,Nordrhein-Westfalen,NW
5154,200005154,2000,Kreis Kleve,35.6,Nordrhein-Westfalen,NW
5154,200505154,2005,Kreis Kleve,40.0,Nordrhein-Westfalen,NW
5154,200905154,2009,Kreis Kleve,41.1,Nordrhein-Westfalen,NW
5154,201305154,2013,Kreis Kleve,43.400000000000006,Nordrhein-Westfalen,NW
5154,201605154,2016,Kreis Kleve,46.400000000000006,Nordrhein-Westfalen,NW
5158,200005158,2000,Kreis Mettmann,36.5,Nordrhein-Westfalen,NW
5158,200505158,2005,Kreis Mettmann,41.400000000000006,Nordrhein-Westfalen,NW
5158,200905158,2009,Kreis Mettmann,46.300000000000004,Nordrhein-Westfalen,NW
5158,201305158,2013,Kreis Mettmann,51.7,Nordrhein-Westfalen,NW
5158,201605158,2016,Kreis Mettmann,55.7,Nordrhein-Westfalen,NW
5162,200005162,2000,Rhein-Kreis Neuss,41.2,Nordrhein-Westfalen,NW
5162,200505162,2005,Rhein-Kreis Neuss,51.2,Nordrhein-Westfalen,NW
5162,200905162,2009,Rhein-Kreis Neuss,53.900000000000006,Nordrhein-Westfalen,NW
5162,201305162,2013,Rhein-Kreis Neuss,62.6,Nordrhein-Westfalen,NW
5162,201605162,2016,Rhein-Kreis Neuss,65.4,Nordrhein-Westfalen,NW
5166,200005166,2000,Kreis Viersen,35.2,Nordrhein-Westfalen,NW
5166,200505166,2005,Kreis Viersen,38.5,Nordrhein-Westfalen,NW
5166,200905166,2009,Kreis Viersen,42.300000000000004,Nordrhein-Westfalen,NW
5166,201305166,2013,Kreis Viersen,45.7,Nordrhein-Westfalen,NW
5166,201605166,2016,Kreis Viersen,49.6,Nordrhein-Westfalen,NW
5170,200005170,2000,Kreis Wesel,33.0,Nordrhein-Westfalen,NW
5170,200505170,2005,Kreis Wesel,38.2,Nordrhein-Westfalen,NW
5170,200905170,2009,Kreis Wesel,43.300000000000004,Nordrhein-Westfalen,NW
5170,201305170,2013,Kreis Wesel,48.0,Nordrhein-Westfalen,NW
5170,201605170,2016,Kreis Wesel,50.5,Nordrhein-Westfalen,NW
5314,200005314,2000,Bonn,45.2,Nordrhein-Westfalen,NW
5314,200505314,2005,Bonn,47.800000000000004,Nordrhein-Westfalen,NW
5314,200905314,2009,Bonn,57.900000000000006,Nordrhein-Westfalen,NW
5314,201305314,2013,Bonn,71.3,Nordrhein-Westfalen,NW
5314,201605314,2016,Bonn,70.0,Nordrhein-Westfalen,NW
5315,200005315,2000,Köln,42.2,Nordrhein-Westfalen,NW
5315,200505315,2005,Köln,44.800000000000004,Nordrhein-Westfalen,NW
5315,200905315,2009,Köln,48.5,Nordrhein-Westfalen,NW
5315,201305315,2013,Köln,55.5,Nordrhein-Westfalen,NW
5315,201605315,2016,Köln,62.900000000000006,Nordrhein-Westfalen,NW
5316,200005316,2000,Leverkusen,57.400000000000006,Nordrhein-Westfalen,NW
5316,200505316,2005,Leverkusen,57.800000000000004,Nordrhein-Westfalen,NW
5316,200905316,2009,Leverkusen,51.800000000000004,Nordrhein-Westfalen,NW
5316,201305316,2013,Leverkusen,59.300000000000004,Nordrhein-Westfalen,NW
5316,201605316,2016,Leverkusen,68.8,Nordrhein-Westfalen,NW
5334,200005334,2000,Aachen,35.1,Nordrhein-Westfalen,NW
5334,200505334,2005,Aachen,38.5,Nordrhein-Westfalen,NW
5334,200905334,2009,Aachen,41.900000000000006,Nordrhein-Westfalen,NW
5334,201305334,2013,Aachen,46.7,Nordrhein-Westfalen,NW
5334,201605334,2016,Aachen,52.5,Nordrhein-Westfalen,NW
5354,200005354,2000,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,200505354,2005,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,200905354,2009,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201305354,2013,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201605354,2016,Kreis Aachen,,Nordrhein-Westfalen,NW
5358,200005358,2000,Kreis Düren,35.300000000000004,Nordrhein-Westfalen,NW
5358,200505358,2005,Kreis Düren,37.5,Nordrhein-Westfalen,NW
5358,200905358,2009,Kreis Düren,41.7,Nordrhein-Westfalen,NW
5358,201305358,2013,Kreis Düren,45.6,Nordrhein-Westfalen,NW
5358,201605358,2016,Kreis Düren,48.1,Nordrhein-Westfalen,NW
5362,200005362,2000,Rhein-Erft-Kreis,40.300000000000004,Nordrhein-Westfalen,NW
5362,200505362,2005,Rhein-Erft-Kreis,46.5,Nordrhein-Westfalen,NW
5362,200905362,2009,Rhein-Erft-Kreis,48.5,Nordrhein-Westfalen,NW
5362,201305362,2013,Rhein-Erft-Kreis,56.7,Nordrhein-Westfalen,NW
5362,201605362,2016,Rhein-Erft-Kreis,63.0,Nordrhein-Westfalen,NW
5366,200005366,2000,Kreis Euskirchen,34.9,Nordrhein-Westfalen,NW
5366,200505366,2005,Kreis Euskirchen,40.300000000000004,Nordrhein-Westfalen,NW
5366,200905366,2009,Kreis Euskirchen,40.800000000000004,Nordrhein-Westfalen,NW
5366,201305366,2013,Kreis Euskirchen,43.900000000000006,Nordrhein-Westfalen,NW
5366,201605366,2016,Kreis Euskirchen,45.900000000000006,Nordrhein-Westfalen,NW
5370,200005370,2000,Kreis Heinsberg,33.0,Nordrhein-Westfalen,NW
5370,200505370,2005,Kreis Heinsberg,37.5,Nordrhein-Westfalen,NW
5370,200905370,2009,Kreis Heinsberg,39.6,Nordrhein-Westfalen,NW
5370,201305370,2013,Kreis Heinsberg,43.0,Nordrhein-Westfalen,NW
5370,201605370,2016,Kreis Heinsberg,45.7,Nordrhein-Westfalen,NW
5374,200005374,2000,Oberbergischer Kreis,36.300000000000004,Nordrhein-Westfalen,NW
5374,200505374,2005,Oberbergischer Kreis,39.7,Nordrhein-Westfalen,NW
5374,200905374,2009,Oberbergischer Kreis,41.1,Nordrhein-Westfalen,NW
5374,201305374,2013,Oberbergischer Kreis,46.800000000000004,Nordrhein-Westfalen,NW
5374,201605374,2016,Oberbergischer Kreis,50.6,Nordrhein-Westfalen,NW
5378,200005378,2000,Rheinisch-Bergischer Kreis,38.1,Nordrhein-Westfalen,NW
5378,200505378,2005,Rheinisch-Bergischer Kreis,40.6,Nordrhein-Westfalen,NW
5378,200905378,2009,Rheinisch-Bergischer Kreis,41.400000000000006,Nordrhein-Westfalen,NW
5378,201305378,2013,Rheinisch-Bergischer Kreis,44.900000000000006,Nordrhein-Westfalen,NW
5378,201605378,2016,Rheinisch-Bergischer Kreis,49.400000000000006,Nordrhein-Westfalen,NW
5382,200005382,2000,Rhein-Sieg-Kreis,37.9,Nordrhein-Westfalen,NW
5382,200505382,2005,Rhein-Sieg-Kreis,42.900000000000006,Nordrhein-Westfalen,NW
5382,200905382,2009,Rhein-Sieg-Kreis,46.400000000000006,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,54.1,Nordrhein-Westfalen,NW
5382,201605382,2016,Rhein-Sieg-Kreis,53.2,Nordrhein-Westfalen,NW
5512,200005512,2000,Bottrop,28.900000000000002,Nordrhein-Westfalen,NW
5512,200505512,2005,Bottrop,31.5,Nordrhein-Westfalen,NW
5512,200905512,2009,Bottrop,33.7,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,37.2,Nordrhein-Westfalen,NW
5512,201605512,2016,Bottrop,40.1,Nordrhein-Westfalen,NW
5513,200005513,2000,Gelsenkirchen,41.7,Nordrhein-Westfalen,NW
5513,200505513,2005,Gelsenkirchen,43.900000000000006,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,46.400000000000006,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,51.900000000000006,Nordrhein-Westfalen,NW
5513,201605513,2016,Gelsenkirchen,52.5,Nordrhein-Westfalen,NW
5515,200005515,2000,Münster,43.6,Nordrhein-Westfalen,NW
5515,200505515,2005,Münster,48.400000000000006,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,52.5,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,56.800000000000004,Nordrhein-Westfalen,NW
5515,201605515,2016,Münster,60.300000000000004,Nordrhein-Westfalen,NW
5554,200005554,2000,Kreis Borken,32.800000000000004,Nordrhein-Westfalen,NW
5554,200505554,2005,Kreis Borken,37.0,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,41.400000000000006,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,44.7,Nordrhein-Westfalen,NW
5554,201605554,2016,Kreis Borken,48.400000000000006,Nordrhein-Westfalen,NW
5558,200005558,2000,Kreis Coesfeld,32.6,Nordrhein-Westfalen,NW
5558,200505558,2005,Kreis Coesfeld,38.0,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,41.0,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,44.0,Nordrhein-Westfalen,NW
5558,201605558,2016,Kreis Coesfeld,46.800000000000004,Nordrhein-Westfalen,NW
5562,200005562,2000,Kreis Recklinghausen,30.3,Nordrhein-Westfalen,NW
5562,200505562,2005,Kreis Recklinghausen,37.9,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,43.5,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,46.800000000000004,Nordrhein-Westfalen,NW
5562,201605562,2016,Kreis Recklinghausen,49.0,Nordrhein-Westfalen,NW
5566,200005566,2000,Kreis Steinfurt,32.9,Nordrhein-Westfalen,NW
5566,200505566,2005,Kreis Steinfurt,36.9,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,39.6,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,43.900000000000006,Nordrhein-Westfalen,NW
5566,201605566,2016,Kreis Steinfurt,47.900000000000006,Nordrhein-Westfalen,NW
5570,200005570,2000,Kreis Warendorf,32.300000000000004,Nordrhein-Westfalen,NW
5570,200505570,2005,Kreis Warendorf,38.7,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,42.900000000000006,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,47.400000000000006,Nordrhein-Westfalen,NW
5570,201605570,2016,Kreis Warendorf,49.7,Nordrhein-Westfalen,NW
5711,200005711,2000,Bielefeld,34.300000000000004,Nordrhein-Westfalen,NW
5711,200505711,2005,Bielefeld,37.6,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,40.800000000000004,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,45.900000000000006,Nordrhein-Westfalen,NW
5711,201605711,2016,Bielefeld,48.5,Nordrhein-Westfalen,NW
5754,200005754,2000,Kreis Gütersloh,40.0,Nordrhein-Westfalen,NW
5754,200505754,2005,Kreis Gütersloh,44.6,Nordrhein-Westfalen,NW
5754,200905754,2009,Kreis Gütersloh,49.6,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,55.6,Nordrhein-Westfalen,NW
5754,201605754,2016,Kreis Gütersloh,57.2,Nordrhein-Westfalen,NW
5758,200005758,2000,Kreis Herford,36.5,Nordrhein-Westfalen,NW
5758,200505758,2005,Kreis Herford,40.900000000000006,Nordrhein-Westfalen,NW
5758,200905758,2009,Kreis Herford,42.2,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,45.800000000000004,Nordrhein-Westfalen,NW
5758,201605758,2016,Kreis Herford,49.2,Nordrhein-Westfalen,NW
5762,200005762,2000,Kreis Höxter,33.9,Nordrhein-Westfalen,NW
5762,200505762,2005,Kreis Höxter,37.5,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,40.2,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,42.800000000000004,Nordrhein-Westfalen,NW
5762,201605762,2016,Kreis Höxter,45.2,Nordrhein-Westfalen,NW
5766,200005766,2000,Kreis Lippe,33.9,Nordrhein-Westfalen,NW
5766,200505766,2005,Kreis Lippe,37.9,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,40.1,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,45.0,Nordrhein-Westfalen,NW
5766,201605766,2016,Kreis Lippe,48.7,Nordrhein-Westfalen,NW
5770,200005770,2000,Kreis Minden-Lübbecke,39.1,Nordrhein-Westfalen,NW
5770,200505770,2005,Kreis Minden-Lübbecke,43.2,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,46.7,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,51.1,Nordrhein-Westfalen,NW
5770,201605770,2016,Kreis Minden-Lübbecke,56.300000000000004,Nordrhein-Westfalen,NW
5774,200005774,2000,Kreis Paderborn,34.4,Nordrhein-Westfalen,NW
5774,200505774,2005,Kreis Paderborn,38.400000000000006,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,41.6,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,46.1,Nordrhein-Westfalen,NW
5774,201605774,2016,Kreis Paderborn,50.900000000000006,Nordrhein-Westfalen,NW
5911,200005911,2000,Bochum,35.300000000000004,Nordrhein-Westfalen,NW
5911,200505911,2005,Bochum,36.800000000000004,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,39.6,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,45.400000000000006,Nordrhein-Westfalen,NW
5911,201605911,2016,Bochum,49.6,Nordrhein-Westfalen,NW
5913,200005913,2000,Dortmund,34.2,Nordrhein-Westfalen,NW
5913,200505913,2005,Dortmund,41.2,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,42.5,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,48.2,Nordrhein-Westfalen,NW
5913,201605913,2016,Dortmund,51.800000000000004,Nordrhein-Westfalen,NW
5914,200005914,2000,Hagen,35.6,Nordrhein-Westfalen,NW
5914,200505914,2005,Hagen,39.5,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,42.1,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,46.1,Nordrhein-Westfalen,NW
5914,201605914,2016,Hagen,48.0,Nordrhein-Westfalen,NW
5915,200005915,2000,Hamm,31.6,Nordrhein-Westfalen,NW
5915,200505915,2005,Hamm,37.300000000000004,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,42.400000000000006,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,45.7,Nordrhein-Westfalen,NW
5915,201605915,2016,Hamm,47.800000000000004,Nordrhein-Westfalen,NW
5916,200005916,2000,Herne,26.6,Nordrhein-Westfalen,NW
5916,200505916,2005,Herne,32.1,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,35.7,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,40.5,Nordrhein-Westfalen,NW
5916,201605916,2016,Herne,43.7,Nordrhein-Westfalen,NW
5954,200005954,2000,Ennepe-Ruhr-Kreis,35.1,Nordrhein-Westfalen,NW
5954,200505954,2005,Ennepe-Ruhr-Kreis,39.900000000000006,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,43.2,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,47.800000000000004,Nordrhein-Westfalen,NW
5954,201605954,2016,Ennepe-Ruhr-Kreis,49.900000000000006,Nordrhein-Westfalen,NW
5958,200005958,2000,Hochsauerlandkreis,34.300000000000004,Nordrhein-Westfalen,NW
5958,200505958,2005,Hochsauerlandkreis,37.5,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,40.900000000000006,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,43.6,Nordrhein-Westfalen,NW
5958,201605958,2016,Hochsauerlandkreis,47.0,Nordrhein-Westfalen,NW
5962,200005962,2000,Märkischer Kreis,36.5,Nordrhein-Westfalen,NW
5962,200505962,2005,Märkischer Kreis,39.900000000000006,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,43.0,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,48.900000000000006,Nordrhein-Westfalen,NW
5962,201605962,2016,Märkischer Kreis,51.2,Nordrhein-Westfalen,NW
5966,200005966,2000,Kreis Olpe,35.5,Nordrhein-Westfalen,NW
5966,200505966,2005,Kreis Olpe,40.6,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,42.1,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,46.800000000000004,Nordrhein-Westfalen,NW
5966,201605966,2016,Kreis Olpe,51.1,Nordrhein-Westfalen,NW
5970,200005970,2000,Kreis Siegen-Wittgenstein,35.7,Nordrhein-Westfalen,NW
5970,200505970,2005,Kreis Siegen-Wittgenstein,40.7,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,44.900000000000006,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,49.400000000000006,Nordrhein-Westfalen,NW
5970,201605970,2016,Kreis Siegen-Wittgenstein,53.5,Nordrhein-Westfalen,NW
5974,200005974,2000,Kreis Soest,36.2,Nordrhein-Westfalen,NW
5974,200505974,2005,Kreis Soest,39.300000000000004,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,44.7,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,46.6,Nordrhein-Westfalen,NW
5974,201605974,2016,Kreis Soest,50.5,Nordrhein-Westfalen,NW
5978,200005978,2000,Kreis Unna,34.9,Nordrhein-Westfalen,NW
5978,200505978,2005,Kreis Unna,41.1,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,45.5,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,46.800000000000004,Nordrhein-Westfalen,NW
5978,201605978,2016,Kreis Unna,50.5,Nordrhein-Westfalen,NW
6411,200006411,2000,Darmstadt,36.4,Hessen,HE
6411,200506411,2005,Darmstadt,41.6,Hessen,HE
6411,200906411,2009,Darmstadt,43.5,Hessen,HE
6411,201306411,2013,Darmstadt,56.400000000000006,Hessen,HE
6411,201606411,2016,Darmstadt,65.7,Hessen,HE
6412,200006412,2000,Frankfurt (Main),49.2,Hessen,HE
6412,200506412,2005,Frankfurt (Main),54.900000000000006,Hessen,HE
6412,200906412,2009,Frankfurt (Main),56.0,Hessen,HE
6412,201306412,2013,Frankfurt (Main),67.3,Hessen,HE
6412,201606412,2016,Frankfurt (Main),69.0,Hessen,HE
6413,200006413,2000,Offenbach am Main,40.0,Hessen,HE
6413,200506413,2005,Offenbach am Main,43.5,Hessen,HE
6413,200906413,2009,Offenbach am Main,41.400000000000006,Hessen,HE
6413,201306413,2013,Offenbach am Main,48.6,Hessen,HE
6413,201606413,2016,Offenbach am Main,49.900000000000006,Hessen,HE
6414,200006414,2000,Wiesbaden,47.300000000000004,Hessen,HE
6414,200506414,2005,Wiesbaden,53.400000000000006,Hessen,HE
6414,200906414,2009,Wiesbaden,56.800000000000004,Hessen,HE
6414,201306414,2013,Wiesbaden,61.300000000000004,Hessen,HE
6414,201606414,2016,Wiesbaden,67.0,Hessen,HE
6431,200006431,2000,Landkreis Bergstrasse,39.5,Hessen,HE
6431,200506431,2005,Landkreis Bergstrasse,49.6,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,49.7,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,54.0,Hessen,HE
6431,201606431,2016,Landkreis Bergstrasse,54.800000000000004,Hessen,HE
6432,200006432,2000,Landkreis Darmstadt-Dieburg,37.5,Hessen,HE
6432,200506432,2005,Landkreis Darmstadt-Dieburg,41.300000000000004,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,43.300000000000004,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,50.7,Hessen,HE
6432,201606432,2016,Landkreis Darmstadt-Dieburg,55.0,Hessen,HE
6433,200006433,2000,Landkreis Groß-Gerau,42.2,Hessen,HE
6433,200506433,2005,Landkreis Groß-Gerau,44.800000000000004,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,45.300000000000004,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,58.900000000000006,Hessen,HE
6433,201606433,2016,Landkreis Groß-Gerau,69.9,Hessen,HE
6434,200006434,2000,Hochtaunuskreis,59.2,Hessen,HE
6434,200506434,2005,Hochtaunuskreis,63.800000000000004,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,64.7,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,58.1,Hessen,HE
6434,201606434,2016,Hochtaunuskreis,61.2,Hessen,HE
6435,200006435,2000,Main-Kinzig-Kreis,40.5,Hessen,HE
6435,200506435,2005,Main-Kinzig-Kreis,44.300000000000004,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,46.400000000000006,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,52.6,Hessen,HE
6435,201606435,2016,Main-Kinzig-Kreis,56.5,Hessen,HE
6436,200006436,2000,Main-Taunus-Kreis,63.300000000000004,Hessen,HE
6436,200506436,2005,Main-Taunus-Kreis,65.3,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,66.8,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,67.9,Hessen,HE
6436,201606436,2016,Main-Taunus-Kreis,72.8,Hessen,HE
6437,200006437,2000,Odenwaldkreis,31.900000000000002,Hessen,HE
6437,200506437,2005,Odenwaldkreis,40.6,Hessen,HE
6437,200906437,2009,Odenwaldkreis,40.0,Hessen,HE
6437,201306437,2013,Odenwaldkreis,44.7,Hessen,HE
6437,201606437,2016,Odenwaldkreis,48.300000000000004,Hessen,HE
6438,200006438,2000,Landkreis Offenbach,37.1,Hessen,HE
6438,200506438,2005,Landkreis Offenbach,43.0,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,45.2,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,58.300000000000004,Hessen,HE
6438,201606438,2016,Landkreis Offenbach,61.2,Hessen,HE
6439,200006439,2000,Rheingau-Taunus-Kreis,36.2,Hessen,HE
6439,200506439,2005,Rheingau-Taunus-Kreis,43.2,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,44.800000000000004,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,47.800000000000004,Hessen,HE
6439,201606439,2016,Rheingau-Taunus-Kreis,49.900000000000006,Hessen,HE
6440,200006440,2000,Wetteraukreis,34.0,Hessen,HE
6440,200506440,2005,Wetteraukreis,41.7,Hessen,HE
6440,200906440,2009,Wetteraukreis,43.5,Hessen,HE
6440,201306440,2013,Wetteraukreis,48.1,Hessen,HE
6440,201606440,2016,Wetteraukreis,51.2,Hessen,HE
6531,200006531,2000,Landkreis Gießen,37.800000000000004,Hessen,HE
6531,200506531,2005,Landkreis Gießen,42.1,Hessen,HE
6531,200906531,2009,Landkreis Gießen,42.300000000000004,Hessen,HE
6531,201306531,2013,Landkreis Gießen,46.0,Hessen,HE
6531,201606531,2016,Landkreis Gießen,50.800000000000004,Hessen,HE
6532,200006532,2000,Lahn-Dill Kreis,37.0,Hessen,HE
6532,200506532,2005,Lahn-Dill Kreis,42.2,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,43.900000000000006,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,45.1,Hessen,HE
6532,201606532,2016,Lahn-Dill Kreis,48.5,Hessen,HE
6533,200006533,2000,Landkreis Limburg-Weilburg,33.6,Hessen,HE
6533,200506533,2005,Landkreis Limburg-Weilburg,38.6,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,41.0,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,43.7,Hessen,HE
6533,201606533,2016,Landkreis Limburg-Weilburg,47.7,Hessen,HE
6534,200006534,2000,Landkreis Marburg-Biedenkopf,37.800000000000004,Hessen,HE
6534,200506534,2005,Landkreis Marburg-Biedenkopf,43.0,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,45.0,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,48.400000000000006,Hessen,HE
6534,201606534,2016,Landkreis Marburg-Biedenkopf,51.2,Hessen,HE
6535,200006535,2000,Vogelsbergkreis,31.8,Hessen,HE
6535,200506535,2005,Vogelsbergkreis,38.2,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,38.900000000000006,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,41.900000000000006,Hessen,HE
6535,201606535,2016,Vogelsbergkreis,45.2,Hessen,HE
6611,200006611,2000,Kassel,35.7,Hessen,HE
6611,200506611,2005,Kassel,41.1,Hessen,HE
6611,200906611,2009,Kassel,42.300000000000004,Hessen,HE
6611,201306611,2013,Kassel,44.800000000000004,Hessen,HE
6611,201606611,2016,Kassel,49.400000000000006,Hessen,HE
6631,200006631,2000,Landkreis Fulda,33.6,Hessen,HE
6631,200506631,2005,Landkreis Fulda,38.6,Hessen,HE
6631,200906631,2009,Landkreis Fulda,41.300000000000004,Hessen,HE
6631,201306631,2013,Landkreis Fulda,43.5,Hessen,HE
6631,201606631,2016,Landkreis Fulda,46.0,Hessen,HE
6632,200006632,2000,Landkreis Hersfeld-Rotenburg,33.5,Hessen,HE
6632,200506632,2005,Landkreis Hersfeld-Rotenburg,38.2,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,41.800000000000004,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,48.0,Hessen,HE
6632,201606632,2016,Landkreis Hersfeld-Rotenburg,48.300000000000004,Hessen,HE
6633,200006633,2000,Landkreis Kassel (Land),38.0,Hessen,HE
6633,200506633,2005,Landkreis Kassel (Land),41.0,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),42.6,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),45.400000000000006,Hessen,HE
6633,201606633,2016,Landkreis Kassel (Land),58.900000000000006,Hessen,HE
6634,200006634,2000,Schwalm-Eder Kreis,34.0,Hessen,HE
6634,200506634,2005,Schwalm-Eder Kreis,41.7,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,42.6,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,49.300000000000004,Hessen,HE
6634,201606634,2016,Schwalm-Eder Kreis,52.300000000000004,Hessen,HE
6635,200006635,2000,Landkreis Waldeck-Frankenberg,33.6,Hessen,HE
6635,200506635,2005,Landkreis Waldeck-Frankenberg,39.5,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,39.6,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,44.0,Hessen,HE
6635,201606635,2016,Landkreis Waldeck-Frankenberg,47.6,Hessen,HE
6636,200006636,2000,Werra-Meißner Kreis,31.1,Hessen,HE
6636,200506636,2005,Werra-Meißner Kreis,36.4,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,39.2,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,40.800000000000004,Hessen,HE
6636,201606636,2016,Werra-Meißner Kreis,43.800000000000004,Hessen,HE
7111,200007111,2000,Koblenz,36.2,Rheinland-Pfalz,RP
7111,200507111,2005,Koblenz,40.900000000000006,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,42.0,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,51.0,Rheinland-Pfalz,RP
