,YearSchluessel,Year,Stadt-/Landkreis,BIP je Erwerbstätigen in EUR,Veränderung des BIP zum Vorjahr in %,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
5958,201305958,2013,Hochsauerlandkreis,57170.0,1.9000000000000001,31220.0,Nordrhein-Westfalen,NW
5958,201605958,2016,Hochsauerlandkreis,61887.0,2.6,34560.0,Nordrhein-Westfalen,NW
5962,200005962,2000,Märkischer Kreis,51608.0,,24917.0,Nordrhein-Westfalen,NW
5962,200505962,2005,Märkischer Kreis,54995.0,2.2,25976.0,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,56590.0,-8.200000000000001,27398.0,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,65346.0,3.4000000000000004,33117.0,Nordrhein-Westfalen,NW
5962,201605962,2016,Märkischer Kreis,68386.0,0.6000000000000001,35610.0,Nordrhein-Westfalen,NW
5966,200005966,2000,Kreis Olpe,47349.0,,24097.0,Nordrhein-Westfalen,NW
5966,200505966,2005,Kreis Olpe,52579.0,2.5,27038.0,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,53473.0,-6.7,28585.0,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,61791.0,0.0,35290.0,Nordrhein-Westfalen,NW
5966,201605966,2016,Kreis Olpe,67918.0,5.9,38692.0,Nordrhein-Westfalen,NW
5970,200005970,2000,Kreis Siegen-Wittgenstein,49350.0,,25845.0,Nordrhein-Westfalen,NW
5970,200505970,2005,Kreis Siegen-Wittgenstein,55764.0,3.1,28219.0,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,59221.0,-7.800000000000001,31635.0,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,64845.0,0.0,35875.0,Nordrhein-Westfalen,NW
5970,201605970,2016,Kreis Siegen-Wittgenstein,70363.0,3.3000000000000003,39218.0,Nordrhein-Westfalen,NW
5974,200005974,2000,Kreis Soest,50534.0,,24084.0,Nordrhein-Westfalen,NW
5974,200505974,2005,Kreis Soest,53515.0,1.1,24512.0,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,57826.0,-1.2000000000000002,27902.0,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,61159.0,1.9000000000000001,31305.0,Nordrhein-Westfalen,NW
5974,201605974,2016,Kreis Soest,66655.0,0.4,33523.0,Nordrhein-Westfalen,NW
5978,200005978,2000,Kreis Unna,47958.0,,17732.0,Nordrhein-Westfalen,NW
5978,200505978,2005,Kreis Unna,55649.0,5.5,20976.0,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,60541.0,-3.3000000000000003,24061.0,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,61446.0,-0.30000000000000004,26624.0,Nordrhein-Westfalen,NW
5978,201605978,2016,Kreis Unna,66687.0,4.5,29719.0,Nordrhein-Westfalen,NW
6411,200006411,2000,Darmstadt,58308.0,,52566.0,Hessen,HE
6411,200506411,2005,Darmstadt,66722.0,0.2,58182.0,Hessen,HE
6411,200906411,2009,Darmstadt,69010.0,-0.2,60841.0,Hessen,HE
6411,201306411,2013,Darmstadt,76988.0,4.1000000000000005,66983.0,Hessen,HE
6411,201606411,2016,Darmstadt,89585.0,14.100000000000001,75085.0,Hessen,HE
6412,200006412,2000,Frankfurt (Main),82090.0,,78288.0,Hessen,HE
6412,200506412,2005,Frankfurt (Main),90190.0,0.5,85203.0,Hessen,HE
6412,200906412,2009,Frankfurt (Main),88872.0,-4.3,86870.0,Hessen,HE
6412,201306412,2013,Frankfurt (Main),95145.0,3.6,89903.0,Hessen,HE
6412,201606412,2016,Frankfurt (Main),97178.0,1.2000000000000002,91099.0,Hessen,HE
6413,200006413,2000,Offenbach am Main,62808.0,,37416.0,Hessen,HE
6413,200506413,2005,Offenbach am Main,66729.0,-1.6,37214.0,Hessen,HE
6413,200906413,2009,Offenbach am Main,61345.0,-4.3,35690.0,Hessen,HE
6413,201306413,2013,Offenbach am Main,66962.0,0.2,36745.0,Hessen,HE
6413,201606413,2016,Offenbach am Main,68459.0,-0.7000000000000001,36562.0,Hessen,HE
6414,200006414,2000,Wiesbaden,68271.0,,44878.0,Hessen,HE
6414,200506414,2005,Wiesbaden,76456.0,0.4,49222.0,Hessen,HE
6414,200906414,2009,Wiesbaden,79594.0,-1.5,52242.0,Hessen,HE
6414,201306414,2013,Wiesbaden,85714.0,2.9000000000000004,56642.0,Hessen,HE
6414,201606414,2016,Wiesbaden,93022.0,4.5,61913.0,Hessen,HE
6431,200006431,2000,Landkreis Bergstrasse,56170.0,,21157.0,Hessen,HE
6431,200506431,2005,Landkreis Bergstrasse,68799.0,3.5,26153.0,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,65489.0,-9.4,25064.0,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,72250.0,1.0,28682.0,Hessen,HE
6431,201606431,2016,Landkreis Bergstrasse,73051.0,2.3000000000000003,29462.0,Hessen,HE
6432,200006432,2000,Landkreis Darmstadt-Dieburg,56072.0,,18298.0,Hessen,HE
6432,200506432,2005,Landkreis Darmstadt-Dieburg,59817.0,-0.7000000000000001,19610.0,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,60376.0,-7.1000000000000005,21008.0,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,67090.0,1.1,24535.0,Hessen,HE
6432,201606432,2016,Landkreis Darmstadt-Dieburg,72645.0,1.0,26763.0,Hessen,HE
6433,200006433,2000,Landkreis Groß-Gerau,72315.0,,36090.0,Hessen,HE
6433,200506433,2005,Landkreis Groß-Gerau,76542.0,-0.7000000000000001,35783.0,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,74360.0,-7.2,34486.0,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,81534.0,1.5,37213.0,Hessen,HE
6433,201606433,2016,Landkreis Groß-Gerau,96387.0,10.100000000000001,44114.0,Hessen,HE
6434,200006434,2000,Hochtaunuskreis,79620.0,,36791.0,Hessen,HE
6434,200506434,2005,Hochtaunuskreis,84824.0,3.5,40507.0,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,84489.0,-8.8,41333.0,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,80184.0,0.9,40654.0,Hessen,HE
6434,201606434,2016,Hochtaunuskreis,84642.0,1.4000000000000001,43504.0,Hessen,HE
6435,200006435,2000,Main-Kinzig-Kreis,60843.0,,24619.0,Hessen,HE
6435,200506435,2005,Main-Kinzig-Kreis,63921.0,1.8,25747.0,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,65935.0,-2.0,27079.0,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,71241.0,-0.5,30615.0,Hessen,HE
6435,201606435,2016,Main-Kinzig-Kreis,76230.0,4.4,32786.0,Hessen,HE
6436,200006436,2000,Main-Taunus-Kreis,84685.0,,44008.0,Hessen,HE
6436,200506436,2005,Main-Taunus-Kreis,87775.0,-1.7000000000000002,42260.0,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,87605.0,-6.6000000000000005,44988.0,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,95194.0,0.1,47641.0,Hessen,HE
6436,201606436,2016,Main-Taunus-Kreis,101486.0,2.5,51581.0,Hessen,HE
6437,200006437,2000,Odenwaldkreis,47074.0,,17973.0,Hessen,HE
6437,200506437,2005,Odenwaldkreis,57055.0,-0.5,20941.0,Hessen,HE
6437,200906437,2009,Odenwaldkreis,52656.0,-7.4,19925.0,Hessen,HE
6437,201306437,2013,Odenwaldkreis,59482.0,0.8,23718.0,Hessen,HE
6437,201606437,2016,Odenwaldkreis,64468.0,4.1000000000000005,26362.0,Hessen,HE
6438,200006438,2000,Landkreis Offenbach,59159.0,,26689.0,Hessen,HE
6438,200506438,2005,Landkreis Offenbach,66360.0,3.2,30317.0,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,72189.0,1.4000000000000001,33192.0,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,80071.0,4.800000000000001,36864.0,Hessen,HE
6438,201606438,2016,Landkreis Offenbach,83863.0,3.8000000000000003,39267.0,Hessen,HE
6439,200006439,2000,Rheingau-Taunus-Kreis,51866.0,,17863.0,Hessen,HE
6439,200506439,2005,Rheingau-Taunus-Kreis,59233.0,0.4,19930.0,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,57047.0,-8.200000000000001,19778.0,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,63467.0,1.7000000000000002,22399.0,Hessen,HE
6439,201606439,2016,Rheingau-Taunus-Kreis,65936.0,2.9000000000000004,24179.0,Hessen,HE
6440,200006440,2000,Wetteraukreis,48658.0,,19035.0,Hessen,HE
6440,200506440,2005,Wetteraukreis,58291.0,2.1,22406.0,Hessen,HE
6440,200906440,2009,Wetteraukreis,57702.0,-6.9,22841.0,Hessen,HE
6440,201306440,2013,Wetteraukreis,64911.0,1.9000000000000001,26044.0,Hessen,HE
6440,201606440,2016,Wetteraukreis,68929.0,3.7,28022.0,Hessen,HE
6531,200006531,2000,Landkreis Gießen,53500.0,,27204.0,Hessen,HE
6531,200506531,2005,Landkreis Gießen,58344.0,-0.4,28864.0,Hessen,HE
6531,200906531,2009,Landkreis Gießen,56594.0,-9.1,29131.0,Hessen,HE
6531,201306531,2013,Landkreis Gießen,59647.0,0.30000000000000004,31126.0,Hessen,HE
6531,201606531,2016,Landkreis Gießen,66146.0,4.7,34318.0,Hessen,HE
6532,200006532,2000,Lahn-Dill Kreis,51673.0,,23306.0,Hessen,HE
6532,200506532,2005,Lahn-Dill Kreis,57378.0,1.3,26104.0,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,56313.0,-10.8,26991.0,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,60194.0,-0.1,29963.0,Hessen,HE
6532,201606532,2016,Lahn-Dill Kreis,64936.0,0.7000000000000001,32192.0,Hessen,HE
6533,200006533,2000,Landkreis Limburg-Weilburg,47426.0,,18891.0,Hessen,HE
6533,200506533,2005,Landkreis Limburg-Weilburg,52265.0,0.5,20848.0,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,54029.0,-3.5,22838.0,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,57872.0,2.8000000000000003,25654.0,Hessen,HE
6533,201606533,2016,Landkreis Limburg-Weilburg,63476.0,3.2,28470.0,Hessen,HE
6534,200006534,2000,Landkreis Marburg-Biedenkopf,53671.0,,24470.0,Hessen,HE
6534,200506534,2005,Landkreis Marburg-Biedenkopf,59653.0,4.5,27500.0,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,59627.0,-6.7,29264.0,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,63413.0,4.0,32927.0,Hessen,HE
6534,201606534,2016,Landkreis Marburg-Biedenkopf,67018.0,3.6,35064.0,Hessen,HE
6535,200006535,2000,Vogelsbergkreis,44568.0,,17451.0,Hessen,HE
6535,200506535,2005,Vogelsbergkreis,51192.0,0.0,19481.0,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,50355.0,-5.2,20013.0,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,55941.0,3.2,23822.0,Hessen,HE
6535,201606535,2016,Vogelsbergkreis,59682.0,2.4000000000000004,25693.0,Hessen,HE
6611,200006611,2000,Kassel,50933.0,,36324.0,Hessen,HE
6611,200506611,2005,Kassel,57218.0,0.0,40350.0,Hessen,HE
6611,200906611,2009,Kassel,57171.0,-4.7,43097.0,Hessen,HE
6611,201306611,2013,Kassel,59412.0,2.0,44986.0,Hessen,HE
6611,201606611,2016,Kassel,65398.0,3.9000000000000004,49937.0,Hessen,HE
6631,200006631,2000,Landkreis Fulda,47233.0,,24181.0,Hessen,HE
6631,200506631,2005,Landkreis Fulda,53187.0,1.7000000000000002,26755.0,Hessen,HE
6631,200906631,2009,Landkreis Fulda,55382.0,-2.0,29634.0,Hessen,HE
6631,201306631,2013,Landkreis Fulda,58822.0,3.5,33633.0,Hessen,HE
6631,201606631,2016,Landkreis Fulda,62139.0,2.3000000000000003,36184.0,Hessen,HE
6632,200006632,2000,Landkreis Hersfeld-Rotenburg,50645.0,,23499.0,Hessen,HE
6632,200506632,2005,Landkreis Hersfeld-Rotenburg,56596.0,-1.4000000000000001,25950.0,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,62142.0,-1.9000000000000001,30122.0,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,65568.0,3.8000000000000003,34494.0,Hessen,HE
6632,201606632,2016,Landkreis Hersfeld-Rotenburg,65478.0,-6.4,34052.0,Hessen,HE
6633,200006633,2000,Landkreis Kassel (Land),52820.0,,20242.0,Hessen,HE
6633,200506633,2005,Landkreis Kassel (Land),55603.0,-2.7,20881.0,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),54615.0,-5.300000000000001,21130.0,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),60857.0,4.1000000000000005,25431.0,Hessen,HE
6633,201606633,2016,Landkreis Kassel (Land),79029.0,21.1,32467.0,Hessen,HE
6634,200006634,2000,Schwalm-Eder Kreis,48965.0,,19108.0,Hessen,HE
6634,200506634,2005,Schwalm-Eder Kreis,57823.0,4.1000000000000005,22498.0,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,56736.0,-3.9000000000000004,23335.0,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,65848.0,3.8000000000000003,27802.0,Hessen,HE
6634,201606634,2016,Schwalm-Eder Kreis,69485.0,0.9,29677.0,Hessen,HE
6635,200006635,2000,Landkreis Waldeck-Frankenberg,47448.0,,23012.0,Hessen,HE
6635,200506635,2005,Landkreis Waldeck-Frankenberg,53984.0,-0.30000000000000004,25368.0,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,53415.0,-3.4000000000000004,26216.0,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,59851.0,2.6,31519.0,Hessen,HE
6635,201606635,2016,Landkreis Waldeck-Frankenberg,64587.0,3.5,35038.0,Hessen,HE
6636,200006636,2000,Werra-Meißner Kreis,43780.0,,18664.0,Hessen,HE
6636,200506636,2005,Werra-Meißner Kreis,49151.0,-0.5,20064.0,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,50053.0,-5.2,20606.0,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,54179.0,1.7000000000000002,23312.0,Hessen,HE
6636,201606636,2016,Werra-Meißner Kreis,57817.0,0.1,24172.0,Hessen,HE
7111,200007111,2000,Koblenz,60002.0,,52975.0,Rheinland-Pfalz,RP
7111,200507111,2005,Koblenz,65587.0,0.7000000000000001,58752.0,Rheinland-Pfalz,RP
7111,200907111,2009,Koblenz,64321.0,0.0,59372.0,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,70252.0,4.4,64879.0,Rheinland-Pfalz,RP
7111,201607111,2016,Koblenz,74388.0,2.4000000000000004,69504.0,Rheinland-Pfalz,RP
7131,200007131,2000,Landkreis Ahrweiler,44999.0,,16435.0,Rheinland-Pfalz,RP
7131,200507131,2005,Landkreis Ahrweiler,47737.0,1.7000000000000002,17646.0,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,50526.0,0.2,19598.0,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,57509.0,3.5,22910.0,Rheinland-Pfalz,RP
7131,201607131,2016,Landkreis Ahrweiler,60896.0,3.0,24972.0,Rheinland-Pfalz,RP
7132,200007132,2000,Landkreis Altenkirchen (Westerwald),47379.0,,18303.0,Rheinland-Pfalz,RP
7132,200507132,2005,Landkreis Altenkirchen (Westerwald),50157.0,2.7,19372.0,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),51235.0,-6.6000000000000005,20822.0,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),57288.0,2.9000000000000004,24113.0,Rheinland-Pfalz,RP
7132,201607132,2016,Landkreis Altenkirchen (Westerwald),62061.0,3.4000000000000004,26364.0,Rheinland-Pfalz,RP
7133,200007133,2000,Landkreis Bad Kreuznach,45148.0,,19488.0,Rheinland-Pfalz,RP
7133,200507133,2005,Landkreis Bad Kreuznach,48567.0,1.2000000000000002,21772.0,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,49772.0,-3.5,23466.0,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,57522.0,2.5,27943.0,Rheinland-Pfalz,RP
7133,201607133,2016,Landkreis Bad Kreuznach,64055.0,6.0,30483.0,Rheinland-Pfalz,RP
7134,200007134,2000,Landkreis Birkenfeld,42660.0,,19161.0,Rheinland-Pfalz,RP
7134,200507134,2005,Landkreis Birkenfeld,47151.0,-1.0,20314.0,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,49181.0,-2.0,22580.0,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,56528.0,0.6000000000000001,25963.0,Rheinland-Pfalz,RP
7134,201607134,2016,Landkreis Birkenfeld,60847.0,3.4000000000000004,29167.0,Rheinland-Pfalz,RP
7135,200007135,2000,Landkreis Cochem-Zell,42275.0,,18856.0,Rheinland-Pfalz,RP
7135,200507135,2005,Landkreis Cochem-Zell,46614.0,1.8,20919.0,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,50837.0,2.0,23719.0,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,53975.0,1.0,26245.0,Rheinland-Pfalz,RP
7135,201607135,2016,Landkreis Cochem-Zell,58150.0,2.0,29229.0,Rheinland-Pfalz,RP
7137,200007137,2000,Landkreis Mayen-Koblenz,49836.0,,20097.0,Rheinland-Pfalz,RP
7137,200507137,2005,Landkreis Mayen-Koblenz,52723.0,-0.8,21638.0,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,53727.0,-3.5,23353.0,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,61217.0,6.2,28195.0,Rheinland-Pfalz,RP
7137,201607137,2016,Landkreis Mayen-Koblenz,66484.0,2.9000000000000004,30802.0,Rheinland-Pfalz,RP
7138,200007138,2000,Landkreis Neuwied,51258.0,,22312.0,Rheinland-Pfalz,RP
7138,200507138,2005,Landkreis Neuwied,54793.0,3.9000000000000004,23402.0,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,54426.0,-7.0,24443.0,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,60899.0,-0.6000000000000001,28031.0,Rheinland-Pfalz,RP
7138,201607138,2016,Landkreis Neuwied,66588.0,2.4000000000000004,30250.0,Rheinland-Pfalz,RP
7140,200007140,2000,Rhein-Hunsrück-Kreis,47654.0,,21002.0,Rheinland-Pfalz,RP
7140,200507140,2005,Rhein-Hunsrück-Kreis,49898.0,0.1,21973.0,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,51114.0,-5.6000000000000005,24267.0,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,59499.0,1.7000000000000002,30018.0,Rheinland-Pfalz,RP
7140,201607140,2016,Rhein-Hunsrück-Kreis,63746.0,1.7000000000000002,33772.0,Rheinland-Pfalz,RP
7141,200007141,2000,Rhein-Lahn-Kreis,47766.0,,17635.0,Rheinland-Pfalz,RP
7141,200507141,2005,Rhein-Lahn-Kreis,50800.0,-2.2,18613.0,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,51329.0,-0.8,20080.0,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,58230.0,0.8,23431.0,Rheinland-Pfalz,RP
7141,201607141,2016,Rhein-Lahn-Kreis,62768.0,1.5,24945.0,Rheinland-Pfalz,RP
7143,200007143,2000,Westerwaldkreis,48132.0,,21544.0,Rheinland-Pfalz,RP
7143,200507143,2005,Westerwaldkreis,52167.0,2.9000000000000004,22952.0,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,56235.0,-3.5,26032.0,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,65175.0,0.2,30555.0,Rheinland-Pfalz,RP
7143,201607143,2016,Westerwaldkreis,70221.0,2.1,34582.0,Rheinland-Pfalz,RP
7211,200007211,2000,Trier,44206.0,,32452.0,Rheinland-Pfalz,RP
7211,200507211,2005,Trier,49168.0,0.2,36961.0,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,49749.0,-3.2,37453.0,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,54216.0,1.5,39501.0,Rheinland-Pfalz,RP
7211,201607211,2016,Trier,58640.0,0.30000000000000004,42142.0,Rheinland-Pfalz,RP
7231,200007231,2000,Landkreis Bernkastel-Wittlich,41034.0,,19326.0,Rheinland-Pfalz,RP
7231,200507231,2005,Landkreis Bernkastel-Wittlich,45701.0,0.6000000000000001,21554.0,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,49036.0,-1.1,24536.0,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,54786.0,3.2,28510.0,Rheinland-Pfalz,RP
7231,201607231,2016,Landkreis Bernkastel-Wittlich,61999.0,4.1000000000000005,32237.0,Rheinland-Pfalz,RP
7232,200007232,2000,Eifelkreis Bitburg-Prüm,46483.0,,18202.0,Rheinland-Pfalz,RP
7232,200507232,2005,Eifelkreis Bitburg-Prüm,49437.0,-3.0,20011.0,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,53185.0,-1.7000000000000002,22556.0,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,64129.0,5.9,27362.0,Rheinland-Pfalz,RP
7232,201607232,2016,Eifelkreis Bitburg-Prüm,61802.0,-0.8,26564.0,Rheinland-Pfalz,RP
7233,200007233,2000,Landkreis Vulkaneifel,47352.0,,19711.0,Rheinland-Pfalz,RP
7233,200507233,2005,Landkreis Vulkaneifel,51786.0,3.8000000000000003,21944.0,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,49371.0,-3.3000000000000003,22962.0,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,56152.0,4.4,28066.0,Rheinland-Pfalz,RP
7233,201607233,2016,Landkreis Vulkaneifel,61037.0,1.9000000000000001,31185.0,Rheinland-Pfalz,RP
7235,200007235,2000,Landkreis Trier-Saarburg,44222.0,,13181.0,Rheinland-Pfalz,RP
7235,200507235,2005,Landkreis Trier-Saarburg,44200.0,1.8,13720.0,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,42300.0,-3.5,14199.0,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,53967.0,10.600000000000001,18748.0,Rheinland-Pfalz,RP
7235,201607235,2016,Landkreis Trier-Saarburg,60411.0,5.6000000000000005,20018.0,Rheinland-Pfalz,RP
7311,200007311,2000,Frankenthal (Pfalz),52005.0,,23488.0,Rheinland-Pfalz,RP
7311,200507311,2005,Frankenthal (Pfalz),55934.0,3.4000000000000004,25564.0,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),59897.0,-2.1,29104.0,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),66805.0,0.9,32354.0,Rheinland-Pfalz,RP
7311,201607311,2016,Frankenthal (Pfalz),68902.0,0.30000000000000004,32301.0,Rheinland-Pfalz,RP
7312,200007312,2000,Kaiserslautern,52658.0,,34129.0,Rheinland-Pfalz,RP
7312,200507312,2005,Kaiserslautern,52097.0,-5.0,35352.0,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,53924.0,-0.9,38065.0,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,58413.0,2.4000000000000004,40477.0,Rheinland-Pfalz,RP
7312,201607312,2016,Kaiserslautern,66317.0,5.0,47540.0,Rheinland-Pfalz,RP
7313,200007313,2000,Landau in der Pfalz,45250.0,,29313.0,Rheinland-Pfalz,RP
7313,200507313,2005,Landau in der Pfalz,50214.0,2.8000000000000003,33078.0,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,52917.0,1.6,35271.0,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,58373.0,4.5,38870.0,Rheinland-Pfalz,RP
7313,201607313,2016,Landau in der Pfalz,58311.0,2.3000000000000003,40655.0,Rheinland-Pfalz,RP
7314,200007314,2000,Ludwigshafen am Rhein,84609.0,,60765.0,Rheinland-Pfalz,RP
7314,200507314,2005,Ludwigshafen am Rhein,90038.0,-4.2,62227.0,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,89470.0,-4.2,64804.0,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,97145.0,-4.1000000000000005,73719.0,Rheinland-Pfalz,RP
7314,201607314,2016,Ludwigshafen am Rhein,107198.0,0.6000000000000001,81765.0,Rheinland-Pfalz,RP
7315,200007315,2000,Mainz,64792.0,,48730.0,Rheinland-Pfalz,RP
7315,200507315,2005,Mainz,63405.0,2.0,45434.0,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,68298.0,2.6,50167.0,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,71001.0,1.8,53173.0,Rheinland-Pfalz,RP
7315,201607315,2016,Mainz,74345.0,2.9000000000000004,54696.0,Rheinland-Pfalz,RP
7316,200007316,2000,Neustadt an der Weinstrasse,42515.0,,21534.0,Rheinland-Pfalz,RP
7316,200507316,2005,Neustadt an der Weinstrasse,43825.0,-2.8000000000000003,23348.0,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,47252.0,-2.2,24718.0,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,53639.0,4.9,28228.0,Rheinland-Pfalz,RP
7316,201607316,2016,Neustadt an der Weinstrasse,55499.0,0.6000000000000001,29456.0,Rheinland-Pfalz,RP
7317,200007317,2000,Pirmasens,45517.0,,26674.0,Rheinland-Pfalz,RP
7317,200507317,2005,Pirmasens,48109.0,4.800000000000001,28975.0,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,47940.0,1.5,30565.0,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,51009.0,2.2,34563.0,Rheinland-Pfalz,RP
7317,201607317,2016,Pirmasens,54391.0,2.1,35983.0,Rheinland-Pfalz,RP
7318,200007318,2000,Speyer,48043.0,,31390.0,Rheinland-Pfalz,RP
7318,200507318,2005,Speyer,49592.0,0.5,32593.0,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,54272.0,-0.2,38432.0,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,61838.0,6.1000000000000005,46566.0,Rheinland-Pfalz,RP
7318,201607318,2016,Speyer,64387.0,1.8,50042.0,Rheinland-Pfalz,RP
7319,200007319,2000,Worms,50486.0,,24134.0,Rheinland-Pfalz,RP
7319,200507319,2005,Worms,54985.0,1.3,26846.0,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,52832.0,-4.3,27292.0,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,65668.0,0.5,35368.0,Rheinland-Pfalz,RP
7319,201607319,2016,Worms,66798.0,0.6000000000000001,35545.0,Rheinland-Pfalz,RP
7320,200007320,2000,Zweibrücken,46369.0,,29541.0,Rheinland-Pfalz,RP
