,YearSchluessel,Year,Stadt-/Landkreis,Arbeitsplatzdichte,"Anteil Erwerbst. Land- u. Forstwirtsch., Fischerei in %",Anteil Erwerbstätige Produzierendes Gewerbe in %,Anteil Erwerbstätige Verarbeitendes Gewerbe in %,Anteil Erwerbstätige Baugewerbe in %,Anteil Erwerbstätige Dienstleistungsbereiche in %,"Ant ET Handel, Verkehr, Gastgew., Inform., Kommun. In %","Ant ET Finanz-, Vers., Unt-dl., Grundst-, Wohngsw. In %","Ant ET Öffentl. u. sonst. DL, Erzieh., Gesundh. In %",LAND_NAME,LAND_ABK
5113,200905113,2009,Essen,844.3000000000001,0.1,15.700000000000001,7.4,5.2,84.2,26.400000000000002,23.3,34.5,Nordrhein-Westfalen,NW
5113,200505113,2005,Essen,794.6,0.1,17.0,8.1,5.4,82.9,27.700000000000003,21.8,33.4,Nordrhein-Westfalen,NW
5113,200205113,2002,Essen,807.4000000000001,0.1,18.400000000000002,8.9,6.1000000000000005,81.4,27.700000000000003,21.3,32.4,Nordrhein-Westfalen,NW
5114,201605114,2016,Krefeld,814.5,0.5,24.200000000000003,18.5,4.1000000000000005,75.3,25.700000000000003,17.5,32.1,Nordrhein-Westfalen,NW
5114,201305114,2013,Krefeld,822.9000000000001,0.5,25.6,19.700000000000003,4.1000000000000005,74.0,26.200000000000003,17.5,30.3,Nordrhein-Westfalen,NW
5114,200905114,2009,Krefeld,774.9000000000001,0.5,26.6,20.6,4.0,72.9,27.5,16.400000000000002,29.0,Nordrhein-Westfalen,NW
5114,200505114,2005,Krefeld,765.8000000000001,0.4,27.700000000000003,21.400000000000002,4.1000000000000005,71.8,27.900000000000002,15.8,28.1,Nordrhein-Westfalen,NW
5114,200205114,2002,Krefeld,766.4000000000001,0.4,31.700000000000003,24.900000000000002,4.5,67.9,27.8,13.600000000000001,26.5,Nordrhein-Westfalen,NW
5116,201605116,2016,Mönchengladbach,774.4000000000001,0.4,19.400000000000002,13.100000000000001,5.300000000000001,80.30000000000001,27.8,20.5,32.0,Nordrhein-Westfalen,NW
5116,201305116,2013,Mönchengladbach,761.3000000000001,0.5,20.5,14.100000000000001,5.4,79.0,26.700000000000003,21.0,31.200000000000003,Nordrhein-Westfalen,NW
5116,200905116,2009,Mönchengladbach,730.8000000000001,0.4,22.400000000000002,16.1,5.2,77.2,26.8,18.7,31.6,Nordrhein-Westfalen,NW
5116,200505116,2005,Mönchengladbach,702.9000000000001,0.5,23.8,17.400000000000002,5.2,75.7,28.700000000000003,15.8,31.200000000000003,Nordrhein-Westfalen,NW
5116,200205116,2002,Mönchengladbach,704.0,0.5,26.6,19.700000000000003,5.6000000000000005,72.9,28.900000000000002,14.4,29.6,Nordrhein-Westfalen,NW
5117,201605117,2016,Mülheim an der Ruhr,752.8000000000001,0.2,24.3,17.0,5.9,75.4,27.3,19.5,28.6,Nordrhein-Westfalen,NW
5117,201305117,2013,Mülheim an der Ruhr,773.3000000000001,0.2,25.3,17.900000000000002,6.1000000000000005,74.4,29.200000000000003,18.400000000000002,26.8,Nordrhein-Westfalen,NW
5117,200905117,2009,Mülheim an der Ruhr,771.0,0.2,26.1,18.2,6.2,73.8,30.8,16.900000000000002,26.1,Nordrhein-Westfalen,NW
5117,200505117,2005,Mülheim an der Ruhr,720.8000000000001,0.30000000000000004,25.3,17.2,6.7,74.4,31.400000000000002,16.5,26.400000000000002,Nordrhein-Westfalen,NW
5117,200205117,2002,Mülheim an der Ruhr,710.3000000000001,0.30000000000000004,27.0,18.0,7.7,72.8,31.900000000000002,15.4,25.5,Nordrhein-Westfalen,NW
5119,201605119,2016,Oberhausen,678.9000000000001,0.1,22.1,11.4,7.4,78.0,26.0,20.900000000000002,31.0,Nordrhein-Westfalen,NW
5119,201305119,2013,Oberhausen,675.8000000000001,0.1,23.400000000000002,12.5,7.4,76.60000000000001,26.6,20.6,29.400000000000002,Nordrhein-Westfalen,NW
5119,200905119,2009,Oberhausen,641.5,0.1,21.200000000000003,11.4,7.5,78.7,27.400000000000002,21.8,29.5,Nordrhein-Westfalen,NW
5119,200505119,2005,Oberhausen,630.2,0.1,20.8,10.9,7.800000000000001,79.2,27.700000000000003,21.200000000000003,30.3,Nordrhein-Westfalen,NW
5119,200205119,2002,Oberhausen,630.0,0.1,21.8,11.200000000000001,8.4,78.10000000000001,28.400000000000002,20.6,29.200000000000003,Nordrhein-Westfalen,NW
5120,201605120,2016,Remscheid,830.5,0.2,35.0,29.3,4.7,64.8,19.6,17.900000000000002,27.200000000000003,Nordrhein-Westfalen,NW
5120,201305120,2013,Remscheid,834.4000000000001,0.2,36.6,29.8,5.800000000000001,63.300000000000004,20.1,16.8,26.400000000000002,Nordrhein-Westfalen,NW
5120,200905120,2009,Remscheid,840.4000000000001,0.2,38.800000000000004,30.700000000000003,7.2,61.1,20.6,14.9,25.5,Nordrhein-Westfalen,NW
5120,200505120,2005,Remscheid,819.8000000000001,0.2,40.6,32.2,7.4,59.1,21.3,13.100000000000001,24.700000000000003,Nordrhein-Westfalen,NW
5120,200205120,2002,Remscheid,823.1,0.2,44.2,35.0,7.9,55.800000000000004,20.5,12.3,23.0,Nordrhein-Westfalen,NW
5122,201605122,2016,Solingen,702.2,0.1,30.900000000000002,24.400000000000002,4.4,68.9,24.200000000000003,13.100000000000001,31.6,Nordrhein-Westfalen,NW
5122,201305122,2013,Solingen,699.1,0.1,32.2,25.400000000000002,4.7,67.8,23.900000000000002,13.200000000000001,30.700000000000003,Nordrhein-Westfalen,NW
5122,200905122,2009,Solingen,668.8000000000001,0.1,32.4,26.0,4.6000000000000005,67.5,23.400000000000002,12.600000000000001,31.5,Nordrhein-Westfalen,NW
5122,200505122,2005,Solingen,665.9000000000001,0.1,35.6,29.200000000000003,4.6000000000000005,64.4,23.900000000000002,11.5,29.0,Nordrhein-Westfalen,NW
5122,200205122,2002,Solingen,671.2,0.1,37.1,30.6,4.7,62.800000000000004,23.8,10.9,28.1,Nordrhein-Westfalen,NW
5124,201605124,2016,Wuppertal,745.8000000000001,0.1,23.0,18.0,3.9000000000000004,76.9,24.400000000000002,18.0,34.6,Nordrhein-Westfalen,NW
5124,201305124,2013,Wuppertal,734.7,0.1,23.900000000000002,18.7,4.0,75.9,24.8,17.0,34.1,Nordrhein-Westfalen,NW
5124,200905124,2009,Wuppertal,714.0,0.1,24.8,19.6,3.9000000000000004,75.2,25.8,15.8,33.6,Nordrhein-Westfalen,NW
5124,200505124,2005,Wuppertal,697.3000000000001,0.1,27.200000000000003,21.700000000000003,3.8000000000000003,72.7,24.900000000000002,16.0,31.8,Nordrhein-Westfalen,NW
5124,200205124,2002,Wuppertal,713.9000000000001,0.1,27.400000000000002,21.8,4.1000000000000005,72.5,25.700000000000003,16.3,30.5,Nordrhein-Westfalen,NW
5154,201605154,2016,Kreis Kleve,717.6,5.5,20.400000000000002,12.8,6.6000000000000005,74.10000000000001,25.900000000000002,15.200000000000001,33.0,Nordrhein-Westfalen,NW
5154,201305154,2013,Kreis Kleve,695.2,5.7,20.8,12.8,7.1000000000000005,73.5,26.5,13.4,33.5,Nordrhein-Westfalen,NW
5154,200905154,2009,Kreis Kleve,647.7,6.0,21.1,13.5,6.7,72.8,27.3,12.100000000000001,33.4,Nordrhein-Westfalen,NW
5154,200505154,2005,Kreis Kleve,644.0,6.2,22.0,14.4,6.800000000000001,71.7,26.900000000000002,10.4,34.300000000000004,Nordrhein-Westfalen,NW
5154,200205154,2002,Kreis Kleve,635.6,5.7,24.700000000000003,16.400000000000002,7.4,69.60000000000001,26.5,9.700000000000001,33.4,Nordrhein-Westfalen,NW
5158,201605158,2016,Kreis Mettmann,821.7,0.4,26.900000000000002,21.1,5.0,72.7,31.400000000000002,16.2,25.1,Nordrhein-Westfalen,NW
5158,201305158,2013,Kreis Mettmann,803.5,0.4,27.3,21.5,5.0,72.3,32.300000000000004,15.600000000000001,24.400000000000002,Nordrhein-Westfalen,NW
5158,200905158,2009,Kreis Mettmann,763.6,0.4,27.3,22.200000000000003,4.4,72.3,32.6,15.4,24.200000000000003,Nordrhein-Westfalen,NW
5158,200505158,2005,Kreis Mettmann,719.8000000000001,0.4,28.8,23.8,4.2,70.8,33.2,14.3,23.3,Nordrhein-Westfalen,NW
5158,200205158,2002,Kreis Mettmann,691.2,0.4,31.0,25.900000000000002,4.4,68.60000000000001,33.300000000000004,12.9,22.400000000000002,Nordrhein-Westfalen,NW
5162,201605162,2016,Rhein-Kreis Neuss,705.0,1.1,22.900000000000002,14.9,4.800000000000001,76.0,32.4,15.5,28.1,Nordrhein-Westfalen,NW
5162,201305162,2013,Rhein-Kreis Neuss,690.2,1.1,23.900000000000002,15.8,4.800000000000001,74.9,33.0,14.8,27.200000000000003,Nordrhein-Westfalen,NW
5162,200905162,2009,Rhein-Kreis Neuss,671.6,1.0,24.0,16.1,4.4,75.0,33.4,14.200000000000001,27.400000000000002,Nordrhein-Westfalen,NW
5162,200505162,2005,Rhein-Kreis Neuss,640.1,1.1,24.700000000000003,17.1,4.5,74.10000000000001,33.4,13.600000000000001,27.1,Nordrhein-Westfalen,NW
5162,200205162,2002,Rhein-Kreis Neuss,618.4000000000001,1.0,27.5,19.900000000000002,4.800000000000001,71.4,33.5,12.100000000000001,25.8,Nordrhein-Westfalen,NW
5166,201605166,2016,Kreis Viersen,656.8000000000001,2.7,24.400000000000002,16.7,6.6000000000000005,72.9,29.400000000000002,13.700000000000001,29.8,Nordrhein-Westfalen,NW
5166,201305166,2013,Kreis Viersen,645.1,2.7,25.6,17.900000000000002,6.4,71.7,29.0,13.4,29.3,Nordrhein-Westfalen,NW
5166,200905166,2009,Kreis Viersen,630.7,2.8000000000000003,26.0,18.400000000000002,6.2,71.10000000000001,29.6,13.3,28.200000000000003,Nordrhein-Westfalen,NW
5166,200505166,2005,Kreis Viersen,634.6,2.9000000000000004,27.700000000000003,20.200000000000003,6.0,69.3,30.200000000000003,12.100000000000001,27.0,Nordrhein-Westfalen,NW
5166,200205166,2002,Kreis Viersen,622.3000000000001,2.6,30.3,22.400000000000002,6.300000000000001,67.0,29.3,11.4,26.3,Nordrhein-Westfalen,NW
5170,201605170,2016,Kreis Wesel,665.4000000000001,1.4000000000000001,22.1,13.600000000000001,6.300000000000001,76.5,27.400000000000002,16.400000000000002,32.800000000000004,Nordrhein-Westfalen,NW
5170,201305170,2013,Kreis Wesel,646.7,1.4000000000000001,22.8,14.200000000000001,6.300000000000001,75.7,27.3,16.8,31.700000000000003,Nordrhein-Westfalen,NW
5170,200905170,2009,Kreis Wesel,607.3000000000001,1.6,23.8,13.8,6.300000000000001,74.60000000000001,27.8,13.600000000000001,33.2,Nordrhein-Westfalen,NW
5170,200505170,2005,Kreis Wesel,581.7,1.7000000000000002,25.3,14.5,6.300000000000001,73.0,27.400000000000002,12.700000000000001,32.9,Nordrhein-Westfalen,NW
5170,200205170,2002,Kreis Wesel,556.2,1.8,27.8,15.3,7.2,70.5,27.1,11.700000000000001,31.700000000000003,Nordrhein-Westfalen,NW
5314,201605314,2016,Bonn,1119.1000000000001,0.1,6.5,4.0,2.0,93.4,24.200000000000003,20.5,48.800000000000004,Nordrhein-Westfalen,NW
5314,201305314,2013,Bonn,1117.2,0.1,7.1000000000000005,4.5,2.2,92.9,24.1,20.200000000000003,48.6,Nordrhein-Westfalen,NW
5314,200905314,2009,Bonn,1070.6000000000001,0.1,7.0,4.5,2.1,92.9,26.5,18.2,48.2,Nordrhein-Westfalen,NW
5314,200505314,2005,Bonn,1007.5,0.1,9.3,6.7,2.2,90.60000000000001,25.400000000000002,17.400000000000002,47.800000000000004,Nordrhein-Westfalen,NW
5314,200205314,2002,Bonn,996.6,0.1,11.0,8.4,2.4000000000000004,88.80000000000001,24.6,16.7,47.5,Nordrhein-Westfalen,NW
5315,201605315,2016,Köln,1002.9000000000001,0.1,12.200000000000001,8.1,2.9000000000000004,87.80000000000001,28.8,27.400000000000002,31.5,Nordrhein-Westfalen,NW
5315,201305315,2013,Köln,992.7,0.1,13.0,8.3,3.1,86.9,29.200000000000003,27.1,30.6,Nordrhein-Westfalen,NW
5315,200905315,2009,Köln,980.6,0.1,14.0,9.1,3.3000000000000003,86.0,29.900000000000002,26.3,29.8,Nordrhein-Westfalen,NW
5315,200505315,2005,Köln,929.3000000000001,0.1,15.200000000000001,9.9,3.5,84.80000000000001,31.900000000000002,23.400000000000002,29.400000000000002,Nordrhein-Westfalen,NW
5315,200205315,2002,Köln,960.9000000000001,0.1,16.400000000000002,11.100000000000001,3.8000000000000003,83.5,33.4,22.6,27.5,Nordrhein-Westfalen,NW
5316,201605316,2016,Leverkusen,780.9000000000001,0.1,26.700000000000003,18.6,4.3,72.9,24.8,18.3,29.8,Nordrhein-Westfalen,NW
5316,201305316,2013,Leverkusen,804.8000000000001,0.1,26.700000000000003,18.1,4.3,73.10000000000001,26.5,19.3,27.3,Nordrhein-Westfalen,NW
5316,200905316,2009,Leverkusen,762.2,0.1,28.700000000000003,19.0,4.5,71.3,26.8,15.4,29.1,Nordrhein-Westfalen,NW
5316,200505316,2005,Leverkusen,748.1,0.1,31.1,21.0,4.4,68.60000000000001,26.1,15.3,27.200000000000003,Nordrhein-Westfalen,NW
5316,200205316,2002,Leverkusen,738.0,0.1,39.1,29.6,5.1000000000000005,60.7,25.0,9.5,26.3,Nordrhein-Westfalen,NW
5334,201605334,2016,Aachen,810.6,0.4,20.0,14.3,4.3,79.7,25.400000000000002,17.900000000000002,36.300000000000004,Nordrhein-Westfalen,NW
5334,201305334,2013,Aachen,786.1,0.4,20.900000000000002,15.0,4.5,78.80000000000001,25.6,17.2,36.0,Nordrhein-Westfalen,NW
5334,200905334,2009,Aachen,724.0,0.4,21.1,15.5,4.2,78.5,26.6,16.900000000000002,34.9,Nordrhein-Westfalen,NW
5334,200505334,2005,Aachen,,0.4,21.6,16.3,4.1000000000000005,77.9,26.700000000000003,16.5,34.7,Nordrhein-Westfalen,NW
5334,200205334,2002,Aachen,,0.4,24.3,18.5,4.3,75.3,26.6,14.9,33.800000000000004,Nordrhein-Westfalen,NW
5354,201605354,2016,Kreis Aachen,,,,,,,,,,Nordrhein-Westfalen,NW
5354,201305354,2013,Kreis Aachen,,,,,,,,,,Nordrhein-Westfalen,NW
5354,200905354,2009,Kreis Aachen,,,,,,,,,,Nordrhein-Westfalen,NW
5354,200505354,2005,Kreis Aachen,,,,,,,,,,Nordrhein-Westfalen,NW
5354,200205354,2002,Kreis Aachen,,,,,,,,,,Nordrhein-Westfalen,NW
5358,201605358,2016,Kreis Düren,692.8000000000001,1.7000000000000002,24.6,16.2,6.0,73.8,19.400000000000002,22.8,31.5,Nordrhein-Westfalen,NW
5358,201305358,2013,Kreis Düren,676.5,1.8,25.700000000000003,17.3,6.0,72.5,19.6,22.0,30.900000000000002,Nordrhein-Westfalen,NW
5358,200905358,2009,Kreis Düren,624.0,1.9000000000000001,26.1,17.8,5.5,71.9,21.0,19.400000000000002,31.400000000000002,Nordrhein-Westfalen,NW
5358,200505358,2005,Kreis Düren,606.2,1.9000000000000001,27.1,18.8,5.5,70.9,21.6,18.2,31.200000000000003,Nordrhein-Westfalen,NW
5358,200205358,2002,Kreis Düren,592.3000000000001,2.0,29.700000000000003,20.900000000000002,6.2,68.3,21.6,15.8,30.8,Nordrhein-Westfalen,NW
5362,201605362,2016,Rhein-Erft-Kreis,650.2,1.0,21.3,11.9,6.1000000000000005,77.7,31.8,16.6,29.3,Nordrhein-Westfalen,NW
5362,201305362,2013,Rhein-Erft-Kreis,642.6,1.0,22.900000000000002,12.700000000000001,6.9,76.10000000000001,31.400000000000002,16.400000000000002,28.3,Nordrhein-Westfalen,NW
5362,200905362,2009,Rhein-Erft-Kreis,596.1,1.0,23.3,13.0,6.7,75.60000000000001,31.900000000000002,15.9,27.8,Nordrhein-Westfalen,NW
5362,200505362,2005,Rhein-Erft-Kreis,561.9,1.0,24.700000000000003,14.4,6.800000000000001,74.2,32.300000000000004,14.200000000000001,27.700000000000003,Nordrhein-Westfalen,NW
5362,200205362,2002,Rhein-Erft-Kreis,553.8000000000001,1.1,26.6,15.4,7.7,72.4,33.0,12.8,26.6,Nordrhein-Westfalen,NW
5366,201605366,2016,Kreis Euskirchen,660.9000000000001,1.7000000000000002,24.1,16.2,6.800000000000001,74.10000000000001,25.3,13.9,34.9,Nordrhein-Westfalen,NW
5366,201305366,2013,Kreis Euskirchen,638.3000000000001,1.8,24.700000000000003,16.400000000000002,7.2,73.5,25.400000000000002,13.8,34.300000000000004,Nordrhein-Westfalen,NW
5366,200905366,2009,Kreis Euskirchen,597.2,2.0,26.200000000000003,17.8,7.300000000000001,71.8,26.0,12.5,33.300000000000004,Nordrhein-Westfalen,NW
5366,200505366,2005,Kreis Euskirchen,580.1,2.3000000000000003,27.700000000000003,19.200000000000003,7.2,69.8,25.200000000000003,10.9,33.7,Nordrhein-Westfalen,NW
5366,200205366,2002,Kreis Euskirchen,572.6,2.1,28.900000000000002,20.0,7.6000000000000005,68.9,26.0,9.5,33.4,Nordrhein-Westfalen,NW
5370,201605370,2016,Kreis Heinsberg,628.3000000000001,2.2,24.0,14.600000000000001,8.0,73.8,26.200000000000003,14.700000000000001,33.0,Nordrhein-Westfalen,NW
5370,201305370,2013,Kreis Heinsberg,614.6,2.3000000000000003,24.3,14.700000000000001,8.1,73.5,26.200000000000003,14.700000000000001,32.7,Nordrhein-Westfalen,NW
5370,200905370,2009,Kreis Heinsberg,555.9,2.4000000000000004,23.700000000000003,15.100000000000001,7.9,73.8,26.6,15.3,31.900000000000002,Nordrhein-Westfalen,NW
5370,200505370,2005,Kreis Heinsberg,539.5,2.4000000000000004,25.200000000000003,16.1,8.200000000000001,72.3,26.700000000000003,13.9,31.700000000000003,Nordrhein-Westfalen,NW
5370,200205370,2002,Kreis Heinsberg,531.6,2.4000000000000004,27.6,17.5,9.200000000000001,70.10000000000001,25.3,13.700000000000001,31.1,Nordrhein-Westfalen,NW
5374,201605374,2016,Oberbergischer Kreis,800.5,0.8,34.800000000000004,28.8,5.0,64.4,19.700000000000003,17.8,27.0,Nordrhein-Westfalen,NW
5374,201305374,2013,Oberbergischer Kreis,770.0,0.9,34.5,28.200000000000003,5.4,64.5,20.3,17.3,26.900000000000002,Nordrhein-Westfalen,NW
5374,200905374,2009,Oberbergischer Kreis,714.9000000000001,1.0,35.1,29.3,5.1000000000000005,64.0,21.6,15.4,27.1,Nordrhein-Westfalen,NW
5374,200505374,2005,Oberbergischer Kreis,690.6,1.0,36.5,30.3,5.4,62.400000000000006,21.700000000000003,13.9,26.900000000000002,Nordrhein-Westfalen,NW
5374,200205374,2002,Oberbergischer Kreis,680.6,1.0,38.7,32.2,5.7,60.400000000000006,21.400000000000002,13.0,26.0,Nordrhein-Westfalen,NW
5378,201605378,2016,Rheinisch-Bergischer Kreis,631.6,0.8,22.0,14.8,6.4,77.2,25.400000000000002,15.600000000000001,36.2,Nordrhein-Westfalen,NW
5378,201305378,2013,Rheinisch-Bergischer Kreis,618.2,0.7000000000000001,22.5,15.100000000000001,6.6000000000000005,76.7,26.0,15.5,35.2,Nordrhein-Westfalen,NW
5378,200905378,2009,Rheinisch-Bergischer Kreis,610.7,0.7000000000000001,22.900000000000002,16.3,6.300000000000001,76.3,27.0,15.4,33.9,Nordrhein-Westfalen,NW
5378,200505378,2005,Rheinisch-Bergischer Kreis,577.8000000000001,0.8,24.1,17.6,6.0,75.0,28.1,14.9,32.0,Nordrhein-Westfalen,NW
5378,200205378,2002,Rheinisch-Bergischer Kreis,566.3000000000001,0.8,26.0,19.0,6.5,73.2,29.3,13.100000000000001,30.8,Nordrhein-Westfalen,NW
5382,201605382,2016,Rhein-Sieg-Kreis,617.4000000000001,1.5,21.400000000000002,13.700000000000001,6.7,77.10000000000001,26.6,16.7,33.800000000000004,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,594.3000000000001,1.5,21.700000000000003,14.100000000000001,6.6000000000000005,76.80000000000001,27.400000000000002,14.600000000000001,34.9,Nordrhein-Westfalen,NW
5382,200905382,2009,Rhein-Sieg-Kreis,567.1,1.5,21.1,14.100000000000001,6.0,77.4,26.5,16.900000000000002,34.0,Nordrhein-Westfalen,NW
5382,200505382,2005,Rhein-Sieg-Kreis,540.3000000000001,1.6,21.700000000000003,14.8,5.9,76.80000000000001,25.900000000000002,13.600000000000001,37.300000000000004,Nordrhein-Westfalen,NW
5382,200205382,2002,Rhein-Sieg-Kreis,524.5,1.4000000000000001,24.3,16.900000000000002,6.4,74.3,26.1,12.600000000000001,35.7,Nordrhein-Westfalen,NW
5512,201605512,2016,Bottrop,618.9000000000001,1.0,23.3,10.700000000000001,5.9,75.5,24.5,14.3,36.7,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,631.8000000000001,1.0,25.1,10.9,5.300000000000001,73.9,24.3,14.200000000000001,35.4,Nordrhein-Westfalen,NW
5512,200905512,2009,Bottrop,634.1,0.8,27.200000000000003,12.700000000000001,5.5,72.0,23.900000000000002,13.5,34.6,Nordrhein-Westfalen,NW
5512,200505512,2005,Bottrop,600.2,0.6000000000000001,27.3,13.0,5.800000000000001,71.9,24.3,13.0,34.5,Nordrhein-Westfalen,NW
5512,200205512,2002,Bottrop,585.2,0.9,28.900000000000002,13.3,6.9,70.4,24.6,9.9,36.0,Nordrhein-Westfalen,NW
5513,201605513,2016,Gelsenkirchen,656.7,0.1,18.3,10.4,5.800000000000001,81.5,23.3,20.0,38.2,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,659.0,0.1,20.1,12.0,6.0,79.80000000000001,23.200000000000003,19.1,37.5,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,650.9000000000001,0.1,20.700000000000003,13.0,5.0,79.10000000000001,23.8,18.1,37.1,Nordrhein-Westfalen,NW
5513,200505513,2005,Gelsenkirchen,618.4000000000001,0.1,20.3,13.200000000000001,5.1000000000000005,79.7,24.3,16.5,38.800000000000004,Nordrhein-Westfalen,NW
5513,200205513,2002,Gelsenkirchen,605.6,0.2,22.700000000000003,14.4,4.9,77.2,23.8,13.0,40.400000000000006,Nordrhein-Westfalen,NW
5515,201605515,2016,Münster,1008.2,0.5,9.9,5.9,3.0,89.5,25.700000000000003,20.700000000000003,43.1,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,1003.7,0.6000000000000001,10.4,6.0,3.0,89.0,25.5,21.200000000000003,42.300000000000004,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,1044.1000000000001,0.6000000000000001,10.9,6.5,3.0,88.60000000000001,26.400000000000002,20.3,41.800000000000004,Nordrhein-Westfalen,NW
5515,200505515,2005,Münster,999.7,0.7000000000000001,11.4,6.7,3.1,87.9,27.3,21.400000000000002,39.300000000000004,Nordrhein-Westfalen,NW
5515,200205515,2002,Münster,998.0,0.7000000000000001,11.9,7.1000000000000005,3.4000000000000004,87.4,29.8,19.200000000000003,38.400000000000006,Nordrhein-Westfalen,NW
5554,201605554,2016,Kreis Borken,837.6,2.6,33.7,24.200000000000003,8.3,63.6,25.700000000000003,11.9,26.0,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,810.1,2.8000000000000003,34.300000000000004,24.5,8.6,62.900000000000006,26.6,11.100000000000001,25.200000000000003,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,749.8000000000001,3.1,33.7,24.3,8.1,63.300000000000004,27.1,10.5,25.700000000000003,Nordrhein-Westfalen,NW
5554,200505554,2005,Kreis Borken,728.2,3.2,33.5,24.400000000000002,8.0,63.300000000000004,27.3,9.700000000000001,26.3,Nordrhein-Westfalen,NW
5554,200205554,2002,Kreis Borken,736.4000000000001,3.2,35.6,26.0,8.700000000000001,61.2,26.6,8.5,26.1,Nordrhein-Westfalen,NW
5558,201605558,2016,Kreis Coesfeld,680.0,3.8000000000000003,24.5,17.7,6.1000000000000005,71.7,26.200000000000003,12.200000000000001,33.300000000000004,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,655.5,3.8000000000000003,25.1,17.900000000000002,6.4,71.10000000000001,26.6,11.600000000000001,32.9,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,624.6,4.0,24.0,17.7,5.6000000000000005,72.0,27.900000000000002,10.600000000000001,33.5,Nordrhein-Westfalen,NW
5558,200505558,2005,Kreis Coesfeld,608.6,4.2,23.200000000000003,16.7,5.7,72.7,26.900000000000002,10.4,35.4,Nordrhein-Westfalen,NW
5558,200205558,2002,Kreis Coesfeld,608.0,4.2,24.700000000000003,17.8,6.2,71.10000000000001,26.3,9.3,35.4,Nordrhein-Westfalen,NW
5562,201605562,2016,Kreis Recklinghausen,600.5,0.7000000000000001,21.3,11.600000000000001,6.5,77.9,25.6,14.0,38.300000000000004,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,600.1,0.7000000000000001,22.400000000000002,12.0,6.4,76.80000000000001,25.6,15.9,35.300000000000004,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,575.0,0.8,22.700000000000003,12.200000000000001,6.1000000000000005,76.5,26.0,14.9,35.6,Nordrhein-Westfalen,NW
5562,200505562,2005,Kreis Recklinghausen,561.4,0.8,25.3,13.8,5.6000000000000005,73.9,26.200000000000003,13.700000000000001,34.1,Nordrhein-Westfalen,NW
5562,200205562,2002,Kreis Recklinghausen,546.2,0.8,26.200000000000003,14.4,5.800000000000001,73.10000000000001,26.400000000000002,13.5,33.1,Nordrhein-Westfalen,NW
5566,201605566,2016,Kreis Steinfurt,754.2,2.1,27.3,19.5,6.300000000000001,70.60000000000001,28.8,12.8,29.0,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,738.1,2.1,27.900000000000002,19.6,6.4,70.0,29.200000000000003,12.200000000000001,28.5,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,702.5,2.2,27.8,20.200000000000003,5.800000000000001,70.0,28.900000000000002,11.700000000000001,29.5,Nordrhein-Westfalen,NW
5566,200505566,2005,Kreis Steinfurt,666.5,2.4000000000000004,28.6,20.700000000000003,6.2,69.0,29.200000000000003,10.5,29.3,Nordrhein-Westfalen,NW
5566,200205566,2002,Kreis Steinfurt,663.8000000000001,2.5,30.3,22.1,6.5,67.2,28.6,9.1,29.5,Nordrhein-Westfalen,NW
5570,201605570,2016,Kreis Warendorf,722.5,3.0,32.4,26.1,5.6000000000000005,64.60000000000001,22.5,13.200000000000001,28.900000000000002,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,710.4000000000001,3.0,33.300000000000004,26.900000000000002,5.800000000000001,63.7,22.700000000000003,12.9,28.200000000000003,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,690.5,3.2,32.9,26.6,5.6000000000000005,63.900000000000006,23.1,12.9,28.0,Nordrhein-Westfalen,NW
5570,200505570,2005,Kreis Warendorf,655.4000000000001,3.3000000000000003,32.4,26.0,5.800000000000001,64.10000000000001,24.1,11.5,28.6,Nordrhein-Westfalen,NW
5570,200205570,2002,Kreis Warendorf,660.1,3.3000000000000003,35.300000000000004,28.0,6.300000000000001,61.5,23.5,10.3,27.700000000000003,Nordrhein-Westfalen,NW
5711,201605711,2016,Bielefeld,917.1,0.30000000000000004,17.6,13.0,3.3000000000000003,82.10000000000001,26.700000000000003,17.3,38.1,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,884.7,0.30000000000000004,18.8,13.700000000000001,3.4000000000000004,81.0,27.200000000000003,16.5,37.4,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,876.9000000000001,0.30000000000000004,19.5,14.5,3.4000000000000004,80.2,27.900000000000002,15.600000000000001,36.7,Nordrhein-Westfalen,NW
