,YearSchluessel,Year,Stadt-/Landkreis,Beschäftigtenquote Männer in %,Beschäftigtenquote Frauen in %,Index Beschäftigtenquote,LAND_NAME,LAND_ABK
8116,201308116,2013,Landkreis Esslingen,65.8,54.400000000000006,82.60000000000001,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,61.6,49.7,80.7,Baden-Württemberg,BW
8117,201708117,2017,Landkreis Göppingen,66.9,55.6,83.10000000000001,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,64.2,51.6,80.4,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,59.0,47.400000000000006,80.30000000000001,Baden-Württemberg,BW
8118,201708118,2017,Landkreis Ludwigsburg,69.9,58.5,83.80000000000001,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,66.8,54.5,81.60000000000001,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,62.0,50.0,80.60000000000001,Baden-Württemberg,BW
8119,201708119,2017,Rems-Murr-Kreis,68.10000000000001,58.0,85.2,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,65.10000000000001,53.900000000000006,82.80000000000001,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,60.300000000000004,48.800000000000004,81.0,Baden-Württemberg,BW
8121,201708121,2017,Heilbronn,67.9,57.800000000000004,85.0,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,63.800000000000004,52.2,81.9,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,55.5,44.900000000000006,80.9,Baden-Württemberg,BW
8125,201708125,2017,Landkreis Heilbronn (Land),70.9,58.300000000000004,82.30000000000001,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),67.3,53.7,79.7,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),62.7,48.6,77.5,Baden-Württemberg,BW
8126,201708126,2017,Hohenlohekreis,72.0,61.1,84.9,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,69.60000000000001,55.900000000000006,80.30000000000001,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,64.0,49.7,77.7,Baden-Württemberg,BW
8127,201708127,2017,Landkreis Schwäbisch Hall,69.5,58.900000000000006,84.7,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,65.7,53.900000000000006,82.0,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,61.5,49.300000000000004,80.2,Baden-Württemberg,BW
8128,201708128,2017,Main-Tauber-Kreis,67.2,59.6,88.7,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,64.8,54.7,84.5,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,59.5,49.2,82.80000000000001,Baden-Württemberg,BW
8135,201708135,2017,Landkreis Heidenheim,68.3,56.400000000000006,82.60000000000001,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,66.10000000000001,52.1,78.9,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,61.0,47.400000000000006,77.7,Baden-Württemberg,BW
8136,201708136,2017,Ostalbkreis,67.7,55.300000000000004,81.60000000000001,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,65.3,51.2,78.4,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,60.5,46.5,76.9,Baden-Württemberg,BW
8211,201708211,2017,Baden-Baden,62.800000000000004,57.2,91.0,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,59.800000000000004,53.300000000000004,89.10000000000001,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,53.5,46.7,87.2,Baden-Württemberg,BW
8212,201708212,2017,Karlsruhe,55.900000000000006,53.2,95.10000000000001,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,53.400000000000006,49.400000000000006,92.5,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,49.900000000000006,46.300000000000004,92.80000000000001,Baden-Württemberg,BW
8215,201708215,2017,Landkreis Karlsruhe (Land),67.0,58.400000000000006,87.2,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),63.800000000000004,54.0,84.7,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),59.5,49.6,83.30000000000001,Baden-Württemberg,BW
8216,201708216,2017,Landkreis Rastatt,71.60000000000001,58.5,81.60000000000001,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,69.0,54.300000000000004,78.60000000000001,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,64.10000000000001,50.0,78.0,Baden-Württemberg,BW
8221,201708221,2017,Heidelberg,45.900000000000006,42.800000000000004,93.30000000000001,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,42.6,39.0,91.7,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,40.300000000000004,36.5,90.60000000000001,Baden-Württemberg,BW
8222,201708222,2017,Mannheim,62.1,54.2,87.2,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,58.400000000000006,49.7,85.10000000000001,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,50.7,43.900000000000006,86.60000000000001,Baden-Württemberg,BW
8225,201708225,2017,Neckar-Odenwald-Kreis,66.8,56.7,84.80000000000001,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,63.6,52.5,82.5,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,58.5,47.7,81.60000000000001,Baden-Württemberg,BW
8226,201708226,2017,Rhein-Neckar-Kreis,65.2,57.300000000000004,87.9,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,62.2,52.7,84.7,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,57.6,48.1,83.4,Baden-Württemberg,BW
8231,201708231,2017,Pforzheim,65.3,55.300000000000004,84.80000000000001,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,61.400000000000006,51.400000000000006,83.7,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,54.400000000000006,46.2,85.0,Baden-Württemberg,BW
8235,201708235,2017,Landkreis Calw,69.3,58.6,84.60000000000001,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,65.3,53.800000000000004,82.4,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,59.6,48.2,80.9,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,68.3,58.800000000000004,86.10000000000001,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,64.9,54.6,84.2,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,60.6,50.0,82.5,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,70.9,59.1,83.4,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,67.2,54.0,80.4,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,62.2,48.0,77.10000000000001,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,51.300000000000004,48.400000000000006,94.2,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,47.2,44.300000000000004,93.9,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,40.2,39.5,98.4,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,61.6,58.400000000000006,94.7,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,58.7,54.1,92.2,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,53.800000000000004,47.800000000000004,88.9,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,65.4,61.0,93.30000000000001,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,62.400000000000006,56.900000000000006,91.2,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,58.300000000000004,52.0,89.2,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,69.0,60.1,87.10000000000001,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,65.4,55.400000000000006,84.7,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,61.2,50.6,82.7,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,69.9,59.400000000000006,84.9,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,67.10000000000001,54.2,80.7,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,61.5,49.1,79.80000000000001,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,67.10000000000001,59.5,88.60000000000001,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,63.1,54.900000000000006,87.0,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,59.1,50.400000000000006,85.2,Baden-Württemberg,BW
8327,201708327,2017,Landkreis Tuttlingen,70.10000000000001,60.5,86.30000000000001,Baden-Württemberg,BW
8327,201308327,2013,Landkreis Tuttlingen,67.10000000000001,56.7,84.5,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,61.1,50.2,82.10000000000001,Baden-Württemberg,BW
8335,201708335,2017,Landkreis Konstanz,56.0,54.1,96.7,Baden-Württemberg,BW
8335,201308335,2013,Landkreis Konstanz,52.800000000000004,49.900000000000006,94.5,Baden-Württemberg,BW
8335,200908335,2009,Landkreis Konstanz,47.6,44.5,93.7,Baden-Württemberg,BW
8336,201708336,2017,Landkreis Lörrach,51.6,49.900000000000006,96.80000000000001,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,50.0,46.0,92.10000000000001,Baden-Württemberg,BW
8336,200908336,2009,Landkreis Lörrach,46.800000000000004,41.6,88.80000000000001,Baden-Württemberg,BW
8337,201708337,2017,Landkreis Waldshut,49.900000000000006,51.1,102.4,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,47.2,46.900000000000006,99.4,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,44.6,41.300000000000004,92.60000000000001,Baden-Württemberg,BW
8415,201708415,2017,Landkreis Reutlingen,66.60000000000001,58.800000000000004,88.30000000000001,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,64.10000000000001,54.6,85.2,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,59.800000000000004,49.900000000000006,83.5,Baden-Württemberg,BW
8416,201708416,2017,Landkreis Tübingen,58.1,52.300000000000004,90.0,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,55.2,48.5,87.80000000000001,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,49.7,44.7,89.80000000000001,Baden-Württemberg,BW
8417,201708417,2017,Zollernalbkreis,67.4,58.900000000000006,87.4,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,63.6,54.300000000000004,85.30000000000001,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,59.7,49.800000000000004,83.5,Baden-Württemberg,BW
8421,201708421,2017,Ulm,64.4,56.2,87.30000000000001,Baden-Württemberg,BW
8421,201308421,2013,Ulm,60.0,52.0,86.60000000000001,Baden-Württemberg,BW
8421,200908421,2009,Ulm,52.7,46.800000000000004,88.80000000000001,Baden-Württemberg,BW
8425,201708425,2017,Alb-Donau-Kreis,70.2,58.5,83.30000000000001,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,67.2,53.6,79.80000000000001,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,63.0,49.5,78.5,Baden-Württemberg,BW
8426,201708426,2017,Landkreis Biberach,70.60000000000001,59.0,83.60000000000001,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,67.5,54.2,80.30000000000001,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,63.6,49.900000000000006,78.5,Baden-Württemberg,BW
8435,201708435,2017,Bodenseekreis,69.4,59.300000000000004,85.4,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,66.8,54.6,81.7,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,60.2,47.7,79.2,Baden-Württemberg,BW
8436,201708436,2017,Landkreis Ravensburg,65.9,58.300000000000004,88.4,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,62.7,53.6,85.4,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,56.900000000000006,48.1,84.4,Baden-Württemberg,BW
8437,201708437,2017,Landkreis Sigmaringen,65.60000000000001,57.0,86.9,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,63.300000000000004,52.7,83.10000000000001,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,58.0,47.300000000000004,81.5,Baden-Württemberg,BW
9161,201709161,2017,Ingolstadt,74.3,58.7,79.0,Bayern,BY
9161,201309161,2013,Ingolstadt,69.60000000000001,53.800000000000004,77.2,Bayern,BY
9161,200909161,2009,Ingolstadt,63.800000000000004,48.6,76.2,Bayern,BY
9162,201709162,2017,München,66.4,61.2,92.2,Bayern,BY
9162,201309162,2013,München,59.800000000000004,56.2,94.10000000000001,Bayern,BY
9162,200909162,2009,München,55.1,53.400000000000006,96.80000000000001,Bayern,BY
9163,201709163,2017,Rosenheim,61.1,57.900000000000006,94.80000000000001,Bayern,BY
9163,201309163,2013,Rosenheim,58.2,55.400000000000006,95.10000000000001,Bayern,BY
9163,200909163,2009,Rosenheim,50.800000000000004,49.0,96.4,Bayern,BY
9171,201709171,2017,Landkreis Altötting,70.0,55.0,78.60000000000001,Bayern,BY
9171,201309171,2013,Landkreis Altötting,67.4,51.300000000000004,76.10000000000001,Bayern,BY
9171,200909171,2009,Landkreis Altötting,62.300000000000004,46.6,74.8,Bayern,BY
9172,201709172,2017,Landkreis Berchtesgadener Land,53.6,52.300000000000004,97.5,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,50.1,48.2,96.2,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,46.1,44.6,96.60000000000001,Bayern,BY
9173,201709173,2017,Landkreis Bad Tölz-Wolfratshausen,63.0,59.400000000000006,94.4,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,60.300000000000004,55.6,92.30000000000001,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,55.6,49.7,89.4,Bayern,BY
9174,201709174,2017,Landkreis Dachau,69.2,62.6,90.4,Bayern,BY
9174,201309174,2013,Landkreis Dachau,66.5,57.800000000000004,87.0,Bayern,BY
9174,200909174,2009,Landkreis Dachau,62.0,53.2,85.80000000000001,Bayern,BY
9175,201709175,2017,Landkreis Ebersberg,65.9,61.2,92.9,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,63.6,57.6,90.5,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,58.400000000000006,52.1,89.10000000000001,Bayern,BY
9176,201709176,2017,Landkreis Eichstätt,70.2,55.300000000000004,78.7,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,68.8,51.1,74.3,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,66.4,46.800000000000004,70.4,Bayern,BY
9177,201709177,2017,Landkreis Erding,68.7,61.800000000000004,90.0,Bayern,BY
9177,201309177,2013,Landkreis Erding,65.9,57.5,87.2,Bayern,BY
9177,200909177,2009,Landkreis Erding,61.900000000000006,52.7,85.10000000000001,Bayern,BY
9178,201709178,2017,Landkreis Freising,69.3,61.6,89.0,Bayern,BY
9178,201309178,2013,Landkreis Freising,66.60000000000001,57.5,86.30000000000001,Bayern,BY
9178,200909178,2009,Landkreis Freising,61.0,52.400000000000006,86.0,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,65.4,60.0,91.80000000000001,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,63.0,56.800000000000004,90.2,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,57.0,51.2,89.7,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,58.0,58.6,100.9,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,55.0,54.900000000000006,99.7,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,49.400000000000006,49.0,99.10000000000001,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,60.2,56.7,94.2,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,58.400000000000006,52.400000000000006,89.80000000000001,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,53.0,47.6,89.7,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,62.2,60.2,96.80000000000001,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,59.2,56.1,94.80000000000001,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,54.0,49.1,91.0,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,67.0,57.0,85.10000000000001,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,64.3,52.7,82.0,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,59.7,47.6,79.7,Bayern,BY
9184,201709184,2017,Landkreis München (Land),63.800000000000004,60.2,94.5,Bayern,BY
9184,201309184,2013,Landkreis München (Land),61.1,57.0,93.30000000000001,Bayern,BY
9184,200909184,2009,Landkreis München (Land),54.900000000000006,51.7,94.10000000000001,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,70.7,58.1,82.2,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,67.8,52.900000000000006,78.0,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,64.0,48.900000000000006,76.5,Bayern,BY
9186,201709186,2017,Landkreis Pfaffenhofen an der Ilm,69.4,58.400000000000006,84.10000000000001,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,67.3,53.7,79.80000000000001,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,62.400000000000006,48.6,77.80000000000001,Bayern,BY
9187,201709187,2017,Landkreis Rosenheim (Land),61.300000000000004,57.900000000000006,94.4,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),58.2,53.400000000000006,91.80000000000001,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),52.800000000000004,47.7,90.30000000000001,Bayern,BY
9188,201709188,2017,Landkreis Starnberg,58.300000000000004,54.900000000000006,94.10000000000001,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,55.7,51.400000000000006,92.30000000000001,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,50.6,45.6,90.0,Bayern,BY
9189,201709189,2017,Landkreis Traunstein,63.800000000000004,57.6,90.30000000000001,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,60.800000000000004,52.5,86.5,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,56.400000000000006,47.400000000000006,84.0,Bayern,BY
9190,201709190,2017,Landkreis Weilheim-Schongau,64.7,58.7,90.80000000000001,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,62.300000000000004,54.7,87.7,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,57.7,49.800000000000004,86.4,Bayern,BY
9261,201709261,2017,Landshut,65.7,57.5,87.60000000000001,Bayern,BY
9261,201309261,2013,Landshut,60.1,53.300000000000004,88.60000000000001,Bayern,BY
9261,200909261,2009,Landshut,55.7,49.0,88.0,Bayern,BY
9262,201709262,2017,Passau,53.7,49.300000000000004,91.80000000000001,Bayern,BY
9262,201309262,2013,Passau,50.7,45.5,89.7,Bayern,BY
9262,200909262,2009,Passau,43.900000000000006,40.400000000000006,92.0,Bayern,BY
9263,201709263,2017,Straubing,63.300000000000004,57.300000000000004,90.5,Bayern,BY
9263,201309263,2013,Straubing,58.0,51.7,89.10000000000001,Bayern,BY
9263,200909263,2009,Straubing,52.5,48.2,91.9,Bayern,BY
9271,201709271,2017,Landkreis Deggendorf,67.8,55.800000000000004,82.30000000000001,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,64.60000000000001,50.7,78.4,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,58.900000000000006,44.400000000000006,75.4,Bayern,BY
9272,201709272,2017,Landkreis Freyung-Grafenau,64.8,53.6,82.7,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,61.6,48.0,77.9,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,57.900000000000006,42.5,73.4,Bayern,BY
9273,201709273,2017,Landkreis Kehlheim,70.60000000000001,56.400000000000006,79.80000000000001,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,68.7,51.800000000000004,75.4,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,64.3,47.1,73.2,Bayern,BY
9274,201709274,2017,Landkreis Landshut (Land),69.4,57.800000000000004,83.30000000000001,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),66.2,53.2,80.4,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),62.300000000000004,48.900000000000006,78.4,Bayern,BY
9275,201709275,2017,Landkreis Passau (Land),64.5,56.1,87.0,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),61.7,51.0,82.7,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),57.0,45.800000000000004,80.4,Bayern,BY
9276,201709276,2017,Landkreis Regen,64.2,54.5,84.80000000000001,Bayern,BY
9276,201309276,2013,Landkreis Regen,62.400000000000006,49.5,79.30000000000001,Bayern,BY
9276,200909276,2009,Landkreis Regen,56.2,44.1,78.4,Bayern,BY
9277,201709277,2017,Landkreis Rottal-Inn,65.60000000000001,54.6,83.2,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,64.2,50.0,77.9,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,60.7,45.6,75.10000000000001,Bayern,BY
9278,201709278,2017,Landkreis Straubing-Bogen,67.7,57.6,85.2,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,64.3,51.300000000000004,79.80000000000001,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,60.400000000000006,46.1,76.3,Bayern,BY
9279,201709279,2017,Landkreis Dingolfing-Landau,74.9,59.400000000000006,79.30000000000001,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,71.5,54.0,75.4,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,64.8,48.5,74.8,Bayern,BY
9361,201709361,2017,Amberg,61.7,57.6,93.4,Bayern,BY
9361,201309361,2013,Amberg,59.0,53.5,90.7,Bayern,BY
9361,200909361,2009,Amberg,50.900000000000006,46.0,90.30000000000001,Bayern,BY
9362,201709362,2017,Regensburg,63.300000000000004,55.800000000000004,88.30000000000001,Bayern,BY
9362,201309362,2013,Regensburg,57.900000000000006,50.900000000000006,87.9,Bayern,BY
9362,200909362,2009,Regensburg,51.400000000000006,46.7,90.80000000000001,Bayern,BY
9363,201709363,2017,Weiden in der Oberpfalz,59.400000000000006,57.7,97.10000000000001,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,57.2,53.400000000000006,93.30000000000001,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,52.0,48.400000000000006,93.10000000000001,Bayern,BY
9371,201709371,2017,Landkreis Amberg-Sulzbach,66.10000000000001,59.1,89.30000000000001,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,63.800000000000004,53.400000000000006,83.60000000000001,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,60.300000000000004,48.5,80.5,Bayern,BY
9372,201709372,2017,Landkreis Cham,66.60000000000001,57.1,85.80000000000001,Bayern,BY
9372,201309372,2013,Landkreis Cham,63.800000000000004,51.6,80.9,Bayern,BY
9372,200909372,2009,Landkreis Cham,60.2,46.5,77.30000000000001,Bayern,BY
9373,201709373,2017,Landkreis Neumarkt in der Oberpfalz,66.7,58.400000000000006,87.5,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,64.8,53.0,81.80000000000001,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,62.0,47.6,76.80000000000001,Bayern,BY
9374,201709374,2017,Landkreis Neustadt an der Waldnaab,64.2,58.0,90.2,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,60.800000000000004,52.800000000000004,86.80000000000001,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,57.900000000000006,48.300000000000004,83.4,Bayern,BY
9375,201709375,2017,Landkreis Regensburg (Land),68.3,58.6,85.80000000000001,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),65.0,53.5,82.30000000000001,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),60.900000000000006,49.1,80.60000000000001,Bayern,BY
9376,201709376,2017,Landkreis Schwandorf,68.3,58.400000000000006,85.60000000000001,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,65.10000000000001,52.6,80.80000000000001,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,61.800000000000004,48.400000000000006,78.4,Bayern,BY
9377,201709377,2017,Landkreis Tirschenreuth,65.60000000000001,56.0,85.30000000000001,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,62.6,49.900000000000006,79.7,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,60.300000000000004,46.1,76.5,Bayern,BY
9461,201709461,2017,Bamberg,57.1,49.900000000000006,87.5,Bayern,BY
9461,201309461,2013,Bamberg,55.1,46.800000000000004,85.10000000000001,Bayern,BY
9461,200909461,2009,Bamberg,51.900000000000006,44.1,85.0,Bayern,BY
9462,201709462,2017,Bayreuth,53.900000000000006,52.7,97.80000000000001,Bayern,BY
9462,201309462,2013,Bayreuth,49.7,48.5,97.7,Bayern,BY
9462,200909462,2009,Bayreuth,43.6,44.800000000000004,102.9,Bayern,BY
9463,201709463,2017,Coburg,65.4,59.6,91.10000000000001,Bayern,BY
9463,201309463,2013,Coburg,60.400000000000006,55.0,91.0,Bayern,BY
9463,200909463,2009,Coburg,54.2,50.0,92.30000000000001,Bayern,BY
9464,201709464,2017,Hof,61.2,56.1,91.7,Bayern,BY
9464,201309464,2013,Hof,58.2,50.7,87.0,Bayern,BY
9464,200909464,2009,Hof,50.400000000000006,45.300000000000004,89.9,Bayern,BY
9471,201709471,2017,Landkreis Bamberg (Land),69.5,60.1,86.5,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),66.5,55.300000000000004,83.10000000000001,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),63.2,50.6,80.0,Bayern,BY
9472,201709472,2017,Landkreis Bayreuth (Land),65.10000000000001,60.900000000000006,93.5,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),62.7,56.1,89.5,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),58.900000000000006,51.300000000000004,87.0,Bayern,BY
9473,201709473,2017,Landkreis Coburg (Land),69.8,64.7,92.80000000000001,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),66.0,60.0,90.9,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),62.2,54.5,87.60000000000001,Bayern,BY
9474,201709474,2017,Landkreis Forchheim,68.60000000000001,60.1,87.7,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,66.3,55.5,83.7,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,63.1,51.5,81.60000000000001,Bayern,BY
9475,201709475,2017,Landkreis Hof (Land),63.300000000000004,60.300000000000004,95.30000000000001,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),60.2,54.800000000000004,91.10000000000001,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),56.6,50.6,89.5,Bayern,BY
